video_name,tag
face10_02_0_0_179_happy.mp4,happy
face10_02_1_269_329_happy.mp4,happy
face10_02_2_329_389_happy.mp4,happy
face10_02_3_749_779_neutral.mp4,neutral
face10_02_4_809_839_relax.mp4,relax
face10_02_5_869_929_happy.mp4,happy
face10_02_6_929_1078_stress.mp4,angry
face10_02_7_1048_1078_stress.mp4,angry
face10_02_8_1138_1228_neutral.mp4,neutral
face10_02_9_1228_1258_neutral.mp4,neutral
face10_02_10_1288_1528_relax.mp4,relax
face10_02_11_1528_1558_happy.mp4,happy
face10_02_12_1618_1678_happy.mp4,happy
face10_02_13_1708_2067_neutral.mp4,neutral
face10_02_14_1828_2127_neutral.mp4,neutral
face10_02_15_2157_2277_neutral.mp4,neutral
face10_02_16_2367_2457_relax.mp4,relax
face10_02_17_2487_2547_happy.mp4,happy
face10_02_18_2577_2757_happy.mp4,happy
face10_02_19_2787_3026_neutral.mp4,neutral
face10_02_20_3116_3176_happy.mp4,happy
face10_02_21_1948_3626_happy.mp4,happy
face10_02_22_3716_3746_happy.mp4,happy
face10_02_23_3776_3806_neutral.mp4,neutral
face10_02_24_3836_4015_neutral.mp4,neutral
face10_02_25_4435_4645_happy.mp4,happy
face10_02_26_4675_4705_happy.mp4,happy
face10_02_27_4735_4825_happy.mp4,happy
face10_02_28_4855_4885_neutral.mp4,neutral
face10_02_29_4975_5034_happy.mp4,happy
face10_02_30_5064_5274_neutral.mp4,neutral
face10_02_31_5304_5634_relax.mp4,relax
face10_02_32_5604_5664_happy.mp4,happy
face10_02_33_5424_5814_relax.mp4,relax
face10_02_34_5844_5904_relax.mp4,relax
face10_02_35_5934_5964_happy.mp4,happy
face10_02_36_5454_6053_happy.mp4,happy
face10_02_37_6083_6143_happy.mp4,happy
face10_02_38_6173_6233_happy.mp4,happy
face10_02_39_6263_6323_happy.mp4,happy
face10_02_40_6383_6443_neutral.mp4,neutral
face10_02_41_5514_6683_stress.mp4,angry
face10_02_42_6743_6863_neutral.mp4,neutral
face10_02_43_6983_7162_stress.mp4,angry
face10_02_44_7192_7222_stress.mp4,angry
face10_02_45_7252_7342_happy.mp4,happy
face10_02_46_7372_7552_angry.mp4,angry
face10_02_47_7612_7882_angry.mp4,angry
face10_02_48_7912_8031_neutral.mp4,neutral
face10_02_49_8121_8331_neutral.mp4,neutral
face10_02_50_8361_8601_happy.mp4,happy
face10_02_51_8631_8721_happy.mp4,happy
face10_02_52_8931_9020_neutral.mp4,neutral
face10_02_53_9050_9470_angry.mp4,angry
face10_02_54_9500_9620_happy.mp4,happy
face10_02_55_9620_9860_neutral.mp4,neutral
face10_02_56_9080_9110_happy.mp4,happy
face10_02_57_10219_10549_sad.mp4,sad
face10_02_58_10579_10669_happy.mp4,happy
face10_02_59_10699_10969_happy.mp4,happy
face10_02_60_10999_11118_happy.mp4,happy
face10_02_61_11178_11298_relax.mp4,relax
face10_02_62_11328_11448_neutral.mp4,neutral
face10_02_63_11478_11628_stress.mp4,angry
face10_02_64_11658_12017_stress.mp4,angry
face10_02_65_12047_12077_happy.mp4,happy
face10_02_66_12107_12347_stress.mp4,angry
face10_02_67_12377_12407_happy.mp4,happy
face10_02_68_12437_13156_happy.mp4,happy
face10_02_69_12647_13456_neutral.mp4,neutral
face10_02_70_13636_13726_neutral.mp4,neutral
face10_02_71_13756_13846_happy.mp4,happy
face10_02_72_13876_14205_neutral.mp4,neutral
face10_02_73_14235_14355_stress.mp4,angry
face10_02_74_14385_14445_relax.mp4,relax
face10_02_75_14475_14595_angry.mp4,angry
face10_02_76_14625_14715_angry.mp4,angry
face10_02_77_14715_14835_neutral.mp4,neutral
face10_02_78_14445_15164_angry.mp4,angry
face10_02_79_15194_15314_angry.mp4,angry
face10_02_80_15314_15524_neutral.mp4,neutral
face10_02_81_15554_15944_angry.mp4,angry
face10_02_82_15974_16543_angry.mp4,angry
face10_02_83_16573_16603_happy.mp4,happy
face10_02_84_16633_16843_angry.mp4,angry
face10_02_85_16873_16903_happy.mp4,happy
face10_02_86_16933_17022_happy.mp4,happy
face10_02_87_17052_17262_angry.mp4,angry
face10_02_88_17292_17442_happy.mp4,happy
face10_02_89_17442_17502_happy.mp4,happy
face10_02_90_17802_18251_angry.mp4,angry
face10_02_91_18011_18311_happy.mp4,happy
face10_02_92_18341_18431_relax.mp4,relax
face10_02_93_18461_18491_happy.mp4,happy
face10_02_94_18521_18551_angry.mp4,angry
face10_02_95_18041_18821_stress.mp4,angry
face10_02_96_18851_18911_happy.mp4,happy
face10_02_97_18941_19210_relax.mp4,relax
face10_02_98_19240_19330_neutral.mp4,neutral
face10_02_99_19630_19840_angry.mp4,angry
face10_02_100_19960_20049_angry.mp4,angry
face10_02_101_19810_20139_relax.mp4,relax
face10_02_102_20169_20199_happy.mp4,happy
face10_02_103_20229_20529_stress.mp4,angry
face10_02_104_20559_20859_happy.mp4,happy
face10_02_105_20889_21098_neutral.mp4,neutral
face10_02_106_21128_21218_sad.mp4,sad
face10_02_107_21248_21548_stress.mp4,angry
face10_02_108_21968_22027_happy.mp4,happy
