video_name,tag
face6_02_0_325_350_neutral.mp4,neutral
face6_02_1_350_450_relax.mp4,relax
face6_02_2_475_575_happy.mp4,happy
face6_02_3_600_625_happy.mp4,happy
face6_02_4_650_675_relax.mp4,relax
face6_02_5_675_725_neutral.mp4,neutral
face6_02_6_75_775_neutral.mp4,neutral
face6_02_7_800_875_relax.mp4,relax
face6_02_8_900_1025_happy.mp4,happy
face6_02_9_1025_1075_happy.mp4,happy
face6_02_10_1100_1350_relax.mp4,relax
face6_02_11_1375_1475_happy.mp4,happy
face6_02_12_1500_1675_relax.mp4,relax
face6_02_13_1900_1950_happy.mp4,happy
face6_02_14_1975_2025_relax.mp4,relax
face6_02_15_2050_2075_relax.mp4,relax
face6_02_16_2100_2125_neutral.mp4,neutral
face6_02_17_2150_2175_neutral.mp4,neutral
face6_02_18_2175_2375_stress.mp4,angry
face6_02_19_2400_2425_stress.mp4,angry
face6_02_20_2450_2475_stress.mp4,angry
face6_02_21_1600_2525_neutral.mp4,neutral
face6_02_22_2550_2575_happy.mp4,happy
face6_02_23_2575_2650_neutral.mp4,neutral
face6_02_24_2675_2975_happy.mp4,happy
face6_02_25_3000_3200_happy.mp4,happy
face6_02_26_3200_3225_relax.mp4,relax
face6_02_27_3025_3475_neutral.mp4,neutral
face6_02_28_3050_3625_stress.mp4,angry
face6_02_29_3650_3850_neutral.mp4,neutral
face6_02_30_3875_4025_happy.mp4,happy
face6_02_31_4025_4175_stress.mp4,angry
face6_02_32_4200_4575_sad.mp4,sad
face6_02_33_4725_4850_neutral.mp4,neutral
face6_02_34_4875_4900_neutral.mp4,neutral
face6_02_35_4925_5025_relax.mp4,relax
face6_02_36_5025_5075_neutral.mp4,neutral
face6_02_37_5100_5225_happy.mp4,happy
face6_02_38_4575_5275_neutral.mp4,neutral
face6_02_39_5300_5375_stress.mp4,angry
face6_02_40_5400_5425_relax.mp4,relax
face6_02_41_5425_5475_neutral.mp4,neutral
face6_02_42_4600_5675_relax.mp4,relax
face6_02_43_5700_5775_relax.mp4,relax
face6_02_44_5775_5875_sad.mp4,sad
face6_02_45_5950_6025_relax.mp4,relax
face6_02_46_6275_6400_happy.mp4,happy
face6_02_47_6450_6525_stress.mp4,angry
face6_02_48_6550_6600_angry.mp4,angry
face6_02_49_6625_6650_neutral.mp4,neutral
face6_02_50_6650_6800_sad.mp4,sad
face6_02_51_6825_6850_happy.mp4,happy
face6_02_52_6850_6925_happy.mp4,happy
face6_02_53_6950_7075_happy.mp4,happy
face6_02_54_7100_7275_neutral.mp4,neutral
face6_02_55_7300_7325_stress.mp4,angry
face6_02_56_7350_7375_stress.mp4,angry
face6_02_57_7400_7425_neutral.mp4,neutral
face6_02_58_7425_7575_neutral.mp4,neutral
face6_02_59_7600_7650_relax.mp4,relax
face6_02_60_7675_7800_stress.mp4,angry
face6_02_61_7825_8025_relax.mp4,relax
face6_02_62_8100_8150_neutral.mp4,neutral
face6_02_63_8175_8275_happy.mp4,happy
face6_02_64_8300_8375_stress.mp4,angry
face6_02_65_8400_8450_neutral.mp4,neutral
face6_02_66_8475_8550_stress.mp4,angry
face6_02_67_8575_8700_relax.mp4,relax
face6_02_68_8725_8800_stress.mp4,angry
face6_02_69_8825_8850_stress.mp4,angry
face6_02_70_8850_8875_neutral.mp4,neutral
face6_02_71_8875_8950_relax.mp4,relax
face6_02_72_8975_9050_neutral.mp4,neutral
face6_02_73_9075_9175_happy.mp4,happy
face6_02_74_9175_9200_happy.mp4,happy
face6_02_75_9350_9425_stress.mp4,angry
face6_02_76_9450_9700_sad.mp4,sad
face6_02_77_9725_9825_neutral.mp4,neutral
face6_02_78_9850_10025_neutral.mp4,neutral
face6_02_79_10050_10100_neutral.mp4,neutral
face6_02_80_10125_10175_stress.mp4,angry
face6_02_81_10200_10275_happy.mp4,happy
face6_02_82_10275_10325_happy.mp4,happy
face6_02_83_10350_10400_happy.mp4,happy
face6_02_84_10425_10700_neutral.mp4,neutral
face6_02_85_10725_10775_relax.mp4,relax
face6_02_86_10775_10875_relax.mp4,relax
face6_02_87_10900_10925_neutral.mp4,neutral
face6_02_88_10950_10975_relax.mp4,relax
face6_02_89_10975_11025_happy.mp4,happy
face6_02_90_11025_11050_relax.mp4,relax
face6_02_91_11050_11075_relax.mp4,relax
face6_02_92_11100_11150_relax.mp4,relax
face6_02_93_11175_11275_neutral.mp4,neutral
face6_02_94_11300_11325_relax.mp4,relax
face6_02_95_11350_11450_relax.mp4,relax
face6_02_96_11475_11550_happy.mp4,happy
face6_02_97_11575_11625_relax.mp4,relax
face6_02_98_11650_11700_neutral.mp4,neutral
face6_02_99_11725_11775_relax.mp4,relax
face6_02_100_10625_11775_neutral.mp4,neutral
face6_02_101_11775_11800_neutral.mp4,neutral
face6_02_102_11825_11850_stress.mp4,angry
face6_02_103_11850_11950_happy.mp4,happy
face6_02_104_12075_12150_relax.mp4,relax
face6_02_105_12175_12525_relax.mp4,relax
face6_02_106_12550_12575_relax.mp4,relax
face6_02_107_12575_12725_neutral.mp4,neutral
face6_02_108_12075_12900_neutral.mp4,neutral
face6_02_109_12925_13025_relax.mp4,relax
face6_02_110_13025_13075_stress.mp4,angry
face6_02_111_13100_13225_neutral.mp4,neutral
face6_02_112_12125_13300_relax.mp4,relax
face6_02_113_13325_13475_neutral.mp4,neutral
face6_02_114_13500_13525_neutral.mp4,neutral
face6_02_115_13525_13575_neutral.mp4,neutral
face6_02_116_13600_13625_stress.mp4,angry
face6_02_117_13650_13700_neutral.mp4,neutral
face6_02_118_13725_13975_relax.mp4,relax
face6_02_119_13550_14050_neutral.mp4,neutral
face6_02_120_14075_14150_angry.mp4,angry
face6_02_121_14175_14450_neutral.mp4,neutral
face6_02_122_14475_14550_stress.mp4,angry
face6_02_123_14575_14625_happy.mp4,happy
face6_02_124_14650_14800_neutral.mp4,neutral
face6_02_125_14825_14950_stress.mp4,angry
face6_02_126_14975_15125_neutral.mp4,neutral
face6_02_127_15150_15275_stress.mp4,angry
face6_02_128_15300_15425_neutral.mp4,neutral
face6_02_129_15450_15675_relax.mp4,relax
face6_02_130_15700_15825_happy.mp4,happy
face6_02_131_15850_15875_relax.mp4,relax
face6_02_132_15900_16025_happy.mp4,happy
face6_02_133_16025_16100_relax.mp4,relax
face6_02_134_16125_16200_happy.mp4,happy
face6_02_135_16225_16275_relax.mp4,relax
face6_02_136_16300_16550_neutral.mp4,neutral
face6_02_137_16575_17025_relax.mp4,relax
face6_02_138_17050_17150_happy.mp4,happy
face6_02_139_17175_17275_happy.mp4,happy
face6_02_140_17275_17300_stress.mp4,angry
face6_02_141_17325_17400_stress.mp4,angry
face6_02_142_17425_17475_neutral.mp4,neutral
face6_02_143_16600_17825_stress.mp4,angry
face6_02_144_17850_17875_neutral.mp4,neutral
face6_02_145_17875_18050_sad.mp4,sad
face6_02_146_18075_18100_relax.mp4,relax
face6_02_147_18125_18150_happy.mp4,happy
face6_02_148_18175_18400_neutral.mp4,neutral
face6_02_149_18425_18450_sad.mp4,sad
face6_02_150_18475_18525_neutral.mp4,neutral
face6_02_151_18525_18625_neutral.mp4,neutral
face6_02_152_18650_18675_sad.mp4,sad
face6_02_153_18675_18725_neutral.mp4,neutral
face6_02_154_18075_18775_stress.mp4,angry
face6_02_155_18800_18825_stress.mp4,angry
face6_02_156_18850_19100_neutral.mp4,neutral
face6_02_157_19125_19200_neutral.mp4,neutral
face6_02_158_19225_19300_neutral.mp4,neutral
face6_02_159_19325_19475_happy.mp4,happy
face6_02_160_19500_19525_neutral.mp4,neutral
face6_02_161_19550_19775_neutral.mp4,neutral
face6_02_162_19800_19900_relax.mp4,relax
face6_02_163_19925_20025_neutral.mp4,neutral
face6_02_164_20125_20325_stress.mp4,angry
face6_02_165_20350_20400_stress.mp4,angry
face6_02_166_20425_20475_stress.mp4,angry
face6_02_167_19600_20950_stress.mp4,angry
