,pred,label
0,3,1
1,3,1
2,3,1
3,3,1
4,3,1
5,3,1
6,3,1
7,3,3
8,3,3
9,3,3
10,3,3
11,3,3
12,3,3
13,3,3
14,3,3
15,3,3
16,3,3
17,3,3
18,3,3
19,3,3
20,3,3
21,3,4
22,3,4
23,3,4
24,3,2
25,3,2
26,3,2
27,3,2
28,3,2
29,3,2
30,3,2
31,3,2
32,3,2
33,3,2
34,3,2
35,3,2
36,3,2
37,3,2
38,3,2
39,3,3
40,3,3
41,3,3
42,3,3
43,0,3
44,3,3
45,3,3
46,3,3
47,3,3
48,3,3
49,3,3
50,3,3
51,3,3
52,3,3
53,3,3
54,3,3
55,3,3
56,3,3
57,3,3
58,3,3
59,3,3
60,3,3
61,3,3
62,3,3
63,3,3
64,3,3
65,3,1
66,3,1
67,3,1
68,3,1
69,3,1
70,3,1
71,3,1
72,3,3
73,3,3
74,3,3
75,3,3
76,3,1
77,3,1
78,3,1
79,3,1
80,3,1
81,3,1
82,3,1
83,3,1
84,3,1
85,3,1
86,3,1
87,3,3
88,3,3
89,3,3
90,3,3
91,3,3
92,3,3
93,3,3
94,3,3
95,3,3
96,3,3
97,3,3
98,3,3
99,3,3
100,3,3
101,3,3
102,3,3
103,3,3
104,3,3
105,3,3
106,3,3
107,3,3
108,3,3
109,3,3
110,3,3
111,3,3
112,3,3
113,3,1
114,3,1
115,3,1
116,3,1
117,3,1
118,3,1
119,3,1
120,3,1
121,3,1
122,3,1
123,3,1
124,3,3
125,3,3
126,3,3
127,3,3
128,3,3
129,3,3
130,3,3
131,3,3
132,3,3
133,3,3
134,3,3
135,3,3
136,3,3
137,3,3
138,3,3
139,3,3
140,3,3
141,3,3
142,3,3
143,3,3
144,3,3
145,3,4
146,3,4
147,3,3
148,3,1
149,3,1
150,3,1
151,3,1
152,3,1
153,3,1
154,3,1
155,3,1
156,3,1
157,3,1
158,3,1
159,3,1
160,3,1
161,3,1
162,3,1
163,3,1
164,0,1
165,3,1
166,3,1
167,3,1
168,3,1
169,3,1
170,3,1
171,3,1
172,3,1
173,3,1
174,3,1
175,3,1
176,3,1
177,3,1
178,3,1
179,3,1
180,3,1
181,3,1
182,0,1
183,3,1
184,3,1
185,3,1
186,3,1
187,3,1
188,3,1
189,3,1
190,3,1
191,3,1
192,3,1
193,3,1
194,3,1
195,3,1
196,3,1
197,3,1
198,3,1
199,3,1
200,3,1
201,0,1
202,3,1
203,3,1
204,3,1
205,3,1
206,0,1
207,3,1
208,3,1
209,2,1
210,3,1
211,3,1
212,3,1
213,1,1
214,3,1
215,3,3
216,3,3
217,3,3
218,3,3
219,3,3
220,3,3
221,3,1
222,3,1
223,3,1
224,3,1
225,3,1
226,3,1
227,3,1
228,3,1
229,3,1
230,3,1
231,3,1
232,3,1
233,3,1
234,3,1
235,3,1
236,3,1
237,3,1
238,3,1
239,3,1
240,3,1
241,3,1
242,3,1
243,3,1
244,3,1
245,3,1
246,3,4
247,3,4
248,3,4
249,3,4
250,3,4
251,3,0
252,3,0
253,3,0
254,3,0
255,3,0
256,3,0
257,3,0
258,3,1
259,3,1
260,3,1
261,3,1
262,3,1
263,3,1
264,3,1
265,3,1
266,3,1
267,3,1
268,3,3
269,3,3
270,3,3
271,3,3
272,3,3
273,3,1
274,3,1
275,3,1
276,3,1
277,3,1
278,3,1
279,3,1
280,3,1
281,3,1
282,3,1
283,3,1
284,3,1
285,0,1
286,3,1
287,3,1
288,3,1
289,3,1
290,3,1
291,3,1
292,3,1
293,3,1
294,3,1
295,3,1
296,3,1
297,3,1
298,3,1
299,3,1
300,3,0
301,3,0
302,3,3
303,0,3
304,3,3
305,3,3
306,3,0
307,3,0
308,3,0
309,3,0
310,3,0
311,3,0
312,3,0
313,3,0
314,3,0
315,3,0
316,0,4
317,3,4
318,0,4
319,3,4
320,3,4
321,3,4
322,3,4
323,3,4
324,3,4
325,3,2
326,3,2
327,3,2
328,3,4
329,3,4
330,3,4
331,3,4
332,3,2
333,3,2
334,3,2
335,3,2
336,3,2
337,3,2
338,3,2
339,3,2
340,0,2
341,3,2
342,0,2
343,3,2
344,3,2
345,3,2
346,0,2
347,0,2
348,3,2
349,3,2
350,0,2
351,3,2
352,0,3
353,3,4
354,3,4
355,3,4
356,0,4
357,3,4
358,3,4
359,3,3
360,3,3
361,3,3
362,3,3
363,3,3
364,3,3
365,3,3
366,3,3
367,3,4
368,3,4
369,3,4
370,3,4
371,3,4
372,3,4
373,3,4
374,3,4
375,3,4
376,3,4
377,3,4
378,3,4
379,3,4
380,3,4
381,3,4
382,3,4
383,3,4
384,0,4
385,3,4
386,3,4
387,3,4
388,3,4
389,3,4
390,3,4
391,3,4
392,3,4
393,3,4
394,3,4
395,3,4
396,3,4
397,3,4
398,3,4
399,3,4
400,3,4
401,3,4
402,3,4
403,3,4
404,3,4
405,3,4
406,3,2
407,3,2
408,3,2
409,0,2
410,3,2
411,3,2
412,3,2
413,3,2
414,3,2
415,3,2
416,3,2
417,3,2
418,3,2
419,3,2
420,0,2
421,3,2
422,3,2
423,3,2
424,3,2
425,3,2
426,3,2
427,3,2
428,3,2
429,3,2
430,3,2
431,3,4
432,3,4
433,0,4
434,3,4
435,3,4
436,3,4
437,3,4
438,3,4
439,3,2
440,0,3
441,3,3
442,3,3
443,3,3
444,3,3
445,3,3
446,3,3
447,3,3
448,3,3
449,3,3
450,3,3
451,3,3
452,3,3
453,3,3
454,3,3
455,3,3
456,3,3
457,3,3
458,3,3
459,3,3
460,3,3
461,3,3
462,3,3
463,3,3
464,0,3
465,3,3
466,3,3
467,3,3
468,3,3
469,3,3
470,3,3
471,3,3
472,3,3
473,3,3
474,3,3
475,3,4
476,3,4
477,3,4
478,3,4
479,3,4
480,3,0
481,3,0
482,3,0
483,3,0
484,3,0
485,3,0
486,3,0
487,3,0
488,3,0
489,3,0
490,3,0
491,3,3
492,3,3
493,3,3
494,3,4
495,3,4
496,3,4
497,3,4
498,3,4
499,3,4
500,3,4
501,3,4
502,3,4
503,3,4
504,3,4
505,3,1
506,3,1
507,3,1
508,3,1
509,3,3
510,3,3
511,3,3
512,3,3
513,3,3
514,3,3
515,3,3
516,3,3
517,3,0
518,3,0
519,3,0
520,3,0
521,3,0
522,3,0
523,3,0
524,3,0
525,3,0
526,3,0
527,3,0
528,3,0
529,3,0
530,3,0
531,3,0
532,3,0
533,3,3
534,3,3
535,3,3
536,3,3
537,3,3
538,0,0
539,3,0
540,3,0
541,3,0
542,3,0
543,3,0
544,3,0
545,3,0
546,3,0
547,3,0
548,3,0
549,3,0
550,3,0
551,3,0
552,3,0
553,3,0
554,3,0
555,3,0
556,3,0
557,3,0
558,3,0
559,3,0
560,3,0
561,3,0
562,3,0
563,3,0
564,3,0
565,3,0
566,3,2
567,3,2
568,3,2
569,3,2
570,3,2
571,0,2
572,3,0
573,3,0
574,3,0
575,3,0
576,3,0
577,3,0
578,3,0
579,3,0
580,3,2
581,3,2
582,3,2
583,3,1
584,3,1
585,3,1
586,3,1
587,3,1
588,3,1
589,3,1
590,3,1
591,3,1
592,3,1
593,3,1
594,3,1
595,3,1
596,3,1
597,3,3
598,3,3
599,3,3
600,3,3
601,3,3
602,3,3
603,3,3
604,3,3
605,3,3
606,3,3
607,3,3
608,3,3
609,3,3
610,3,3
611,3,3
612,3,3
613,3,3
614,3,3
615,3,3
616,3,3
617,3,3
618,3,2
619,4,2
620,3,2
621,3,2
622,3,2
623,3,2
624,3,2
625,3,4
626,3,4
627,3,4
628,3,4
629,3,4
630,3,2
631,3,2
632,3,2
633,3,2
634,3,2
635,3,2
636,3,4
637,3,4
638,3,4
639,3,4
640,3,2
641,2,2
642,3,4
643,3,4
644,3,4
645,3,4
646,3,4
647,3,3
648,3,3
649,3,4
650,3,4
651,3,4
652,3,4
653,3,4
654,3,4
655,3,2
656,0,2
657,0,0
658,0,0
659,0,0
660,3,4
661,3,4
662,0,4
663,3,4
664,3,4
665,3,4
666,0,4
667,3,4
668,3,4
669,0,4
670,3,4
671,3,2
672,3,2
673,3,2
674,3,2
675,3,2
676,3,2
677,3,2
678,3,2
679,3,2
680,3,2
681,3,2
682,0,2
683,3,2
684,3,2
685,3,2
686,3,2
687,3,2
688,3,2
689,3,2
690,3,0
691,3,0
692,0,1
693,0,1
694,3,4
695,3,4
696,3,4
697,3,4
698,3,4
699,3,4
700,0,4
701,3,4
702,3,4
703,3,4
704,0,4
705,3,4
706,3,4
707,3,4
708,3,4
709,3,4
710,3,4
711,3,4
712,3,4
713,3,4
714,3,4
715,3,4
716,3,4
717,3,4
718,3,4
719,3,4
720,3,4
721,3,4
722,3,4
723,3,4
724,3,4
725,3,4
726,3,1
727,3,1
728,3,1
729,3,1
730,3,1
731,3,1
732,3,1
733,3,1
734,3,1
735,3,1
736,0,1
737,3,1
738,3,1
739,3,1
740,3,1
741,3,1
742,3,1
743,3,1
744,3,1
745,3,1
746,3,1
747,3,1
748,3,1
749,3,1
750,3,1
751,3,4
752,3,4
753,3,4
754,3,4
755,3,0
756,3,0
757,3,0
758,3,0
759,3,0
760,3,0
761,3,0
762,3,4
