video,time_start,time_end,label,start_sec,end_sec,start_frame,end_frame
face9_2,0.12,0.24,relax,12,24,600,1200
face9_2,0.25,0.27,relax,25,27,1250,1350
face9_2,0.41,0.47,neutral,41,47,2050,2350
face9_2,0.48,1.07,stress,48,67,2400,3350
face9_2,1.08,1.28,relax,68,88,3400,4400
face9_2,1.34,2,happy,94,120,4700,6000
face9_2,2.09,2.14,relax,129,134,6450,6700
face9_2,2.15,2.17,happy,135,137,6750,6850
face9_2,2.18,2.22,happy,138,142,6900,7100
face9_2,2.29,2.31,relax,149,151,7450,7550
face9_2,2.32,2.35,happy,152,155,7600,7750
face9_2,2.36,2.38,relax,156,158,7800,7900
face9_2,2.39,2.48,happy,159,168,7950,8400
face9_2,3.08,3.11,relax,188,191,9400,9550
face9_2,3.12,3.43,neutral,192,223,9600,11150
face9_2,3.44,3.45,stress,224,225,11200,11250
face9_2,3.46,3.57,neutral,226,237,11300,11850
face9_2,3.58,4,relax,238,240,11900,12000
face9_2,4.07,4.11,neutral,247,251,12350,12550
face9_2,4.23,4.28,relax,263,268,13150,13400
face9_2,4.29,4.32,happy,269,272,13450,13600
