video,time_start,time_end,label,start_sec,end_sec,start_frame,end_frame
face6_02,0.13,0.14,neutral,13,14,325,350
face6_02,0.14,0.18,relax,14,18,350,450
face6_02,0.19,0.23,happy,19,23,475,575
face6_02,0.24,0.25,happy,24,25,600,625
face6_02,0.26,0.27,relax,26,27,650,675
face6_02,0.27,0.29,neutral,27,29,675,725
face6_02,0.03,0.31,neutral,3,31,75,775
face6_02,0.32,0.35,relax,32,35,800,875
face6_02,0.36,0.04,happy,36,4,900,100
face6_02,0.41,0.43,happy,41,43,1025,1075
face6_02,0.44,0.54,relax,44,54,1100,1350
face6_02,0.55,0.59,happy,55,59,1375,1475
face6_02,1,1.07,relax,60,67,1500,1675
face6_02,1.16,1.18,happy,76,78,1900,1950
face6_02,1.19,1.21,relax,79,81,1975,2025
face6_02,1.22,1.23,relax,82,83,2050,2075
face6_02,1.24,1.25,neutral,84,85,2100,2125
face6_02,1.26,1.27,neutral,86,87,2150,2175
face6_02,1.27,1.35,stress,87,95,2175,2375
face6_02,1.36,1.37,stress,96,97,2400,2425
face6_02,1.38,1.39,stress,98,99,2450,2475
face6_02,1.04,1.41,neutral,64,101,1600,2525
face6_02,1.42,1.43,happy,102,103,2550,2575
face6_02,1.43,1.46,neutral,103,106,2575,2650
face6_02,1.47,1.59,happy,107,119,2675,2975
face6_02,2,2.08,happy,120,128,3000,3200
face6_02,2.08,2.09,relax,128,129,3200,3225
face6_02,2.01,2.19,neutral,121,139,3025,3475
face6_02,2.02,2.25,stress,122,145,3050,3625
face6_02,2.26,2.34,neutral,146,154,3650,3850
face6_02,2.35,2.04,happy,155,124,3875,3100
face6_02,2.41,2.47,stress,161,167,4025,4175
face6_02,2.48,3.03,sad,168,183,4200,4575
face6_02,3.09,3.14,neutral,189,194,4725,4850
face6_02,3.15,3.16,neutral,195,196,4875,4900
face6_02,3.17,3.02,relax,197,182,4925,4550
face6_02,3.21,3.23,neutral,201,203,5025,5075
face6_02,3.24,3.29,happy,204,209,5100,5225
face6_02,3.03,3.31,neutral,183,211,4575,5275
face6_02,3.32,3.35,stress,212,215,5300,5375
face6_02,3.36,3.37,relax,216,217,5400,5425
face6_02,3.37,3.39,neutral,217,219,5425,5475
face6_02,3.04,3.47,relax,184,227,4600,5675
