video,time_start,time_end,label,start_sec,end_sec,start_frame,end_frame
face9_4,0.03,0.06,neutral,3,6,75,150
face9_4,0.18,0.03,neutral,18,3,450,75
face9_4,0.37,0.04,happy,37,4,925,100
face9_4,0.41,0.42,happy,41,42,1025,1050
face9_4,0.43,0.05,stress,43,5,1075,125
face9_4,0.51,0.56,relax,51,56,1275,1400
face9_4,1.06,1.09,neutral,66,69,1650,1725
face9_4,1.26,1.28,happy,86,88,2150,2200
face9_4,1.29,1.31,neutral,89,91,2225,2275
face9_4,1.32,1.33,neutral,92,93,2300,2325
face9_4,1.34,1.36,neutral,94,96,2350,2400
face9_4,1.04,1.48,neutral,64,108,1600,2700
face9_4,1.51,1.52,neutral,111,112,2775,2800
face9_4,1.56,1.58,neutral,116,118,2900,2950
face9_4,1.59,2,happy,119,120,2975,3000
face9_4,2.01,2.04,relax,121,124,3025,3100
face9_4,2.05,2.07,relax,125,127,3125,3175
face9_4,2.01,2.15,neutral,121,135,3025,3375
face9_4,2.18,2.22,neutral,138,142,3450,3550
face9_4,2.03,2.35,neutral,123,155,3075,3875
face9_4,2.41,2.44,sad,161,164,4025,4100
face9_4,2.47,2.05,relax,167,125,4175,3125
face9_4,2.58,3.05,neutral,178,185,4450,4625
face9_4,3.06,3.15,neutral,186,195,4650,4875
face9_4,3.03,3.32,angry,183,212,4575,5300
face9_4,3.45,3.47,relax,225,227,5625,5675
face9_4,3.48,3.49,stress,228,229,5700,5725
face9_4,4.03,4.05,neutral,243,245,6075,6125
face9_4,4.08,4.09,neutral,248,249,6200,6225
face9_4,4.01,4.11,neutral,241,251,6025,6275
face9_4,4.14,4.17,neutral,254,257,6350,6425
face9_4,4.24,4.25,neutral,264,265,6600,6625
face9_4,4.26,4.27,relax,266,267,6650,6675
face9_4,4.28,4.31,angry,268,271,6700,6775
face9_4,4.34,4.35,sad,274,275,6850,6875
face9_4,4.36,4.41,neutral,276,281,6900,7025
face9_4,4.42,4.44,happy,282,284,7050,7100
face9_4,4.45,4.48,relax,285,288,7125,7200
face9_4,4.52,4.53,sad,292,293,7300,7325
face9_4,4.54,5.01,sad,294,301,7350,7525
face9_4,5.03,5.04,neutral,303,304,7575,7600
face9_4,5.43,5.55,neutral,343,355,8575,8875
face9_4,5.56,5.57,stress,356,357,8900,8925
face9_4,5.58,6.01,neutral,358,361,8950,9025
face9_4,6.05,6.12,neutral,365,372,9125,9300
face9_4,6.25,6.26,relax,385,386,9625,9650
face9_4,6.37,6.44,neutral,397,404,9925,10100
face9_4,6.45,6.47,relax,405,407,10125,10175
face9_4,6.59,7.02,happy,419,422,10475,10550
face9_4,7.03,7.06,neutral,423,426,10575,10650
face9_4,7.07,7.01,relax,427,421,10675,10525
face9_4,7.11,7.12,neutral,431,432,10775,10800
face9_4,7.16,7.18,neutral,436,438,10900,10950
face9_4,7.21,7.22,angry,441,442,11025,11050
face9_4,7.23,7.25,angry,443,445,11075,11125
face9_4,7.26,7.28,angry,446,448,11150,11200
face9_4,7.29,7.31,neutral,449,451,11225,11275
face9_4,7.44,7.45,neutral,464,465,11600,11625
face9_4,7.46,7.48,stress,466,468,11650,11700
face9_4,7.59,8,happy,479,480,11975,12000
face9_4,8.08,8.13,happy,488,493,12200,12325
face9_4,8.14,8.15,relax,494,495,12350,12375
face9_4,8.16,8.02,relax,496,482,12400,12050
face9_4,8.21,8.23,neutral,501,503,12525,12575
face9_4,8.24,8.27,happy,504,507,12600,12675
face9_4,8.29,8.03,happy,509,483,12725,12075
face9_4,8.31,8.32,stress,511,512,12775,12800
face9_4,8.33,8.35,relax,513,515,12825,12875
face9_4,8.57,8.59,angry,537,539,13425,13475
face9_4,9,9.04,neutral,540,544,13500,13600
face9_4,9.11,9.13,stress,551,553,13775,13825
face9_4,9.14,9.19,relax,554,559,13850,13975
face9_4,9.02,9.22,stress,542,562,13550,14050
face9_4,9.36,9.45,neutral,576,585,14400,14625
face9_4,9.46,9.51,angry,586,591,14650,14775
face9_4,9.52,10.11,neutral,592,611,14800,15275
face9_4,10.23,10.24,stress,623,624,15575,15600
face9_4,10.25,10.27,neutral,625,627,15625,15675
face9_4,10.28,10.29,stress,628,629,15700,15725
face9_4,10.03,10.36,neutral,603,636,15075,15900
face9_4,10.37,10.44,relax,637,644,15925,16100
