,data_team,psy_team,pred
frame_000017.PNG,4,2,4
frame_000018.PNG,4,2,4
frame_000019.PNG,4,2,4
frame_000024.PNG,4,2,4
frame_000025.PNG,4,2,4
frame_000026.PNG,4,2,4
frame_000027.PNG,4,2,4
frame_000028.PNG,4,2,4
frame_000029.PNG,4,2,4
frame_000036.PNG,4,2,4
frame_000037.PNG,4,2,4
frame_000038.PNG,4,2,4
frame_000039.PNG,4,2,4
frame_000040.PNG,4,2,4
frame_000041.PNG,4,2,4
frame_000042.PNG,4,2,4
frame_000043.PNG,4,2,4
frame_000044.PNG,4,2,4
frame_000045.PNG,4,2,4
frame_000046.PNG,4,2,4
frame_000047.PNG,4,2,4
frame_000048.PNG,4,2,4
frame_000049.PNG,4,2,4
frame_000050.PNG,4,2,4
frame_000051.PNG,4,2,4
frame_000057.PNG,4,2,4
frame_000058.PNG,4,2,4
frame_000059.PNG,4,2,4
frame_000064.PNG,4,4,4
frame_000065.PNG,4,4,4
frame_000066.PNG,4,4,4
frame_000067.PNG,4,4,4
frame_000068.PNG,4,4,4
frame_000069.PNG,4,4,4
frame_000070.PNG,4,4,4
frame_000081.PNG,4,2,4
frame_000082.PNG,4,2,4
frame_000083.PNG,4,2,4
frame_000084.PNG,4,2,4
frame_000085.PNG,4,2,4
frame_000089.PNG,4,4,4
frame_000090.PNG,4,4,4
frame_000091.PNG,4,4,4
frame_000092.PNG,4,4,4
frame_000093.PNG,4,4,4
frame_000094.PNG,4,4,4
frame_000100.PNG,4,2,4
frame_000101.PNG,4,2,4
frame_000102.PNG,4,2,4
frame_000103.PNG,4,2,4
frame_000104.PNG,4,2,4
frame_000105.PNG,4,2,4
frame_000106.PNG,4,2,4
frame_000107.PNG,4,2,4
frame_000112.PNG,3,2,4
frame_000113.PNG,3,2,4
frame_000114.PNG,3,2,4
frame_000115.PNG,3,2,4
frame_000116.PNG,3,2,4
frame_000117.PNG,3,2,4
frame_000118.PNG,3,2,4
frame_000119.PNG,3,2,4
frame_000120.PNG,3,2,4
frame_000121.PNG,3,2,4
frame_000122.PNG,3,2,4
frame_000123.PNG,3,2,4
frame_000124.PNG,3,2,4
frame_000125.PNG,3,2,4
frame_000126.PNG,3,2,4
frame_000127.PNG,3,2,4
frame_000128.PNG,3,2,4
frame_000129.PNG,3,2,4
frame_000130.PNG,3,2,4
frame_000131.PNG,3,2,4
frame_000132.PNG,3,2,4
frame_000133.PNG,3,2,4
frame_000134.PNG,3,2,4
frame_000135.PNG,3,2,4
frame_000136.PNG,3,2,4
frame_000143.PNG,4,2,4
frame_000144.PNG,4,2,4
frame_000145.PNG,4,2,4
frame_000146.PNG,4,2,4
frame_000147.PNG,4,2,4
frame_000148.PNG,4,2,4
frame_000149.PNG,4,2,4
frame_000150.PNG,4,2,4
frame_000151.PNG,4,2,4
frame_000152.PNG,4,2,4
frame_000153.PNG,4,2,4
frame_000154.PNG,4,2,4
frame_000155.PNG,4,2,4
frame_000156.PNG,4,2,4
frame_000157.PNG,4,2,4
frame_000158.PNG,4,2,4
frame_000159.PNG,4,2,4
frame_000160.PNG,4,2,4
frame_000161.PNG,4,2,1
frame_000162.PNG,4,2,4
frame_000163.PNG,4,2,4
frame_000164.PNG,4,2,4
frame_000165.PNG,4,2,4
frame_000166.PNG,4,2,4
frame_000167.PNG,4,2,4
frame_000176.PNG,4,2,4
frame_000177.PNG,4,2,4
frame_000178.PNG,4,2,4
frame_000179.PNG,4,2,4
frame_000180.PNG,4,2,4
frame_000181.PNG,4,2,4
frame_000182.PNG,3,2,4
frame_000183.PNG,3,2,4
frame_000184.PNG,3,2,4
frame_000185.PNG,3,2,4
frame_000186.PNG,3,2,4
frame_000187.PNG,3,2,4
frame_000188.PNG,3,2,4
frame_000189.PNG,3,2,4
frame_000190.PNG,3,2,4
frame_000191.PNG,3,2,4
frame_000192.PNG,3,2,4
frame_000193.PNG,3,2,4
frame_000194.PNG,3,2,4
frame_000195.PNG,3,2,4
frame_000196.PNG,3,2,4
frame_000197.PNG,3,2,4
frame_000198.PNG,3,2,2
frame_000199.PNG,3,2,4
frame_000200.PNG,3,2,4
frame_000201.PNG,3,2,4
frame_000202.PNG,3,2,4
frame_000203.PNG,3,2,4
frame_000204.PNG,3,2,4
frame_000205.PNG,3,2,4
frame_000206.PNG,3,2,4
frame_000207.PNG,3,2,4
frame_000208.PNG,3,2,4
frame_000209.PNG,3,2,4
frame_000210.PNG,3,2,4
frame_000211.PNG,3,2,4
frame_000212.PNG,3,2,4
frame_000213.PNG,3,2,4
frame_000214.PNG,3,2,4
frame_000215.PNG,3,2,4
frame_000216.PNG,3,2,4
frame_000217.PNG,3,2,4
frame_000218.PNG,3,2,4
frame_000219.PNG,3,2,4
frame_000220.PNG,3,2,4
frame_000221.PNG,3,4,4
frame_000231.PNG,3,2,4
frame_000232.PNG,3,2,4
frame_000233.PNG,3,2,4
frame_000234.PNG,3,2,4
frame_000235.PNG,3,2,4
frame_000236.PNG,3,2,4
frame_000237.PNG,3,2,4
frame_000238.PNG,3,2,4
frame_000239.PNG,3,2,4
frame_000240.PNG,3,2,4
frame_000241.PNG,3,2,4
frame_000242.PNG,3,2,4
frame_000243.PNG,0,2,4
frame_000244.PNG,0,2,4
frame_000245.PNG,0,2,4
frame_000246.PNG,0,2,4
frame_000247.PNG,0,2,4
frame_000248.PNG,0,2,4
frame_000249.PNG,0,2,4
frame_000250.PNG,0,2,4
frame_000256.PNG,0,4,4
frame_000257.PNG,0,4,4
frame_000258.PNG,0,4,4
frame_000259.PNG,0,4,4
frame_000260.PNG,0,4,4
frame_000261.PNG,0,4,4
frame_000262.PNG,0,4,4
frame_000263.PNG,0,4,4
frame_000264.PNG,0,4,4
frame_000265.PNG,0,4,4
frame_000266.PNG,0,4,4
frame_000267.PNG,0,4,4
frame_000268.PNG,0,4,4
frame_000269.PNG,0,4,4
frame_000270.PNG,0,4,4
frame_000271.PNG,0,4,4
frame_000272.PNG,0,4,4
frame_000273.PNG,0,4,4
frame_000279.PNG,0,4,2
frame_000280.PNG,0,4,4
frame_000281.PNG,0,2,4
frame_000282.PNG,0,2,2
frame_000283.PNG,0,2,2
frame_000284.PNG,0,2,2
frame_000285.PNG,0,2,3
frame_000286.PNG,0,2,2
frame_000287.PNG,0,4,3
frame_000288.PNG,0,4,3
frame_000289.PNG,0,4,2
frame_000290.PNG,0,4,3
frame_000291.PNG,0,4,2
frame_000292.PNG,0,4,2
frame_000293.PNG,0,2,2
frame_000294.PNG,0,2,4
frame_000295.PNG,0,2,4
frame_000296.PNG,0,2,3
frame_000297.PNG,0,2,4
frame_000298.PNG,0,2,1
frame_000299.PNG,0,4,2
frame_000300.PNG,0,4,4
frame_000301.PNG,0,4,4
frame_000302.PNG,0,4,4
frame_000303.PNG,0,4,4
frame_000304.PNG,0,4,4
frame_000305.PNG,0,4,4
frame_000306.PNG,0,4,4
frame_000307.PNG,0,4,4
frame_000308.PNG,0,4,4
frame_000309.PNG,0,4,4
frame_000310.PNG,0,4,4
frame_000320.PNG,0,2,4
frame_000321.PNG,0,2,4
frame_000322.PNG,0,2,4
frame_000323.PNG,0,2,4
frame_000324.PNG,0,2,4
frame_000325.PNG,0,2,4
frame_000326.PNG,0,2,4
frame_000327.PNG,0,2,4
frame_000328.PNG,0,2,4
frame_000329.PNG,0,2,4
frame_000330.PNG,0,2,4
frame_000331.PNG,0,2,4
frame_000332.PNG,0,2,4
frame_000333.PNG,0,2,4
frame_000334.PNG,0,2,4
frame_000335.PNG,0,2,4
frame_000336.PNG,0,2,4
frame_000337.PNG,0,2,4
frame_000338.PNG,0,2,4
frame_000339.PNG,0,2,4
frame_000340.PNG,0,2,4
frame_000341.PNG,0,2,4
frame_000342.PNG,0,2,4
frame_000343.PNG,0,2,4
frame_000357.PNG,1,2,4
frame_000358.PNG,1,2,4
frame_000359.PNG,1,2,4
frame_000360.PNG,1,2,4
frame_000361.PNG,1,2,4
frame_000362.PNG,1,2,4
frame_000363.PNG,1,2,4
frame_000364.PNG,1,2,4
frame_000365.PNG,1,2,4
frame_000366.PNG,1,2,4
frame_000367.PNG,1,2,4
frame_000368.PNG,1,2,4
frame_000369.PNG,1,2,4
frame_000370.PNG,1,2,4
frame_000371.PNG,1,2,3
frame_000372.PNG,1,2,4
frame_000373.PNG,1,2,4
frame_000374.PNG,1,2,4
frame_000375.PNG,1,2,4
frame_000376.PNG,1,2,4
frame_000377.PNG,1,2,4
frame_000378.PNG,1,2,4
frame_000379.PNG,1,2,4
frame_000380.PNG,1,2,4
frame_000381.PNG,1,2,4
frame_000382.PNG,1,2,4
frame_000383.PNG,1,2,4
frame_000384.PNG,1,2,4
frame_000385.PNG,1,2,4
frame_000386.PNG,1,2,4
frame_000387.PNG,1,2,4
frame_000388.PNG,1,2,4
frame_000389.PNG,4,2,4
frame_000390.PNG,4,2,4
frame_000391.PNG,4,2,4
frame_000392.PNG,4,2,4
frame_000393.PNG,4,2,4
frame_000394.PNG,4,2,4
frame_000395.PNG,4,2,4
frame_000396.PNG,4,2,4
frame_000397.PNG,4,2,4
frame_000398.PNG,4,2,4
frame_000399.PNG,4,2,4
frame_000400.PNG,4,2,4
frame_000401.PNG,4,2,4
frame_000402.PNG,4,2,4
frame_000403.PNG,4,2,4
frame_000404.PNG,4,3,4
frame_000405.PNG,0,3,4
frame_000406.PNG,0,3,2
frame_000407.PNG,0,3,4
frame_000408.PNG,0,3,2
frame_000409.PNG,0,3,4
frame_000410.PNG,0,3,2
frame_000411.PNG,0,3,2
frame_000412.PNG,0,3,4
frame_000413.PNG,0,3,4
frame_000414.PNG,0,3,4
frame_000415.PNG,0,3,1
frame_000416.PNG,0,3,4
frame_000417.PNG,0,3,4
frame_000418.PNG,0,3,4
frame_000419.PNG,0,3,4
frame_000420.PNG,0,4,4
frame_000421.PNG,0,4,4
frame_000422.PNG,0,4,4
frame_000432.PNG,0,2,4
frame_000433.PNG,0,2,4
frame_000434.PNG,0,2,4
frame_000435.PNG,0,2,4
frame_000436.PNG,0,2,4
