,data_team,psy_team,pred
frame_000042.PNG,2,2,3
frame_000043.PNG,2,2,1
frame_000044.PNG,2,2,1
frame_000045.PNG,2,2,1
frame_000046.PNG,2,2,1
frame_000052.PNG,2,2,1
frame_000053.PNG,2,2,1
frame_000054.PNG,2,2,1
frame_000055.PNG,2,2,1
frame_000056.PNG,2,2,1
frame_000057.PNG,2,2,4
frame_000058.PNG,2,2,1
frame_000059.PNG,2,2,1
frame_000060.PNG,2,2,2
frame_000061.PNG,2,2,2
frame_000062.PNG,2,2,1
frame_000063.PNG,2,2,2
frame_000064.PNG,2,2,4
frame_000065.PNG,2,2,1
frame_000066.PNG,2,2,1
frame_000067.PNG,2,2,1
frame_000068.PNG,2,2,1
frame_000069.PNG,2,2,2
frame_000070.PNG,2,2,1
frame_000071.PNG,2,2,2
frame_000077.PNG,2,2,1
frame_000078.PNG,2,2,1
frame_000079.PNG,2,2,1
frame_000080.PNG,2,2,1
frame_000081.PNG,2,2,1
frame_000082.PNG,2,2,3
frame_000083.PNG,2,2,1
frame_000084.PNG,2,2,1
frame_000085.PNG,2,2,1
frame_000086.PNG,2,2,2
frame_000087.PNG,2,2,3
frame_000088.PNG,2,2,1
frame_000089.PNG,2,2,1
frame_000090.PNG,2,2,3
frame_000091.PNG,2,2,1
frame_000092.PNG,2,2,1
frame_000093.PNG,2,2,3
frame_000094.PNG,2,2,1
frame_000095.PNG,2,2,3
frame_000096.PNG,2,2,3
frame_000097.PNG,2,2,1
frame_000098.PNG,2,2,3
frame_000099.PNG,2,2,4
frame_000100.PNG,2,2,1
frame_000101.PNG,2,2,3
frame_000102.PNG,2,2,3
frame_000103.PNG,2,2,1
frame_000104.PNG,2,2,3
frame_000105.PNG,2,2,1
frame_000106.PNG,2,2,3
frame_000107.PNG,2,2,4
frame_000108.PNG,2,2,1
frame_000109.PNG,2,2,1
frame_000110.PNG,2,2,1
frame_000115.PNG,2,2,3
frame_000116.PNG,2,2,1
frame_000117.PNG,2,2,1
frame_000118.PNG,2,2,1
frame_000119.PNG,2,2,1
frame_000120.PNG,2,2,1
frame_000121.PNG,2,2,1
frame_000122.PNG,2,2,1
frame_000123.PNG,2,2,1
frame_000124.PNG,2,2,1
frame_000125.PNG,2,2,1
frame_000126.PNG,2,2,1
frame_000130.PNG,2,2,1
frame_000131.PNG,2,2,3
frame_000132.PNG,2,2,3
frame_000133.PNG,2,2,1
frame_000134.PNG,2,2,1
frame_000135.PNG,2,2,3
frame_000136.PNG,2,2,1
frame_000137.PNG,2,2,1
frame_000138.PNG,2,2,1
frame_000139.PNG,2,2,1
frame_000140.PNG,2,2,3
frame_000141.PNG,2,2,3
frame_000142.PNG,2,2,3
frame_000143.PNG,2,2,1
frame_000144.PNG,2,2,1
frame_000145.PNG,2,2,3
frame_000146.PNG,2,2,3
frame_000147.PNG,2,2,1
frame_000148.PNG,2,2,1
frame_000149.PNG,2,2,1
frame_000150.PNG,2,2,1
frame_000156.PNG,2,2,1
frame_000157.PNG,2,2,1
frame_000158.PNG,2,2,3
frame_000159.PNG,2,2,1
frame_000160.PNG,2,2,1
frame_000161.PNG,2,2,1
frame_000162.PNG,2,2,1
frame_000163.PNG,2,2,1
frame_000164.PNG,2,2,1
frame_000165.PNG,2,2,1
frame_000166.PNG,2,2,1
frame_000167.PNG,2,2,1
frame_000168.PNG,2,2,1
frame_000169.PNG,2,2,2
frame_000170.PNG,2,2,3
frame_000171.PNG,2,2,1
frame_000172.PNG,2,2,1
frame_000173.PNG,2,2,3
frame_000174.PNG,2,2,2
frame_000175.PNG,2,2,3
frame_000176.PNG,2,2,2
frame_000177.PNG,2,2,1
frame_000183.PNG,2,2,3
frame_000184.PNG,2,2,1
frame_000185.PNG,2,2,3
frame_000186.PNG,2,2,1
frame_000187.PNG,2,2,3
frame_000188.PNG,2,2,1
frame_000189.PNG,2,2,3
frame_000190.PNG,2,2,1
frame_000191.PNG,2,2,1
frame_000192.PNG,2,2,1
frame_000193.PNG,2,2,1
frame_000194.PNG,2,2,3
frame_000195.PNG,2,2,2
frame_000196.PNG,2,2,3
frame_000197.PNG,2,2,1
frame_000198.PNG,2,2,3
frame_000199.PNG,2,2,3
frame_000200.PNG,2,2,3
frame_000201.PNG,2,2,3
frame_000202.PNG,2,2,1
frame_000203.PNG,2,2,3
frame_000204.PNG,2,2,1
frame_000205.PNG,2,2,3
frame_000206.PNG,2,2,2
frame_000207.PNG,2,2,1
frame_000208.PNG,2,2,3
frame_000209.PNG,2,2,3
frame_000210.PNG,2,2,3
frame_000211.PNG,2,2,1
frame_000212.PNG,2,2,3
frame_000213.PNG,2,2,4
frame_000214.PNG,2,2,1
frame_000215.PNG,2,2,3
frame_000216.PNG,2,2,1
frame_000222.PNG,2,2,3
frame_000223.PNG,2,2,1
frame_000224.PNG,2,2,2
frame_000225.PNG,2,2,1
frame_000226.PNG,2,2,1
frame_000227.PNG,2,2,3
frame_000228.PNG,2,2,3
frame_000229.PNG,2,2,1
frame_000230.PNG,2,2,1
frame_000231.PNG,2,2,3
frame_000232.PNG,2,2,1
frame_000233.PNG,2,2,1
frame_000234.PNG,2,2,3
frame_000235.PNG,2,2,3
frame_000236.PNG,2,2,3
frame_000237.PNG,2,2,3
frame_000238.PNG,2,2,1
frame_000242.PNG,2,2,3
frame_000243.PNG,2,2,1
frame_000244.PNG,2,2,3
frame_000245.PNG,2,2,1
frame_000246.PNG,2,2,0
frame_000247.PNG,2,2,1
frame_000248.PNG,2,2,1
frame_000249.PNG,2,2,1
frame_000250.PNG,2,2,3
frame_000251.PNG,2,2,3
frame_000252.PNG,2,2,2
frame_000253.PNG,2,2,3
frame_000254.PNG,2,2,3
frame_000255.PNG,2,2,3
frame_000256.PNG,2,2,3
frame_000257.PNG,2,2,3
frame_000258.PNG,2,2,3
frame_000259.PNG,2,2,1
frame_000260.PNG,2,2,2
frame_000261.PNG,2,2,2
frame_000262.PNG,2,2,1
frame_000263.PNG,2,2,2
frame_000268.PNG,2,2,3
frame_000269.PNG,2,2,4
frame_000270.PNG,2,2,1
frame_000271.PNG,2,2,2
frame_000272.PNG,2,2,3
frame_000273.PNG,2,2,2
frame_000274.PNG,2,2,3
frame_000275.PNG,2,2,2
frame_000276.PNG,2,2,2
frame_000277.PNG,2,2,1
frame_000278.PNG,2,2,2
frame_000279.PNG,2,2,1
frame_000280.PNG,2,2,1
frame_000281.PNG,2,2,3
frame_000282.PNG,2,2,3
frame_000283.PNG,2,2,1
frame_000284.PNG,2,2,1
frame_000285.PNG,2,2,3
frame_000290.PNG,2,2,3
frame_000291.PNG,2,2,1
frame_000292.PNG,2,2,2
frame_000293.PNG,2,2,3
frame_000294.PNG,2,2,1
frame_000295.PNG,2,2,1
frame_000296.PNG,2,2,3
frame_000297.PNG,2,2,1
frame_000298.PNG,2,2,1
frame_000299.PNG,2,2,1
frame_000300.PNG,2,2,1
frame_000301.PNG,2,2,1
frame_000302.PNG,2,2,1
frame_000303.PNG,2,2,3
frame_000304.PNG,2,2,1
frame_000305.PNG,2,2,1
frame_000306.PNG,2,2,1
frame_000307.PNG,2,2,1
frame_000308.PNG,2,2,3
frame_000314.PNG,2,2,1
frame_000315.PNG,2,2,1
frame_000316.PNG,2,2,3
frame_000317.PNG,2,2,1
frame_000318.PNG,2,2,1
frame_000319.PNG,2,2,1
frame_000320.PNG,2,2,3
frame_000321.PNG,2,2,3
frame_000322.PNG,2,2,3
frame_000323.PNG,2,2,1
frame_000324.PNG,2,2,3
frame_000325.PNG,2,2,1
frame_000326.PNG,2,2,3
frame_000327.PNG,2,2,1
frame_000328.PNG,2,2,3
frame_000329.PNG,2,2,1
frame_000330.PNG,2,2,3
frame_000331.PNG,2,2,3
frame_000332.PNG,2,2,1
frame_000333.PNG,2,2,3
frame_000334.PNG,2,2,3
frame_000335.PNG,2,2,3
frame_000336.PNG,2,2,1
frame_000337.PNG,2,2,2
frame_000338.PNG,0,2,3
frame_000339.PNG,0,2,1
frame_000340.PNG,0,2,3
frame_000341.PNG,0,2,1
frame_000342.PNG,0,2,1
frame_000343.PNG,0,2,1
frame_000344.PNG,0,2,3
frame_000345.PNG,0,2,3
frame_000346.PNG,0,2,3
frame_000347.PNG,0,2,3
frame_000348.PNG,0,2,1
frame_000354.PNG,0,2,3
frame_000355.PNG,0,0,1
frame_000356.PNG,0,0,3
frame_000357.PNG,0,0,3
frame_000358.PNG,0,0,3
frame_000359.PNG,0,0,1
frame_000360.PNG,0,0,3
frame_000361.PNG,0,0,1
frame_000362.PNG,0,0,1
frame_000363.PNG,0,0,1
frame_000364.PNG,0,0,3
frame_000365.PNG,0,0,1
frame_000366.PNG,0,0,2
frame_000367.PNG,0,0,3
frame_000368.PNG,0,0,1
frame_000369.PNG,0,0,1
frame_000370.PNG,0,0,1
frame_000371.PNG,0,0,3
frame_000372.PNG,0,0,1
frame_000373.PNG,0,0,3
frame_000374.PNG,0,0,3
frame_000375.PNG,0,0,1
frame_000376.PNG,0,0,1
frame_000377.PNG,0,0,2
frame_000382.PNG,2,2,3
frame_000383.PNG,2,4,3
frame_000384.PNG,2,4,1
frame_000385.PNG,2,4,3
frame_000386.PNG,2,4,3
frame_000387.PNG,2,4,3
frame_000388.PNG,2,4,3
frame_000389.PNG,2,4,3
frame_000390.PNG,0,0,1
frame_000391.PNG,0,0,3
frame_000392.PNG,0,0,1
frame_000393.PNG,0,0,1
frame_000394.PNG,0,0,3
frame_000395.PNG,0,0,1
frame_000396.PNG,0,0,3
frame_000397.PNG,0,0,1
frame_000398.PNG,0,0,3
frame_000399.PNG,0,0,3
frame_000400.PNG,0,0,1
frame_000401.PNG,0,0,1
frame_000402.PNG,0,0,3
frame_000409.PNG,2,0,1
frame_000410.PNG,2,0,1
frame_000411.PNG,2,0,1
frame_000412.PNG,2,0,3
frame_000413.PNG,2,0,1
frame_000414.PNG,2,0,3
frame_000415.PNG,2,0,3
frame_000416.PNG,2,0,1
frame_000417.PNG,2,0,4
frame_000418.PNG,2,0,1
frame_000419.PNG,2,0,1
frame_000420.PNG,2,2,4
frame_000421.PNG,2,2,1
frame_000422.PNG,2,2,3
frame_000423.PNG,2,2,1
frame_000424.PNG,2,2,3
frame_000425.PNG,2,2,3
frame_000426.PNG,2,2,1
frame_000427.PNG,2,2,3
frame_000428.PNG,2,2,3
frame_000429.PNG,2,2,3
frame_000430.PNG,2,2,3
frame_000431.PNG,2,2,3
frame_000432.PNG,2,2,1
frame_000433.PNG,2,2,2
frame_000434.PNG,2,2,1
frame_000435.PNG,2,2,1
frame_000436.PNG,2,2,1
frame_000437.PNG,2,2,1
frame_000438.PNG,2,2,1
frame_000439.PNG,2,2,3
frame_000440.PNG,2,2,1
frame_000441.PNG,2,2,3
frame_000442.PNG,2,2,1
frame_000443.PNG,2,2,3
frame_000444.PNG,2,2,3
frame_000445.PNG,2,2,1
frame_000446.PNG,2,2,2
frame_000447.PNG,2,2,1
frame_000448.PNG,2,2,3
frame_000449.PNG,2,2,4
frame_000450.PNG,2,2,1
frame_000451.PNG,2,2,3
frame_000452.PNG,2,2,1
frame_000453.PNG,2,2,3
frame_000454.PNG,2,2,3
frame_000455.PNG,2,2,1
frame_000456.PNG,2,2,3
frame_000457.PNG,2,2,2
frame_000458.PNG,2,2,1
frame_000459.PNG,2,2,1
frame_000460.PNG,2,2,3
frame_000461.PNG,2,2,3
frame_000462.PNG,2,2,1
frame_000463.PNG,2,2,3
frame_000464.PNG,2,2,1
frame_000465.PNG,2,2,1
frame_000466.PNG,2,2,3
frame_000467.PNG,2,3,1
frame_000468.PNG,2,3,3
frame_000469.PNG,2,3,1
frame_000470.PNG,2,3,1
frame_000471.PNG,2,3,1
frame_000472.PNG,2,3,3
frame_000473.PNG,2,3,3
frame_000474.PNG,2,3,3
frame_000475.PNG,2,3,3
frame_000476.PNG,2,3,3
frame_000477.PNG,2,3,3
frame_000478.PNG,2,3,3
frame_000484.PNG,2,3,1
frame_000485.PNG,2,3,1
frame_000486.PNG,2,3,3
frame_000487.PNG,2,3,3
frame_000488.PNG,2,3,1
frame_000489.PNG,2,3,3
frame_000490.PNG,2,3,3
frame_000491.PNG,2,3,1
frame_000492.PNG,2,3,3
frame_000493.PNG,2,3,3
frame_000494.PNG,2,3,1
frame_000495.PNG,2,2,3
frame_000496.PNG,2,2,1
frame_000497.PNG,2,2,1
frame_000502.PNG,2,2,3
frame_000503.PNG,2,2,1
frame_000504.PNG,2,2,1
frame_000505.PNG,2,2,1
frame_000506.PNG,2,2,1
frame_000507.PNG,2,2,3
frame_000508.PNG,2,2,3
frame_000509.PNG,2,2,1
frame_000510.PNG,2,2,3
frame_000511.PNG,2,2,1
frame_000512.PNG,2,2,3
frame_000513.PNG,2,2,1
frame_000514.PNG,2,2,1
frame_000515.PNG,2,2,3
frame_000516.PNG,2,2,3
frame_000517.PNG,2,2,1
frame_000518.PNG,2,2,1
frame_000519.PNG,2,2,1
frame_000520.PNG,2,2,1
frame_000521.PNG,2,2,2
frame_000522.PNG,2,2,1
frame_000523.PNG,2,2,1
frame_000524.PNG,2,2,1
frame_000530.PNG,2,2,1
frame_000531.PNG,2,2,1
frame_000532.PNG,2,2,1
frame_000533.PNG,2,2,1
frame_000534.PNG,2,2,3
frame_000535.PNG,2,2,1
frame_000536.PNG,2,2,2
frame_000537.PNG,2,2,1
frame_000538.PNG,2,2,1
frame_000539.PNG,2,2,1
frame_000540.PNG,2,2,1
frame_000541.PNG,2,2,1
frame_000542.PNG,2,2,3
frame_000543.PNG,2,2,1
frame_000544.PNG,2,2,1
frame_000545.PNG,2,2,1
frame_000546.PNG,2,2,3
frame_000547.PNG,2,2,1
frame_000548.PNG,2,2,3
frame_000549.PNG,2,2,1
frame_000550.PNG,2,2,2
frame_000551.PNG,2,2,1
frame_000552.PNG,2,2,1
frame_000553.PNG,2,2,3
frame_000554.PNG,2,2,1
frame_000555.PNG,2,2,1
frame_000556.PNG,2,2,1
frame_000561.PNG,2,2,1
frame_000562.PNG,2,2,3
frame_000563.PNG,2,2,3
frame_000564.PNG,2,2,1
frame_000565.PNG,2,2,1
frame_000566.PNG,2,2,2
frame_000567.PNG,2,2,3
frame_000568.PNG,2,2,3
frame_000569.PNG,2,2,2
frame_000570.PNG,2,2,3
frame_000571.PNG,2,2,3
frame_000572.PNG,2,2,1
frame_000573.PNG,2,2,3
frame_000574.PNG,2,2,2
frame_000575.PNG,2,2,3
frame_000576.PNG,2,2,1
frame_000577.PNG,2,2,3
frame_000578.PNG,2,2,3
frame_000579.PNG,2,2,1
frame_000580.PNG,2,2,3
frame_000581.PNG,2,2,3
frame_000582.PNG,2,2,1
frame_000583.PNG,2,2,1
frame_000584.PNG,2,2,3
frame_000585.PNG,2,2,1
frame_000590.PNG,2,2,3
frame_000591.PNG,2,2,3
frame_000592.PNG,2,2,3
frame_000593.PNG,2,2,1
frame_000594.PNG,2,2,2
frame_000595.PNG,2,2,1
frame_000596.PNG,2,2,1
frame_000597.PNG,2,2,2
frame_000598.PNG,2,2,2
frame_000599.PNG,2,2,1
frame_000600.PNG,2,2,1
frame_000601.PNG,2,2,1
frame_000602.PNG,2,2,1
frame_000603.PNG,2,2,1
frame_000609.PNG,2,2,2
frame_000610.PNG,2,2,1
frame_000611.PNG,2,2,1
frame_000612.PNG,2,2,1
frame_000613.PNG,2,2,3
frame_000614.PNG,2,2,2
frame_000615.PNG,2,2,1
frame_000616.PNG,2,2,3
frame_000617.PNG,2,2,3
frame_000618.PNG,2,2,1
frame_000619.PNG,2,2,1
frame_000620.PNG,2,2,3
frame_000621.PNG,2,2,3
frame_000622.PNG,2,2,4
frame_000623.PNG,2,2,1
frame_000624.PNG,2,2,3
frame_000625.PNG,2,2,3
frame_000626.PNG,2,2,3
frame_000627.PNG,2,2,3
frame_000628.PNG,2,2,3
frame_000629.PNG,2,2,3
frame_000630.PNG,2,2,2
frame_000631.PNG,2,2,1
frame_000632.PNG,2,2,1
frame_000633.PNG,2,2,3
frame_000634.PNG,2,2,1
frame_000635.PNG,2,2,3
frame_000636.PNG,2,2,3
frame_000637.PNG,2,2,1
frame_000638.PNG,2,2,3
frame_000639.PNG,2,2,3
