data,psy,img
negative-deactive,neutral,frame_000000.PNG
negative-deactive,neutral,frame_000001.PNG
neutral,neutral,frame_000002.PNG
neutral,neutral,frame_000003.PNG
positive-deactive,neutral,frame_000004.PNG
positive-deactive,negative-active,frame_000005.PNG
positive-deactive,negative-active,frame_000006.PNG
positive-deactive,negative-active,frame_000007.PNG
positive-deactive,negative-active,frame_000008.PNG
positive-deactive,negative-active,frame_000009.PNG
positive-deactive,negative-active,frame_000010.PNG
positive-deactive,negative-active,frame_000011.PNG
positive-deactive,negative-active,frame_000012.PNG
positive-deactive,negative-active,frame_000013.PNG
positive-deactive,negative-active,frame_000014.PNG
positive-deactive,negative-active,frame_000015.PNG
positive-deactive,negative-active,frame_000016.PNG
positive-deactive,negative-active,frame_000022.PNG
positive-deactive,negative-active,frame_000023.PNG
positive-deactive,negative-active,frame_000024.PNG
positive-deactive,negative-active,frame_000025.PNG
positive-deactive,negative-active,frame_000026.PNG
positive-deactive,negative-active,frame_000027.PNG
positive-deactive,negative-active,frame_000028.PNG
positive-deactive,negative-active,frame_000029.PNG
positive-deactive,negative-active,frame_000030.PNG
positive-deactive,negative-active,frame_000031.PNG
positive-deactive,negative-active,frame_000032.PNG
positive-deactive,positive-active,frame_000033.PNG
positive-deactive,positive-active,frame_000034.PNG
positive-deactive,positive-active,frame_000035.PNG
positive-deactive,positive-active,frame_000036.PNG
positive-deactive,positive-active,frame_000037.PNG
positive-deactive,positive-active,frame_000038.PNG
positive-deactive,positive-active,frame_000039.PNG
positive-deactive,positive-active,frame_000040.PNG
positive-deactive,positive-active,frame_000041.PNG
positive-deactive,positive-active,frame_000042.PNG
positive-deactive,positive-active,frame_000043.PNG
positive-deactive,positive-active,frame_000044.PNG
positive-deactive,positive-active,frame_000045.PNG
positive-deactive,positive-active,frame_000046.PNG
positive-deactive,positive-active,frame_000047.PNG
positive-deactive,positive-active,frame_000048.PNG
positive-deactive,positive-active,frame_000049.PNG
positive-deactive,positive-active,frame_000050.PNG
positive-deactive,positive-active,frame_000051.PNG
positive-deactive,positive-active,frame_000052.PNG
positive-deactive,positive-active,frame_000053.PNG
positive-deactive,positive-active,frame_000054.PNG
positive-deactive,positive-active,frame_000055.PNG
positive-deactive,positive-active,frame_000056.PNG
positive-active,positive-active,frame_000057.PNG
positive-active,positive-active,frame_000058.PNG
positive-deactive,positive-active,frame_000059.PNG
positive-deactive,positive-active,frame_000060.PNG
positive-deactive,positive-active,frame_000061.PNG
positive-active,positive-active,frame_000062.PNG
positive-active,positive-active,frame_000063.PNG
positive-active,positive-active,frame_000064.PNG
positive-active,positive-active,frame_000065.PNG
positive-active,positive-active,frame_000066.PNG
positive-active,positive-active,frame_000067.PNG
positive-active,positive-active,frame_000068.PNG
positive-active,positive-active,frame_000069.PNG
positive-active,positive-active,frame_000070.PNG
positive-active,positive-active,frame_000071.PNG
positive-active,positive-active,frame_000072.PNG
positive-active,positive-active,frame_000073.PNG
positive-active,positive-active,frame_000074.PNG
positive-active,positive-active,frame_000086.PNG
positive-active,positive-active,frame_000087.PNG
positive-active,positive-active,frame_000088.PNG
positive-active,positive-active,frame_000089.PNG
positive-active,positive-active,frame_000090.PNG
positive-active,positive-active,frame_000091.PNG
positive-active,positive-active,frame_000092.PNG
positive-active,positive-active,frame_000093.PNG
positive-active,positive-active,frame_000094.PNG
positive-active,positive-active,frame_000095.PNG
positive-active,positive-active,frame_000096.PNG
positive-active,positive-active,frame_000097.PNG
positive-active,positive-active,frame_000098.PNG
positive-active,positive-active,frame_000099.PNG
positive-active,positive-active,frame_000101.PNG
positive-active,positive-active,frame_000102.PNG
positive-active,positive-active,frame_000103.PNG
positive-active,positive-active,frame_000104.PNG
positive-active,positive-active,frame_000105.PNG
positive-active,positive-active,frame_000106.PNG
positive-active,positive-active,frame_000107.PNG
positive-active,positive-active,frame_000108.PNG
positive-active,positive-active,frame_000109.PNG
positive-active,positive-active,frame_000110.PNG
positive-active,positive-active,frame_000111.PNG
positive-active,positive-active,frame_000112.PNG
positive-active,positive-active,frame_000113.PNG
positive-active,positive-active,frame_000114.PNG
positive-active,positive-active,frame_000115.PNG
positive-active,positive-active,frame_000116.PNG
positive-active,positive-active,frame_000117.PNG
positive-active,positive-active,frame_000118.PNG
positive-active,positive-active,frame_000119.PNG
positive-active,positive-active,frame_000120.PNG
positive-active,positive-active,frame_000121.PNG
positive-active,positive-active,frame_000130.PNG
positive-active,positive-active,frame_000131.PNG
positive-active,positive-active,frame_000132.PNG
positive-active,positive-active,frame_000140.PNG
positive-active,positive-active,frame_000141.PNG
positive-active,positive-active,frame_000142.PNG
positive-active,positive-active,frame_000143.PNG
positive-active,positive-active,frame_000144.PNG
positive-active,positive-active,frame_000145.PNG
positive-active,positive-active,frame_000146.PNG
positive-active,positive-active,frame_000147.PNG
positive-active,positive-active,frame_000148.PNG
positive-active,positive-active,frame_000149.PNG
positive-active,positive-active,frame_000150.PNG
positive-active,positive-active,frame_000151.PNG
positive-deactive,positive-active,frame_000152.PNG
negative-deactive,negative-deactive,frame_000153.PNG
negative-deactive,negative-deactive,frame_000154.PNG
negative-deactive,negative-deactive,frame_000155.PNG
negative-deactive,negative-deactive,frame_000156.PNG
negative-deactive,negative-deactive,frame_000157.PNG
positive-deactive,negative-deactive,frame_000158.PNG
positive-deactive,negative-deactive,frame_000159.PNG
positive-deactive,negative-deactive,frame_000160.PNG
positive-deactive,negative-deactive,frame_000161.PNG
positive-deactive,negative-deactive,frame_000162.PNG
negative-deactive,negative-deactive,frame_000163.PNG
negative-deactive,negative-deactive,frame_000164.PNG
positive-deactive,negative-deactive,frame_000165.PNG
negative-deactive,negative-deactive,frame_000166.PNG
negative-deactive,negative-deactive,frame_000167.PNG
negative-deactive,negative-deactive,frame_000168.PNG
negative-deactive,negative-deactive,frame_000169.PNG
negative-deactive,negative-deactive,frame_000170.PNG
negative-deactive,negative-deactive,frame_000171.PNG
negative-deactive,negative-deactive,frame_000172.PNG
negative-deactive,negative-deactive,frame_000173.PNG
negative-deactive,negative-deactive,frame_000174.PNG
negative-deactive,negative-deactive,frame_000175.PNG
negative-deactive,negative-deactive,frame_000176.PNG
negative-deactive,negative-deactive,frame_000177.PNG
negative-deactive,negative-deactive,frame_000178.PNG
negative-deactive,negative-deactive,frame_000179.PNG
negative-deactive,negative-deactive,frame_000180.PNG
negative-deactive,negative-deactive,frame_000181.PNG
negative-deactive,negative-deactive,frame_000182.PNG
negative-deactive,negative-deactive,frame_000183.PNG
negative-deactive,negative-deactive,frame_000184.PNG
negative-deactive,negative-deactive,frame_000185.PNG
negative-deactive,negative-deactive,frame_000186.PNG
negative-deactive,negative-deactive,frame_000187.PNG
negative-deactive,negative-deactive,frame_000188.PNG
positive-deactive,positive-active,frame_000189.PNG
positive-deactive,positive-active,frame_000190.PNG
positive-deactive,positive-active,frame_000191.PNG
positive-deactive,positive-active,frame_000192.PNG
positive-deactive,positive-active,frame_000193.PNG
positive-deactive,positive-deactive,frame_000194.PNG
positive-deactive,positive-deactive,frame_000195.PNG
positive-deactive,positive-deactive,frame_000196.PNG
positive-deactive,positive-deactive,frame_000197.PNG
positive-deactive,positive-active,frame_000198.PNG
positive-deactive,positive-active,frame_000199.PNG
positive-deactive,positive-active,frame_000200.PNG
positive-deactive,positive-active,frame_000201.PNG
positive-deactive,positive-active,frame_000202.PNG
