video,time_start,time_end,label
face2_02,0.26,0.35,happy
face2_02,0.36,0.38,relax
face2_02,0.43,0.53,neutral
face2_02,0.54,0.58,happy
face2_02,0.59,1.03,happy
face2_02,1.19,1.22,happy
face2_02,1.23,1.31,stress
face2_02,1.44,1.49,neutral
face2_02,1.59,2,happy
face2_02,2.03,2.08,relax
face2_02,2.14,2.15,stress
face2_02,2.17,2.18,happy
face2_02,2.19,2.21,happy
face2_02,2.27,2.36,relax
face2_02,2.39,2.43,happy
face2_02,2.47,2.51,neutral
face2_02,2.55,2.59,neutral
face2_02,3.03,3.07,happy
face2_02,3.14,3.21,neutral
face2_02,3.24,3.28,happy
face2_02,3.29,3.35,stress
face2_02,3.36,3.42,neutral
face2_02,3.46,3.51,neutral
face2_02,3.51,3.58,happy
face2_02,3.59,4,stress
face2_02,4.23,4.25,neutral
face2_02,4.29,4.31,relax
face2_02,4.31,4.43,stress
face2_02,4.56,5.03,happy
face2_02,5.04,5.14,neutral
face2_02,5.17,5.27,relax
face2_02,5.31,5.57,neutral
face2_02,5.58,6.01,happy
face2_02,6.11,6.22,happy
face2_02,6.23,6.45,relax
face2_02,6.45,6.49,happy
face2_02,6.05,6.56,relax
face2_02,6.57,7.01,relax
face2_02,7.02,7.05,relax
face2_02,7.06,7.15,neutral
face2_02,7.15,7.17,happy
face2_02,7.22,7.32,relax
face2_02,7.36,7.44,happy
face2_02,7.44,7.45,happy
face2_02,7.46,7.58,happy
face2_02,7.59,8.11,relax
face2_02,8.12,8.13,happy
face2_02,8.14,8.22,neutral
face2_02,8.23,8.29,stress
face2_02,8.03,8.41,stress
face2_02,8.44,8.48,happy
face2_02,8.49,8.53,neutral
face2_02,9.01,9.03,happy
face2_02,9.04,9.23,relax
face2_02,9.03,9.34,happy
face2_02,9.35,9.39,relax
face2_02,9.04,9.42,happy
face2_02,9.53,9.55,happy
face2_02,10.01,10.04,neutral
face2_02,10.08,10.21,neutral
face2_02,10.33,10.41,happy
face2_02,10.48,10.55,stress
face2_02,10.56,10.57,happy
face2_02,11.06,11.13,angry
face2_02,11.14,11.15,happy
face2_02,11.21,11.25,relax
face2_02,11.29,11.41,relax
face2_02,11.41,11.43,happy
face2_02,11.46,11.55,neutral
face2_02,11.59,12.08,happy
face2_02,12.09,12.12,relax
face2_02,12.21,12.24,happy
face2_02,11.31,11.49,happy
face2_02,11.05,11.52,neutral
