video,time_start,time_end,label
face7_01,0,0.01,happy
face7_01,0.11,0.15,stress
face7_01,0.16,0.17,neutral
face7_01,0.22,0.29,happy
face7_01,0.32,0.33,neutral
face7_01,0.34,0.36,neutral
face7_01,0.37,0.41,neutral
face7_01,0.42,0.43,happy
face7_01,0.48,0.55,stress
face7_01,0.56,0.57,neutral
face7_01,0.58,1,neutral
face7_01,1.01,1.02,stress
face7_01,1.03,1.05,stress
face7_01,1.06,1.14,neutral
face7_01,1.15,1.16,happy
face7_01,1.17,1.18,neutral
face7_01,1.19,1.22,happy
face7_01,1.27,1.29,relax
face7_01,1.03,1.32,stress
face7_01,1.33,1.39,neutral
face7_01,1.44,1.48,stress
face7_01,1.49,1.51,stress
face7_01,1.51,1.54,happy
face7_01,1.58,2,happy
face7_01,2.03,2.06,happy
face7_01,2.11,2.17,stress
face7_01,2.02,2.21,happy
face7_01,2.25,2.29,relax
face7_01,2.03,2.31,happy
face7_01,2.32,2.36,stress
face7_01,2.39,2.47,neutral
face7_01,2.48,2.49,stress
face7_01,2.05,2.52,happy
face7_01,2.53,2.54,stress
face7_01,2.55,2.56,stress
face7_01,2.57,3.02,stress
face7_01,3.03,3.18,neutral
face7_01,3.21,3.23,neutral
face7_01,3.24,3.25,stress
face7_01,3.29,3.31,neutral
face7_01,3.34,3.36,neutral
face7_01,3.04,3.41,happy
face7_01,3.42,3.46,happy
face7_01,3.47,3.49,neutral
face7_01,3.05,3.53,stress
face7_01,3.54,3.55,stress
face7_01,3.56,3.59,neutral
face7_01,4,4.03,stress
face7_01,4.04,4.05,relax
face7_01,4.06,4.09,stress
face7_01,4.01,4.11,neutral
face7_01,4.12,4.13,neutral
face7_01,4.14,4.22,stress
face7_01,4.23,4.43,stress
face7_01,4.44,4.49,happy
face7_01,4.05,4.52,neutral
face7_01,4.53,4.58,stress
face7_01,4.59,5.01,neutral
face7_01,5.06,5.09,stress
face7_01,5.01,5.11,neutral
face7_01,5.12,5.24,stress
face7_01,5.25,5.27,relax
face7_01,5.03,5.39,relax
face7_01,5.04,5.42,neutral
face7_01,5.43,5.45,neutral
face7_01,5.46,5.53,relax
face7_01,5.56,6.02,stress
face7_01,6.03,6.06,neutral
face7_01,6.07,6.19,stress
face7_01,6.22,6.23,happy
face7_01,6.24,6.27,relax
face7_01,6.03,6.31,neutral
face7_01,6.32,6.35,stress
face7_01,6.36,6.37,stress
face7_01,6.38,6.39,neutral
face7_01,6.45,6.47,relax
face7_01,6.05,7.04,stress
face7_01,7.07,7.11,relax
face7_01,7.12,7.13,neutral
face7_01,7.14,7.16,stress
face7_01,7.17,7.21,neutral
face7_01,7.21,7.23,stress
face7_01,7.24,7.32,neutral
face7_01,7.33,7.36,happy
face7_01,7.37,7.39,stress
face7_01,7.04,7.41,neutral
face7_01,7.42,7.44,relax
face7_01,7.48,7.49,neutral
face7_01,7.05,7.51,neutral
face7_01,7.52,7.54,happy
face7_01,7.57,8.05,stress
face7_01,8.06,8.07,happy
face7_01,8.08,8.11,happy
face7_01,8.23,8.24,neutral
face7_01,8.25,8.28,happy
face7_01,8.34,8.38,happy
face7_01,8.39,8.43,stress
face7_01,8.44,8.46,neutral
face7_01,8.47,8.49,relax
face7_01,8.05,8.51,stress
face7_01,8.56,8.57,neutral
face7_01,8.58,8.59,stress
face7_01,9,9.03,relax
face7_01,9.04,9.05,neutral
face7_01,9.01,9.12,relax
face7_01,9.13,9.17,neutral
face7_01,9.18,9.21,happy
face7_01,9.22,9.23,stress
face7_01,9.24,9.26,neutral
face7_01,9.27,9.29,happy
face7_01,9.03,9.34,neutral
face7_01,9.35,9.36,happy
face7_01,9.37,9.38,neutral
face7_01,9.39,9.41,happy
face7_01,9.41,9.46,happy
face7_01,9.47,9.48,stress
face7_01,9.49,9.54,neutral
face7_01,9.55,9.57,happy
face7_01,9.58,9.59,stress
face7_01,10,10.05,neutral
face7_01,10.09,10.11,happy
face7_01,10.12,10.15,neutral
face7_01,10.16,10.19,neutral
face7_01,10.02,10.21,neutral
face7_01,10.22,10.27,neutral
face7_01,10.28,10.33,stress
face7_01,10.34,10.36,neutral
face7_01,10.37,10.41,stress
face7_01,10.41,10.43,neutral
face7_01,10.46,10.48,stress
face7_01,10.51,11.06,neutral
face7_01,11.07,11.19,neutral
face7_01,11.02,11.21,neutral
face7_01,11.22,11.27,neutral
face7_01,11.28,11.31,happy
face7_01,11.31,11.32,neutral
face7_01,11.37,11.38,happy
face7_01,11.41,11.51,neutral
face7_01,11.51,11.57,neutral
face7_01,12.02,12.05,happy
face7_01,12.14,12.22,relax
face7_01,12.23,12.26,happy
face7_01,12.27,12.31,stress
face7_01,12.31,12.32,stress
face7_01,12.33,12.36,stress
face7_01,12.04,12.41,happy
face7_01,12.42,12.46,relax
face7_01,12.47,12.48,neutral
face7_01,12.51,12.52,relax
face7_01,12.59,13.03,neutral
face7_01,13.04,13.15,stress
face7_01,13.16,13.18,stress
face7_01,13.21,13.22,happy
face7_01,13.23,13.24,happy
face7_01,13.25,13.26,happy
face7_01,13.27,13.29,happy
face7_01,13.31,13.39,neutral
face7_01,13.04,13.41,stress
face7_01,13.42,13.51,neutral
face7_01,13.51,13.53,neutral
face7_01,13.54,13.55,neutral
face7_01,13.56,14,neutral
face7_01,14.01,14.03,stress
face7_01,14.04,14.09,neutral
face7_01,14.13,14.17,relax
face7_01,14.21,14.23,relax
face7_01,14.26,14.27,stress
face7_01,14.28,14.37,stress
face7_01,14.45,14.47,neutral
face7_01,14.48,14.52,happy
face7_01,14.53,14.56,happy
face7_01,14.57,14.58,happy
face7_01,15.01,15.09,stress
face7_01,15.01,15.11,neutral
face7_01,15.14,15.15,neutral
face7_01,15.16,15.27,stress
face7_01,15.28,15.29,happy
face7_01,15.03,15.34,relax
face7_01,15.35,15.41,neutral
face7_01,15.41,15.44,relax
face7_01,15.45,15.46,relax
face7_01,15.47,15.49,happy
face7_01,15.53,16,stress
face7_01,16.02,16.03,happy
face7_01,16.04,16.08,relax
face7_01,16.16,16.18,neutral
face7_01,16.23,16.25,relax
face7_01,16.26,16.29,stress
face7_01,16.03,16.49,neutral
face7_01,16.05,16.51,happy
face7_01,16.56,16.57,stress
face7_01,16.58,16.59,neutral
face7_01,17,17.03,happy
face7_01,17.04,17.12,relax
face7_01,17.13,17.16,happy
face7_01,17.17,17.18,neutral
face7_01,17.22,17.24,happy
face7_01,17.25,17.29,neutral
face7_01,17.35,17.37,neutral
face7_01,17.38,17.42,relax
face7_01,17.43,17.45,stress
face7_01,17.46,17.49,happy
face7_01,17.05,17.52,neutral
face7_01,17.55,17.58,relax
face7_01,17.59,18,happy
face7_01,18.05,18.07,neutral
face7_01,18.08,18.15,happy
face7_01,18.16,18.17,neutral
face7_01,18.18,18.19,neutral
face7_01,18.02,18.21,stress
face7_01,18.22,18.31,happy
