,video,time_start,time_end,label,start_sec,end_sec
0,face6_01,0.41,0.42,relax,41.0,42.0
1,face6_01,0.43,0.44,happy,43.0,44.0
2,face6_01,0.45,0.46,happy,45.0,46.0
3,face6_01,0.47,0.49,neutral,47.0,49.0
4,face6_01,0.05,0.51,happy,5.0,51.0
5,face6_01,0.52,0.53,happy,52.0,53.0
6,face6_01,0.54,0.55,happy,54.0,55.0
7,face6_01,0.56,0.57,happy,56.0,57.0
8,face6_01,0.57,1.01,happy,57.0,61.0
9,face6_01,1.06,1.07,happy,66.0,67.0
10,face6_01,1.08,1.11,relax,68.0,71.0
11,face6_01,1.11,1.12,neutral,71.0,72.0
12,face6_01,1.13,1.14,angry,73.0,74.0
13,face6_01,1.15,1.19,neutral,75.0,79.0
14,face6_01,1.02,1.39,neutral,62.0,99.0
15,face6_01,1.04,1.45,neutral,64.0,105.0
16,face6_01,1.46,1.49,happy,106.0,109.0
17,face6_01,1.52,1.53,happy,112.0,113.0
18,face6_01,1.54,2.02,neutral,114.0,122.0
19,face6_01,2.01,2.02,neutral,121.0,122.0
20,face6_01,2.03,2.04,neutral,123.0,124.0
21,face6_01,2.05,2.07,happy,125.0,127.0
22,face6_01,2.08,2.18,angry,128.0,138.0
23,face6_01,2.18,2.19,neutral,138.0,139.0
24,face6_01,2.21,2.23,neutral,141.0,143.0
25,face6_01,2.24,2.25,happy,144.0,145.0
26,face6_01,2.28,2.31,happy,148.0,151.0
27,face6_01,2.31,2.34,neutral,151.0,154.0
28,face6_01,2.35,2.42,angry,155.0,162.0
29,face6_01,2.43,2.51,neutral,163.0,171.0
30,face6_01,2.51,2.53,angry,171.0,173.0
31,face6_01,2.54,3.05,neutral,174.0,185.0
32,face6_01,3.06,3.08,angry,186.0,188.0
33,face6_01,3.09,3.15,neutral,189.0,195.0
34,face6_01,3.16,3.19,relax,196.0,199.0
35,face6_01,3.02,3.24,angry,182.0,204.0
36,face6_01,3.25,3.26,neutral,205.0,206.0
37,face6_01,3.27,3.28,happy,207.0,208.0
38,face6_01,3.31,3.38,relax,211.0,218.0
39,face6_01,3.39,3.43,sad,219.0,223.0
40,face6_01,3.44,3.46,happy,224.0,226.0
41,face6_01,3.47,3.48,relax,227.0,228.0
42,face6_01,3.49,3.51,happy,229.0,231.0
43,face6_01,3.51,3.52,neutral,231.0,232.0
44,face6_01,3.53,4.04,relax,233.0,244.0
45,face6_01,4.05,4.11,neutral,245.0,251.0
46,face6_01,4.11,4.13,relax,251.0,253.0
47,face6_01,4.14,4.16,relax,254.0,256.0
48,face6_01,4.17,4.18,happy,257.0,258.0
49,face6_01,4.19,4.21,neutral,259.0,261.0
50,face6_01,4.21,4.22,happy,261.0,262.0
51,face6_01,4.23,4.24,angry,263.0,264.0
52,face6_01,4.25,4.27,happy,265.0,267.0
53,face6_01,4.31,4.34,neutral,271.0,274.0
54,face6_01,4.38,4.45,neutral,278.0,285.0
55,face6_01,4.48,5.0,neutral,288.0,300.0
56,face6_01,5.01,5.02,happy,301.0,302.0
57,face6_01,5.03,5.07,angry,303.0,307.0
58,face6_01,5.08,5.09,happy,308.0,309.0
59,face6_01,5.13,5.16,happy,313.0,316.0
60,face6_01,5.17,5.22,neutral,317.0,322.0
61,face6_01,5.23,5.24,relax,323.0,324.0
62,face6_01,5.25,5.27,angry,325.0,327.0
63,face6_01,5.28,5.29,relax,328.0,329.0
64,face6_01,5.29,5.31,angry,329.0,331.0
65,face6_01,5.31,5.33,happy,331.0,333.0
66,face6_01,5.33,5.36,neutral,333.0,336.0
67,face6_01,5.37,5.41,angry,337.0,341.0
68,face6_01,5.41,5.42,angry,341.0,342.0
69,face6_01,5.43,5.44,angry,343.0,344.0
70,face6_01,5.45,5.53,angry,345.0,353.0
