,video,time_start,time_end,label,start_sec,end_sec
0,face9_1,0.14,0.15,neutral,14.0,15.0
1,face9_1,0.25,0.31,neutral,25.0,31.0
2,face9_1,0.56,0.57,happy,56.0,57.0
3,face9_1,0.58,1.06,relax,58.0,66.0
4,face9_1,1.07,1.12,neutral,67.0,72.0
5,face9_1,1.03,1.32,neutral,63.0,92.0
6,face9_1,1.33,1.39,happy,93.0,99.0
7,face9_1,1.04,1.43,neutral,64.0,103.0
8,face9_1,2.04,2.15,neutral,124.0,135.0
9,face9_1,2.16,2.49,happy,136.0,169.0
10,face9_1,2.05,2.59,neutral,125.0,179.0
11,face9_1,3.0,3.03,happy,180.0,183.0
12,face9_1,3.04,3.15,neutral,184.0,195.0
13,face9_1,3.16,3.19,happy,196.0,199.0
14,face9_1,3.24,3.37,neutral,204.0,217.0
15,face9_1,3.38,3.51,relax,218.0,231.0
16,face9_1,3.52,4.26,neutral,232.0,266.0
17,face9_1,4.27,4.31,happy,267.0,271.0
18,face9_1,4.31,4.34,relax,271.0,274.0
19,face9_1,4.41,4.53,neutral,281.0,293.0
20,face9_1,4.58,5.05,neutral,298.0,305.0
21,face9_1,5.06,5.13,relax,306.0,313.0
22,face9_1,5.14,5.17,neutral,314.0,317.0
23,face9_1,5.18,5.26,relax,318.0,326.0
24,face9_1,5.27,5.28,neutral,327.0,328.0
25,face9_1,5.29,5.42,relax,329.0,342.0
26,face9_1,5.43,5.46,neutral,343.0,346.0
27,face9_1,5.47,6.0,relax,347.0,360.0
28,face9_1,6.03,6.13,happy,363.0,373.0
