,id,name,label,img_url
0,0,frame_000000,negative-deactive,frame_000000.PNG
1,1,frame_000001,negative-deactive,frame_000001.PNG
2,2,frame_000002,neutral,frame_000002.PNG
3,3,frame_000003,neutral,frame_000003.PNG
4,4,frame_000004,positive-deactive,frame_000004.PNG
5,5,frame_000005,positive-deactive,frame_000005.PNG
6,6,frame_000006,positive-deactive,frame_000006.PNG
7,7,frame_000007,positive-deactive,frame_000007.PNG
8,8,frame_000008,positive-deactive,frame_000008.PNG
9,9,frame_000009,positive-deactive,frame_000009.PNG
10,10,frame_000010,positive-deactive,frame_000010.PNG
11,11,frame_000011,positive-deactive,frame_000011.PNG
12,12,frame_000012,positive-deactive,frame_000012.PNG
13,13,frame_000013,positive-deactive,frame_000013.PNG
14,14,frame_000014,positive-deactive,frame_000014.PNG
15,15,frame_000015,positive-deactive,frame_000015.PNG
16,16,frame_000016,positive-deactive,frame_000016.PNG
17,17,frame_000017,positive-deactive,frame_000017.PNG
18,18,frame_000018,positive-deactive,frame_000018.PNG
19,19,frame_000019,positive-deactive,frame_000019.PNG
20,20,frame_000020,positive-deactive,frame_000020.PNG
21,21,frame_000021,positive-deactive,frame_000021.PNG
22,22,frame_000022,positive-deactive,frame_000022.PNG
23,23,frame_000023,positive-deactive,frame_000023.PNG
24,24,frame_000024,positive-deactive,frame_000024.PNG
25,25,frame_000025,positive-deactive,frame_000025.PNG
26,26,frame_000026,positive-deactive,frame_000026.PNG
27,27,frame_000027,positive-deactive,frame_000027.PNG
28,28,frame_000028,positive-deactive,frame_000028.PNG
29,29,frame_000029,positive-deactive,frame_000029.PNG
30,30,frame_000030,positive-deactive,frame_000030.PNG
31,31,frame_000031,positive-deactive,frame_000031.PNG
32,32,frame_000032,positive-deactive,frame_000032.PNG
33,33,frame_000033,positive-deactive,frame_000033.PNG
34,34,frame_000034,positive-deactive,frame_000034.PNG
35,35,frame_000035,positive-deactive,frame_000035.PNG
36,36,frame_000036,positive-deactive,frame_000036.PNG
37,37,frame_000037,positive-deactive,frame_000037.PNG
38,38,frame_000038,positive-deactive,frame_000038.PNG
39,39,frame_000039,positive-deactive,frame_000039.PNG
40,40,frame_000040,positive-deactive,frame_000040.PNG
41,41,frame_000041,positive-deactive,frame_000041.PNG
42,42,frame_000042,positive-deactive,frame_000042.PNG
43,43,frame_000043,positive-deactive,frame_000043.PNG
44,44,frame_000044,positive-deactive,frame_000044.PNG
45,45,frame_000045,positive-deactive,frame_000045.PNG
46,46,frame_000046,positive-deactive,frame_000046.PNG
47,47,frame_000047,positive-deactive,frame_000047.PNG
48,48,frame_000048,positive-deactive,frame_000048.PNG
49,49,frame_000049,positive-deactive,frame_000049.PNG
50,50,frame_000050,positive-deactive,frame_000050.PNG
51,51,frame_000051,positive-deactive,frame_000051.PNG
52,52,frame_000052,positive-deactive,frame_000052.PNG
53,53,frame_000053,positive-deactive,frame_000053.PNG
54,54,frame_000054,positive-deactive,frame_000054.PNG
55,55,frame_000055,positive-deactive,frame_000055.PNG
56,56,frame_000056,positive-deactive,frame_000056.PNG
57,57,frame_000057,positive-active,frame_000057.PNG
58,58,frame_000058,positive-active,frame_000058.PNG
59,59,frame_000059,positive-deactive,frame_000059.PNG
60,60,frame_000060,positive-deactive,frame_000060.PNG
61,61,frame_000061,positive-deactive,frame_000061.PNG
62,62,frame_000062,positive-active,frame_000062.PNG
63,63,frame_000063,positive-active,frame_000063.PNG
64,64,frame_000064,positive-active,frame_000064.PNG
65,65,frame_000065,positive-active,frame_000065.PNG
66,66,frame_000066,positive-active,frame_000066.PNG
67,67,frame_000067,positive-active,frame_000067.PNG
68,68,frame_000068,positive-active,frame_000068.PNG
69,69,frame_000069,positive-active,frame_000069.PNG
70,70,frame_000070,positive-active,frame_000070.PNG
71,71,frame_000071,positive-active,frame_000071.PNG
72,72,frame_000072,positive-active,frame_000072.PNG
73,73,frame_000073,positive-active,frame_000073.PNG
74,74,frame_000074,positive-active,frame_000074.PNG
75,75,frame_000075,positive-active,frame_000075.PNG
76,76,frame_000076,positive-active,frame_000076.PNG
77,77,frame_000077,positive-active,frame_000077.PNG
78,78,frame_000078,positive-active,frame_000078.PNG
79,79,frame_000079,positive-active,frame_000079.PNG
80,80,frame_000080,positive-active,frame_000080.PNG
81,81,frame_000081,positive-active,frame_000081.PNG
82,82,frame_000082,positive-active,frame_000082.PNG
83,83,frame_000083,positive-active,frame_000083.PNG
84,84,frame_000084,positive-active,frame_000084.PNG
85,85,frame_000085,positive-active,frame_000085.PNG
86,86,frame_000086,positive-active,frame_000086.PNG
87,87,frame_000087,positive-active,frame_000087.PNG
88,88,frame_000088,positive-active,frame_000088.PNG
89,89,frame_000089,positive-active,frame_000089.PNG
90,90,frame_000090,positive-active,frame_000090.PNG
91,91,frame_000091,positive-active,frame_000091.PNG
92,92,frame_000092,positive-active,frame_000092.PNG
93,93,frame_000093,positive-active,frame_000093.PNG
94,94,frame_000094,positive-active,frame_000094.PNG
95,95,frame_000095,positive-active,frame_000095.PNG
96,96,frame_000096,positive-active,frame_000096.PNG
97,97,frame_000097,positive-active,frame_000097.PNG
98,98,frame_000098,positive-active,frame_000098.PNG
99,99,frame_000099,positive-active,frame_000099.PNG
100,100,frame_000100,positive-active,frame_000100.PNG
101,101,frame_000101,positive-active,frame_000101.PNG
102,102,frame_000102,positive-active,frame_000102.PNG
103,103,frame_000103,positive-active,frame_000103.PNG
104,104,frame_000104,positive-active,frame_000104.PNG
105,105,frame_000105,positive-active,frame_000105.PNG
106,106,frame_000106,positive-active,frame_000106.PNG
107,107,frame_000107,positive-active,frame_000107.PNG
108,108,frame_000108,positive-active,frame_000108.PNG
109,109,frame_000109,positive-active,frame_000109.PNG
110,110,frame_000110,positive-active,frame_000110.PNG
111,111,frame_000111,positive-active,frame_000111.PNG
112,112,frame_000112,positive-active,frame_000112.PNG
113,113,frame_000113,positive-active,frame_000113.PNG
114,114,frame_000114,positive-active,frame_000114.PNG
115,115,frame_000115,positive-active,frame_000115.PNG
116,116,frame_000116,positive-active,frame_000116.PNG
117,117,frame_000117,positive-active,frame_000117.PNG
118,118,frame_000118,positive-active,frame_000118.PNG
119,119,frame_000119,positive-active,frame_000119.PNG
120,120,frame_000120,positive-active,frame_000120.PNG
121,121,frame_000121,positive-active,frame_000121.PNG
122,122,frame_000122,positive-active,frame_000122.PNG
123,123,frame_000123,positive-active,frame_000123.PNG
124,124,frame_000124,positive-active,frame_000124.PNG
125,125,frame_000125,positive-active,frame_000125.PNG
126,126,frame_000126,positive-active,frame_000126.PNG
127,127,frame_000127,positive-active,frame_000127.PNG
128,128,frame_000128,positive-active,frame_000128.PNG
129,129,frame_000129,positive-active,frame_000129.PNG
130,130,frame_000130,positive-active,frame_000130.PNG
131,131,frame_000131,positive-active,frame_000131.PNG
132,132,frame_000132,positive-active,frame_000132.PNG
133,133,frame_000133,positive-active,frame_000133.PNG
134,134,frame_000134,positive-active,frame_000134.PNG
135,135,frame_000135,positive-active,frame_000135.PNG
136,136,frame_000136,positive-active,frame_000136.PNG
137,137,frame_000137,positive-active,frame_000137.PNG
138,138,frame_000138,positive-active,frame_000138.PNG
139,139,frame_000139,positive-active,frame_000139.PNG
140,140,frame_000140,positive-active,frame_000140.PNG
141,141,frame_000141,positive-active,frame_000141.PNG
142,142,frame_000142,positive-active,frame_000142.PNG
143,143,frame_000143,positive-active,frame_000143.PNG
144,144,frame_000144,positive-active,frame_000144.PNG
145,145,frame_000145,positive-active,frame_000145.PNG
146,146,frame_000146,positive-active,frame_000146.PNG
147,147,frame_000147,positive-active,frame_000147.PNG
148,148,frame_000148,positive-active,frame_000148.PNG
149,149,frame_000149,positive-active,frame_000149.PNG
150,150,frame_000150,positive-active,frame_000150.PNG
151,151,frame_000151,positive-active,frame_000151.PNG
152,152,frame_000152,positive-deactive,frame_000152.PNG
153,153,frame_000153,negative-deactive,frame_000153.PNG
154,154,frame_000154,negative-deactive,frame_000154.PNG
155,155,frame_000155,negative-deactive,frame_000155.PNG
156,156,frame_000156,negative-deactive,frame_000156.PNG
157,157,frame_000157,negative-deactive,frame_000157.PNG
158,158,frame_000158,positive-deactive,frame_000158.PNG
159,159,frame_000159,positive-deactive,frame_000159.PNG
160,160,frame_000160,positive-deactive,frame_000160.PNG
161,161,frame_000161,positive-deactive,frame_000161.PNG
162,162,frame_000162,positive-deactive,frame_000162.PNG
163,163,frame_000163,negative-deactive,frame_000163.PNG
164,164,frame_000164,negative-deactive,frame_000164.PNG
165,165,frame_000165,positive-deactive,frame_000165.PNG
166,166,frame_000166,negative-deactive,frame_000166.PNG
167,167,frame_000167,negative-deactive,frame_000167.PNG
168,168,frame_000168,negative-deactive,frame_000168.PNG
169,169,frame_000169,negative-deactive,frame_000169.PNG
170,170,frame_000170,negative-deactive,frame_000170.PNG
171,171,frame_000171,negative-deactive,frame_000171.PNG
172,172,frame_000172,negative-deactive,frame_000172.PNG
173,173,frame_000173,negative-deactive,frame_000173.PNG
174,174,frame_000174,negative-deactive,frame_000174.PNG
175,175,frame_000175,negative-deactive,frame_000175.PNG
176,176,frame_000176,negative-deactive,frame_000176.PNG
177,177,frame_000177,negative-deactive,frame_000177.PNG
178,178,frame_000178,negative-deactive,frame_000178.PNG
179,179,frame_000179,negative-deactive,frame_000179.PNG
180,180,frame_000180,negative-deactive,frame_000180.PNG
181,181,frame_000181,negative-deactive,frame_000181.PNG
182,182,frame_000182,negative-deactive,frame_000182.PNG
183,183,frame_000183,negative-deactive,frame_000183.PNG
184,184,frame_000184,negative-deactive,frame_000184.PNG
185,185,frame_000185,negative-deactive,frame_000185.PNG
186,186,frame_000186,negative-deactive,frame_000186.PNG
187,187,frame_000187,negative-deactive,frame_000187.PNG
188,188,frame_000188,negative-deactive,frame_000188.PNG
189,189,frame_000189,positive-deactive,frame_000189.PNG
190,190,frame_000190,positive-deactive,frame_000190.PNG
191,191,frame_000191,positive-deactive,frame_000191.PNG
192,192,frame_000192,positive-deactive,frame_000192.PNG
193,193,frame_000193,positive-deactive,frame_000193.PNG
194,194,frame_000194,positive-deactive,frame_000194.PNG
195,195,frame_000195,positive-deactive,frame_000195.PNG
196,196,frame_000196,positive-deactive,frame_000196.PNG
197,197,frame_000197,positive-deactive,frame_000197.PNG
198,198,frame_000198,positive-deactive,frame_000198.PNG
199,199,frame_000199,positive-deactive,frame_000199.PNG
200,200,frame_000200,positive-deactive,frame_000200.PNG
201,201,frame_000201,positive-deactive,frame_000201.PNG
202,202,frame_000202,positive-deactive,frame_000202.PNG
203,203,frame_000203,positive-deactive,frame_000203.PNG
204,204,frame_000204,positive-deactive,frame_000204.PNG
205,205,frame_000205,positive-deactive,frame_000205.PNG
206,206,frame_000206,positive-deactive,frame_000206.PNG
207,207,frame_000207,positive-deactive,frame_000207.PNG
208,208,frame_000208,negative-deactive,frame_000208.PNG
209,209,frame_000209,negative-deactive,frame_000209.PNG
210,210,frame_000210,negative-deactive,frame_000210.PNG
211,211,frame_000211,negative-deactive,frame_000211.PNG
212,212,frame_000212,negative-deactive,frame_000212.PNG
213,213,frame_000213,negative-deactive,frame_000213.PNG
214,214,frame_000214,negative-deactive,frame_000214.PNG
215,215,frame_000215,negative-deactive,frame_000215.PNG
216,216,frame_000216,negative-deactive,frame_000216.PNG
217,217,frame_000217,negative-deactive,frame_000217.PNG
218,218,frame_000218,positive-deactive,frame_000218.PNG
219,219,frame_000219,positive-deactive,frame_000219.PNG
220,220,frame_000220,positive-deactive,frame_000220.PNG
221,221,frame_000221,positive-deactive,frame_000221.PNG
222,222,frame_000222,positive-deactive,frame_000222.PNG
223,223,frame_000223,positive-deactive,frame_000223.PNG
224,224,frame_000224,positive-deactive,frame_000224.PNG
225,225,frame_000225,positive-deactive,frame_000225.PNG
226,226,frame_000226,positive-deactive,frame_000226.PNG
227,227,frame_000227,positive-deactive,frame_000227.PNG
228,228,frame_000228,positive-deactive,frame_000228.PNG
229,229,frame_000229,positive-deactive,frame_000229.PNG
230,230,frame_000230,positive-deactive,frame_000230.PNG
231,231,frame_000231,positive-deactive,frame_000231.PNG
232,232,frame_000232,positive-deactive,frame_000232.PNG
233,233,frame_000233,positive-deactive,frame_000233.PNG
234,234,frame_000234,positive-deactive,frame_000234.PNG
235,235,frame_000235,positive-deactive,frame_000235.PNG
236,236,frame_000236,positive-deactive,frame_000236.PNG
237,237,frame_000237,positive-deactive,frame_000237.PNG
238,240,frame_000240,positive-deactive,frame_000240.PNG
239,241,frame_000241,positive-deactive,frame_000241.PNG
240,242,frame_000242,positive-deactive,frame_000242.PNG
241,243,frame_000243,positive-deactive,frame_000243.PNG
242,244,frame_000244,positive-deactive,frame_000244.PNG
243,245,frame_000245,positive-deactive,frame_000245.PNG
