,id,name,label,img_url
0,287,frame_000287,neutral,frame_000287.PNG
1,288,frame_000288,neutral,frame_000288.PNG
2,289,frame_000289,neutral,frame_000289.PNG
3,290,frame_000290,neutral,frame_000290.PNG
4,291,frame_000291,neutral,frame_000291.PNG
5,292,frame_000292,neutral,frame_000292.PNG
6,293,frame_000293,neutral,frame_000293.PNG
7,294,frame_000294,neutral,frame_000294.PNG
8,295,frame_000295,neutral,frame_000295.PNG
9,296,frame_000296,neutral,frame_000296.PNG
10,297,frame_000297,neutral,frame_000297.PNG
11,298,frame_000298,neutral,frame_000298.PNG
12,299,frame_000299,neutral,frame_000299.PNG
13,300,frame_000300,negative-deactive,frame_000300.PNG
14,301,frame_000301,negative-deactive,frame_000301.PNG
15,302,frame_000302,negative-deactive,frame_000302.PNG
16,303,frame_000303,negative-deactive,frame_000303.PNG
17,304,frame_000304,negative-deactive,frame_000304.PNG
18,305,frame_000305,negative-deactive,frame_000305.PNG
19,306,frame_000306,negative-deactive,frame_000306.PNG
20,307,frame_000307,negative-deactive,frame_000307.PNG
21,308,frame_000308,negative-deactive,frame_000308.PNG
22,309,frame_000309,negative-deactive,frame_000309.PNG
23,310,frame_000310,negative-deactive,frame_000310.PNG
24,311,frame_000311,negative-deactive,frame_000311.PNG
25,312,frame_000312,negative-deactive,frame_000312.PNG
26,313,frame_000313,negative-deactive,frame_000313.PNG
27,314,frame_000314,negative-deactive,frame_000314.PNG
28,315,frame_000315,negative-deactive,frame_000315.PNG
29,316,frame_000316,negative-deactive,frame_000316.PNG
30,317,frame_000317,negative-deactive,frame_000317.PNG
31,318,frame_000318,negative-deactive,frame_000318.PNG
32,319,frame_000319,negative-deactive,frame_000319.PNG
33,320,frame_000320,negative-deactive,frame_000320.PNG
34,321,frame_000321,negative-deactive,frame_000321.PNG
35,322,frame_000322,negative-deactive,frame_000322.PNG
36,323,frame_000323,negative-deactive,frame_000323.PNG
37,324,frame_000324,negative-deactive,frame_000324.PNG
38,325,frame_000325,negative-deactive,frame_000325.PNG
39,326,frame_000326,negative-deactive,frame_000326.PNG
40,327,frame_000327,negative-deactive,frame_000327.PNG
41,328,frame_000328,negative-deactive,frame_000328.PNG
42,329,frame_000329,negative-deactive,frame_000329.PNG
43,330,frame_000330,negative-deactive,frame_000330.PNG
44,331,frame_000331,neutral,frame_000331.PNG
45,332,frame_000332,neutral,frame_000332.PNG
46,333,frame_000333,neutral,frame_000333.PNG
47,334,frame_000334,neutral,frame_000334.PNG
48,335,frame_000335,neutral,frame_000335.PNG
49,336,frame_000336,neutral,frame_000336.PNG
50,337,frame_000337,neutral,frame_000337.PNG
51,338,frame_000338,neutral,frame_000338.PNG
52,339,frame_000339,neutral,frame_000339.PNG
53,340,frame_000340,neutral,frame_000340.PNG
54,341,frame_000341,neutral,frame_000341.PNG
55,342,frame_000342,neutral,frame_000342.PNG
56,343,frame_000343,neutral,frame_000343.PNG
57,344,frame_000344,negative-deactive,frame_000344.PNG
58,345,frame_000345,negative-deactive,frame_000345.PNG
59,346,frame_000346,neutral,frame_000346.PNG
60,347,frame_000347,positive-active,frame_000347.PNG
61,348,frame_000348,positive-active,frame_000348.PNG
62,349,frame_000349,positive-active,frame_000349.PNG
63,350,frame_000350,positive-active,frame_000350.PNG
64,351,frame_000351,positive-active,frame_000351.PNG
65,352,frame_000352,positive-active,frame_000352.PNG
66,353,frame_000353,positive-active,frame_000353.PNG
67,354,frame_000354,positive-active,frame_000354.PNG
68,355,frame_000355,positive-active,frame_000355.PNG
69,356,frame_000356,neutral,frame_000356.PNG
70,357,frame_000357,neutral,frame_000357.PNG
71,358,frame_000358,neutral,frame_000358.PNG
72,359,frame_000359,neutral,frame_000359.PNG
73,360,frame_000360,neutral,frame_000360.PNG
74,361,frame_000361,neutral,frame_000361.PNG
75,362,frame_000362,neutral,frame_000362.PNG
76,363,frame_000363,neutral,frame_000363.PNG
77,364,frame_000364,neutral,frame_000364.PNG
78,365,frame_000365,neutral,frame_000365.PNG
79,366,frame_000366,neutral,frame_000366.PNG
80,367,frame_000367,neutral,frame_000367.PNG
81,368,frame_000368,neutral,frame_000368.PNG
82,369,frame_000369,neutral,frame_000369.PNG
83,370,frame_000370,neutral,frame_000370.PNG
84,371,frame_000371,negative-deactive,frame_000371.PNG
85,372,frame_000372,negative-deactive,frame_000372.PNG
86,373,frame_000373,negative-deactive,frame_000373.PNG
87,374,frame_000374,negative-deactive,frame_000374.PNG
88,375,frame_000375,negative-deactive,frame_000375.PNG
89,376,frame_000376,negative-deactive,frame_000376.PNG
90,377,frame_000377,negative-deactive,frame_000377.PNG
91,378,frame_000378,negative-deactive,frame_000378.PNG
92,379,frame_000379,negative-deactive,frame_000379.PNG
93,380,frame_000380,negative-deactive,frame_000380.PNG
94,381,frame_000381,negative-deactive,frame_000381.PNG
95,382,frame_000382,negative-deactive,frame_000382.PNG
96,383,frame_000383,negative-deactive,frame_000383.PNG
97,384,frame_000384,negative-deactive,frame_000384.PNG
98,385,frame_000385,negative-deactive,frame_000385.PNG
99,386,frame_000386,negative-deactive,frame_000386.PNG
100,387,frame_000387,negative-deactive,frame_000387.PNG
101,388,frame_000388,negative-deactive,frame_000388.PNG
102,389,frame_000389,negative-deactive,frame_000389.PNG
103,390,frame_000390,negative-deactive,frame_000390.PNG
104,391,frame_000391,negative-deactive,frame_000391.PNG
105,392,frame_000392,negative-deactive,frame_000392.PNG
106,393,frame_000393,negative-deactive,frame_000393.PNG
107,394,frame_000394,negative-deactive,frame_000394.PNG
108,395,frame_000395,negative-deactive,frame_000395.PNG
109,396,frame_000396,negative-deactive,frame_000396.PNG
110,397,frame_000397,negative-deactive,frame_000397.PNG
111,398,frame_000398,negative-deactive,frame_000398.PNG
112,399,frame_000399,negative-deactive,frame_000399.PNG
113,400,frame_000400,negative-deactive,frame_000400.PNG
114,401,frame_000401,negative-deactive,frame_000401.PNG
115,402,frame_000402,negative-deactive,frame_000402.PNG
116,403,frame_000403,negative-deactive,frame_000403.PNG
117,404,frame_000404,negative-deactive,frame_000404.PNG
118,405,frame_000405,negative-deactive,frame_000405.PNG
119,406,frame_000406,negative-deactive,frame_000406.PNG
120,407,frame_000407,negative-deactive,frame_000407.PNG
121,408,frame_000408,negative-deactive,frame_000408.PNG
122,409,frame_000409,negative-deactive,frame_000409.PNG
123,410,frame_000410,negative-deactive,frame_000410.PNG
124,411,frame_000411,negative-deactive,frame_000411.PNG
125,412,frame_000412,negative-deactive,frame_000412.PNG
