,data_team,psy_team,pred
frame_000000.PNG,2,2,2
frame_000004.PNG,2,2,2
frame_000005.PNG,2,2,3
frame_000006.PNG,2,2,2
frame_000007.PNG,2,2,2
frame_000015.PNG,2,2,2
frame_000016.PNG,2,2,3
frame_000017.PNG,2,2,2
frame_000018.PNG,2,2,2
frame_000019.PNG,2,2,2
frame_000020.PNG,2,2,2
frame_000021.PNG,2,2,2
frame_000022.PNG,2,2,2
frame_000023.PNG,2,2,2
frame_000024.PNG,2,2,3
frame_000025.PNG,2,2,2
frame_000033.PNG,2,2,2
frame_000034.PNG,2,2,2
frame_000035.PNG,2,2,2
frame_000036.PNG,2,2,2
frame_000037.PNG,2,2,2
frame_000038.PNG,2,2,2
frame_000039.PNG,2,2,2
frame_000040.PNG,2,2,2
frame_000041.PNG,2,2,2
frame_000042.PNG,2,2,2
frame_000043.PNG,2,2,2
frame_000044.PNG,2,2,2
frame_000045.PNG,2,2,2
frame_000046.PNG,2,2,2
frame_000047.PNG,2,2,2
frame_000048.PNG,2,2,2
frame_000049.PNG,2,2,2
frame_000050.PNG,2,2,3
frame_000051.PNG,2,2,2
frame_000063.PNG,1,3,3
frame_000064.PNG,1,3,3
frame_000065.PNG,1,3,3
frame_000066.PNG,1,3,3
frame_000067.PNG,1,3,2
frame_000068.PNG,1,3,3
frame_000069.PNG,1,3,2
frame_000070.PNG,1,3,2
frame_000071.PNG,1,3,2
frame_000072.PNG,1,3,2
frame_000073.PNG,1,3,3
frame_000074.PNG,1,3,2
frame_000075.PNG,1,3,2
frame_000076.PNG,1,3,2
frame_000077.PNG,1,3,2
frame_000078.PNG,1,3,3
frame_000079.PNG,1,3,3
frame_000080.PNG,1,3,2
frame_000081.PNG,1,3,0
frame_000082.PNG,1,3,2
frame_000083.PNG,1,3,2
frame_000084.PNG,1,3,3
frame_000085.PNG,1,3,2
frame_000086.PNG,1,3,3
frame_000087.PNG,1,3,3
frame_000088.PNG,1,3,2
frame_000089.PNG,1,3,3
frame_000090.PNG,1,3,3
frame_000091.PNG,1,3,2
frame_000092.PNG,1,3,3
frame_000103.PNG,1,3,3
frame_000104.PNG,1,3,1
frame_000105.PNG,1,3,3
frame_000106.PNG,1,3,3
frame_000107.PNG,1,3,1
frame_000108.PNG,1,3,3
frame_000109.PNG,1,3,1
frame_000110.PNG,1,3,1
frame_000111.PNG,1,3,3
frame_000112.PNG,1,3,1
frame_000113.PNG,1,3,1
frame_000114.PNG,1,3,3
frame_000115.PNG,1,3,3
frame_000116.PNG,1,3,3
frame_000117.PNG,1,3,1
frame_000118.PNG,1,3,3
frame_000119.PNG,3,2,3
frame_000120.PNG,3,2,1
frame_000121.PNG,3,2,2
frame_000122.PNG,3,2,2
frame_000123.PNG,3,2,2
frame_000124.PNG,3,2,2
frame_000125.PNG,3,2,2
frame_000126.PNG,3,2,2
frame_000127.PNG,3,2,2
frame_000128.PNG,3,2,2
frame_000129.PNG,3,2,2
frame_000130.PNG,3,2,2
frame_000131.PNG,3,2,2
frame_000132.PNG,3,2,2
frame_000133.PNG,3,2,2
frame_000134.PNG,3,2,2
frame_000135.PNG,3,2,2
frame_000136.PNG,3,2,3
frame_000137.PNG,3,2,2
frame_000138.PNG,3,2,2
frame_000139.PNG,3,2,2
frame_000140.PNG,3,2,2
frame_000141.PNG,3,2,2
frame_000142.PNG,3,2,3
frame_000143.PNG,3,2,2
frame_000144.PNG,3,2,2
frame_000145.PNG,3,2,2
frame_000146.PNG,3,2,2
frame_000147.PNG,3,2,2
frame_000148.PNG,3,2,2
frame_000149.PNG,3,2,2
frame_000150.PNG,3,2,3
frame_000151.PNG,3,2,3
frame_000152.PNG,3,2,2
frame_000153.PNG,3,2,2
frame_000154.PNG,3,2,2
frame_000155.PNG,3,2,2
frame_000156.PNG,3,2,2
frame_000157.PNG,3,2,2
frame_000158.PNG,3,2,2
frame_000159.PNG,3,2,2
frame_000160.PNG,3,2,2
frame_000161.PNG,3,2,2
frame_000162.PNG,3,2,2
frame_000163.PNG,3,2,2
frame_000164.PNG,3,2,2
frame_000165.PNG,3,2,3
frame_000166.PNG,3,2,2
frame_000167.PNG,3,2,2
frame_000168.PNG,3,2,2
frame_000169.PNG,3,2,3
frame_000170.PNG,3,2,3
frame_000171.PNG,3,2,2
frame_000172.PNG,2,2,2
frame_000173.PNG,2,2,2
frame_000174.PNG,2,2,2
frame_000175.PNG,2,2,2
frame_000176.PNG,2,2,2
frame_000177.PNG,2,2,2
frame_000178.PNG,2,2,2
frame_000179.PNG,2,2,2
frame_000180.PNG,2,2,3
frame_000181.PNG,2,2,2
frame_000182.PNG,2,2,2
frame_000183.PNG,2,2,2
frame_000184.PNG,2,2,2
frame_000185.PNG,2,2,2
frame_000186.PNG,2,2,2
frame_000187.PNG,2,2,2
frame_000188.PNG,2,2,2
frame_000189.PNG,2,2,2
frame_000190.PNG,2,2,2
frame_000191.PNG,2,2,2
