,pred,label
0,2,2
1,3,2
2,2,2
3,2,2
4,2,2
5,3,2
6,2,2
7,2,2
8,2,2
9,2,2
10,2,2
11,2,2
12,2,2
13,3,2
14,2,2
15,2,2
16,2,2
17,2,0
18,2,0
19,2,0
20,2,0
21,2,0
22,2,0
23,3,0
24,2,0
25,2,0
26,2,0
27,2,0
28,2,0
29,2,0
30,3,0
31,2,0
32,2,0
33,2,0
34,2,0
35,2,0
36,2,0
37,2,0
38,2,0
39,2,0
40,2,0
41,2,0
42,2,0
43,3,0
44,2,0
45,2,0
46,2,0
47,2,0
48,2,0
49,3,0
50,2,0
51,2,0
52,2,0
53,2,0
54,2,0
55,2,2
56,2,2
57,2,2
58,3,2
59,2,2
60,2,2
61,2,2
62,2,2
63,2,2
64,2,2
65,2,2
66,2,2
67,2,2
68,2,2
69,2,2
70,0,2
71,2,2
72,2,2
73,3,2
74,2,2
75,2,2
76,2,2
77,2,2
78,2,2
79,2,2
80,2,2
81,2,2
82,2,2
83,2,2
84,2,2
85,2,2
86,2,2
87,2,2
88,2,2
89,3,2
90,2,2
91,2,2
92,3,2
93,2,2
94,2,2
95,2,2
96,2,2
97,2,2
98,2,2
99,2,2
100,2,2
101,2,2
102,2,2
103,2,2
104,3,2
105,2,2
106,2,2
107,2,2
108,2,2
109,2,2
110,2,2
111,2,2
112,2,2
113,2,2
114,2,2
115,2,2
116,2,2
117,2,2
118,2,0
119,2,0
120,2,0
121,3,0
122,2,0
123,2,0
124,2,0
125,2,0
126,2,0
127,2,0
128,3,0
129,2,0
130,2,0
131,3,0
132,2,0
133,2,0
134,2,0
135,2,0
136,3,0
137,2,0
138,2,0
139,2,0
140,2,0
141,2,0
142,2,0
143,2,0
144,2,0
145,3,0
146,3,0
147,2,0
148,2,0
149,2,0
150,2,0
151,2,0
152,2,0
153,2,0
154,2,2
155,2,2
156,2,2
157,2,2
158,2,2
159,2,2
160,3,2
161,2,2
162,2,2
163,2,2
164,2,2
165,2,2
166,2,2
167,2,2
168,3,2
169,2,2
170,2,2
171,2,2
172,2,2
173,2,2
174,3,2
175,2,2
176,2,2
177,2,2
178,2,2
179,2,2
180,2,2
181,2,2
182,2,2
183,2,2
184,3,2
185,2,2
186,3,2
187,2,2
188,2,2
189,2,2
190,3,2
191,2,2
192,2,2
193,0,2
194,3,2
195,2,0
196,2,0
197,3,0
198,2,0
199,2,0
200,2,0
201,2,0
202,2,0
203,2,0
204,2,0
205,2,0
206,3,0
207,2,0
208,2,0
209,2,0
210,2,0
211,3,0
212,2,0
213,2,0
214,2,0
215,2,0
216,2,0
217,3,0
218,2,0
219,2,0
220,2,0
221,2,0
222,2,0
223,2,0
224,2,0
225,2,0
226,2,0
227,2,0
228,2,0
229,2,0
230,3,0
231,2,0
232,3,0
233,2,0
234,2,0
235,2,0
236,2,0
237,3,0
238,2,0
239,2,0
240,2,0
241,3,0
242,2,0
243,2,0
244,2,0
245,2,0
246,2,0
247,2,0
248,2,0
249,2,0
250,2,0
251,2,0
252,2,0
253,2,0
254,2,0
255,2,0
256,3,0
257,2,0
258,2,0
259,3,0
260,2,0
261,2,0
262,2,0
263,2,0
264,2,0
265,2,2
266,2,2
267,2,2
268,2,2
269,2,2
270,3,2
271,2,2
272,2,2
273,2,2
274,2,2
275,3,2
276,3,2
277,2,2
278,2,2
279,2,2
280,3,2
281,2,2
282,2,2
283,2,2
284,2,2
285,2,2
286,2,2
287,2,2
288,2,2
289,2,2
290,2,2
291,2,2
292,3,2
293,2,2
294,2,2
295,2,2
296,2,2
297,2,2
298,2,2
299,3,2
300,2,2
301,3,2
302,2,2
303,2,2
304,2,2
305,2,2
306,3,2
307,2,2
308,2,2
309,2,2
310,2,2
311,2,2
312,2,2
313,2,2
314,2,2
315,2,2
316,2,2
317,2,2
318,2,2
319,2,2
320,2,2
321,2,2
322,2,2
323,2,2
324,2,2
325,3,2
326,2,2
327,2,2
328,2,2
329,2,2
330,2,2
331,2,2
332,3,2
333,2,2
334,3,2
335,3,2
336,2,2
337,3,2
338,2,2
339,3,2
340,2,2
341,3,2
342,2,2
343,2,2
344,2,2
345,2,2
346,3,2
347,2,2
348,2,2
349,2,2
350,2,2
351,2,2
352,2,2
353,2,2
