,video,time_start,time_end,label,start_sec,end_sec
0,face6_02,0.13,0.14,neutral,13.0,14.0
1,face6_02,0.14,0.18,relax,14.0,18.0
2,face6_02,0.19,0.23,happy,19.0,23.0
3,face6_02,0.24,0.25,happy,24.0,25.0
4,face6_02,0.26,0.27,relax,26.0,27.0
5,face6_02,0.27,0.29,neutral,27.0,29.0
6,face6_02,0.03,0.31,neutral,3.0,31.0
7,face6_02,0.32,0.35,relax,32.0,35.0
8,face6_02,0.36,0.41,happy,36.0,41.0
9,face6_02,0.41,0.43,happy,41.0,43.0
10,face6_02,0.44,0.54,relax,44.0,54.0
11,face6_02,0.55,0.59,happy,55.0,59.0
12,face6_02,1.0,1.07,relax,60.0,67.0
13,face6_02,1.16,1.18,happy,76.0,78.0
14,face6_02,1.19,1.21,relax,79.0,81.0
15,face6_02,1.22,1.23,relax,82.0,83.0
16,face6_02,1.24,1.25,neutral,84.0,85.0
17,face6_02,1.26,1.27,neutral,86.0,87.0
18,face6_02,1.27,1.35,angry,87.0,95.0
19,face6_02,1.36,1.37,angry,96.0,97.0
20,face6_02,1.38,1.39,angry,98.0,99.0
21,face6_02,1.04,1.41,neutral,64.0,101.0
22,face6_02,1.42,1.43,happy,102.0,103.0
23,face6_02,1.43,1.46,neutral,103.0,106.0
24,face6_02,1.47,1.59,happy,107.0,119.0
25,face6_02,2.0,2.08,happy,120.0,128.0
26,face6_02,2.08,2.09,relax,128.0,129.0
27,face6_02,2.01,2.19,neutral,121.0,139.0
28,face6_02,2.02,2.25,angry,122.0,145.0
29,face6_02,2.26,2.34,neutral,146.0,154.0
30,face6_02,2.35,2.41,happy,155.0,161.0
31,face6_02,2.41,2.47,angry,161.0,167.0
32,face6_02,2.48,3.03,sad,168.0,183.0
33,face6_02,3.09,3.14,neutral,189.0,194.0
34,face6_02,3.15,3.16,neutral,195.0,196.0
35,face6_02,3.17,3.21,relax,197.0,201.0
36,face6_02,3.21,3.23,neutral,201.0,203.0
37,face6_02,3.24,3.29,happy,204.0,209.0
38,face6_02,3.03,3.31,neutral,183.0,211.0
39,face6_02,3.32,3.35,angry,212.0,215.0
40,face6_02,3.36,3.37,relax,216.0,217.0
41,face6_02,3.37,3.39,neutral,217.0,219.0
42,face6_02,3.04,3.47,relax,184.0,227.0
43,face6_02,3.48,3.51,relax,228.0,231.0
44,face6_02,3.51,3.55,sad,231.0,235.0
45,face6_02,3.58,4.01,relax,238.0,241.0
46,face6_02,4.11,4.16,happy,251.0,256.0
47,face6_02,4.18,4.21,angry,258.0,261.0
48,face6_02,4.22,4.24,angry,262.0,264.0
49,face6_02,4.25,4.26,neutral,265.0,266.0
50,face6_02,4.26,4.32,sad,266.0,272.0
51,face6_02,4.33,4.34,happy,273.0,274.0
52,face6_02,4.34,4.37,happy,274.0,277.0
53,face6_02,4.38,4.43,happy,278.0,283.0
54,face6_02,4.44,4.51,neutral,284.0,291.0
55,face6_02,4.52,4.53,angry,292.0,293.0
56,face6_02,4.54,4.55,angry,294.0,295.0
57,face6_02,4.56,4.57,neutral,296.0,297.0
58,face6_02,4.57,5.03,neutral,297.0,303.0
59,face6_02,5.04,5.06,relax,304.0,306.0
60,face6_02,5.07,5.12,angry,307.0,312.0
61,face6_02,5.13,5.21,relax,313.0,321.0
62,face6_02,5.24,5.26,neutral,324.0,326.0
63,face6_02,5.27,5.31,happy,327.0,331.0
64,face6_02,5.32,5.35,angry,332.0,335.0
