,video,time_start,time_end,label,start_sec,end_sec
0,face10_01,0.0,0.04,sad,0.0,4.0
1,face10_01,0.05,0.09,sad,5.0,9.0
2,face10_01,0.01,0.15,sad,1.0,15.0
3,face10_01,0.27,0.33,neutral,27.0,33.0
4,face10_01,0.38,0.41,angry,38.0,41.0
5,face10_01,0.57,0.58,relax,57.0,58.0
6,face10_01,0.59,1.01,happy,59.0,61.0
7,face10_01,1.02,1.07,neutral,62.0,67.0
8,face10_01,1.08,1.14,neutral,68.0,74.0
9,face10_01,1.15,1.16,neutral,75.0,76.0
10,face10_01,1.17,1.25,neutral,77.0,85.0
11,face10_01,1.26,1.32,neutral,86.0,92.0
12,face10_01,1.33,1.35,neutral,93.0,95.0
13,face10_01,2.01,2.15,angry,121.0,135.0
14,face10_01,2.25,2.31,angry,145.0,151.0
15,face10_01,2.36,2.41,angry,156.0,161.0
16,face10_01,3.01,3.07,neutral,181.0,187.0
17,face10_01,3.08,3.11,neutral,188.0,191.0
18,face10_01,3.25,3.36,angry,205.0,216.0
19,face10_01,3.37,3.42,angry,217.0,222.0
20,face10_01,3.46,3.57,angry,226.0,237.0
21,face10_01,3.55,3.58,angry,235.0,238.0
22,face10_01,3.58,3.59,relax,238.0,239.0
23,face10_01,4.13,4.14,neutral,253.0,254.0
24,face10_01,4.36,4.39,neutral,276.0,279.0
25,face10_01,4.04,4.43,neutral,244.0,283.0
26,face10_01,4.49,4.53,angry,289.0,293.0
27,face10_01,4.55,4.56,neutral,295.0,296.0
28,face10_01,4.57,5.0,neutral,297.0,300.0
29,face10_01,5.0,5.01,relax,300.0,301.0
30,face10_01,5.02,5.11,neutral,302.0,311.0
31,face10_01,5.16,5.18,neutral,316.0,318.0
32,face10_01,5.19,5.21,sad,319.0,321.0
33,face10_01,5.25,5.26,happy,325.0,326.0
34,face10_01,6.13,6.14,relax,373.0,374.0
35,face10_01,6.02,6.23,relax,362.0,383.0
36,face10_01,6.24,6.28,relax,384.0,388.0
37,face10_01,6.29,6.31,happy,389.0,391.0
38,face10_01,6.32,6.35,neutral,392.0,395.0
39,face10_01,6.39,6.41,relax,399.0,401.0
40,face10_01,6.41,6.46,relax,401.0,406.0
41,face10_01,6.47,6.48,relax,407.0,408.0
42,face10_01,6.49,6.51,relax,409.0,411.0
43,face10_01,6.51,6.53,neutral,411.0,413.0
44,face10_01,7.03,7.04,angry,423.0,424.0
45,face10_01,7.05,7.07,neutral,425.0,427.0
46,face10_01,7.08,7.15,angry,428.0,435.0
47,face10_01,7.16,7.19,angry,436.0,439.0
48,face10_01,7.32,7.37,neutral,452.0,457.0
49,face10_01,7.52,8.04,neutral,472.0,484.0
50,face10_01,8.09,8.13,angry,489.0,493.0
51,face10_01,8.25,8.26,angry,505.0,506.0
52,face10_01,8.41,8.43,angry,521.0,523.0
53,face10_01,8.44,8.45,angry,524.0,525.0
54,face10_01,8.46,8.49,happy,526.0,529.0
55,face10_01,8.05,8.52,relax,485.0,532.0
56,face10_01,9.13,9.16,relax,553.0,556.0
57,face10_01,9.17,9.18,sad,557.0,558.0
58,face10_01,9.19,9.22,happy,559.0,562.0
59,face10_01,9.38,9.41,angry,578.0,581.0
60,face10_01,10.08,10.11,angry,608.0,611.0
61,face10_01,10.26,10.33,angry,626.0,633.0
62,face10_01,10.43,11.45,happy,643.0,705.0
63,face10_01,10.46,11.51,happy,646.0,711.0
64,face10_01,10.52,10.57,happy,652.0,657.0
65,face10_01,10.58,11.04,happy,658.0,664.0
66,face10_01,11.05,11.12,happy,665.0,672.0
67,face10_01,11.13,11.21,happy,673.0,681.0
68,face10_01,11.26,11.31,happy,686.0,691.0
69,face10_01,11.32,11.34,happy,692.0,694.0
70,face10_01,11.35,11.37,happy,695.0,697.0
71,face10_01,11.38,11.41,sad,698.0,701.0
72,face10_01,11.42,12.05,sad,702.0,725.0
73,face10_01,12.11,12.13,neutral,731.0,733.0
74,face10_01,12.28,12.32,happy,748.0,752.0
75,face10_01,12.33,12.39,neutral,753.0,759.0
76,face10_01,12.45,12.46,happy,765.0,766.0
77,face10_01,12.54,13.04,angry,774.0,784.0
78,face10_01,13.08,13.11,angry,788.0,791.0
79,face10_01,13.16,13.22,angry,796.0,802.0
80,face10_01,13.28,13.32,angry,808.0,812.0
81,face10_01,13.36,13.41,angry,816.0,821.0
82,face10_01,14.0,14.11,angry,840.0,851.0
83,face10_01,14.03,14.05,angry,843.0,845.0
84,face10_01,14.12,14.16,relax,852.0,856.0
85,face10_01,14.17,14.21,happy,857.0,861.0
86,face10_01,14.22,14.38,sad,862.0,878.0
87,face10_01,14.39,14.48,sad,879.0,888.0
88,face10_01,14.49,14.51,happy,889.0,891.0
89,face10_01,14.52,14.53,happy,892.0,893.0
90,face10_01,17.55,18.02,neutral,1075.0,1082.0
