,video,time_start,time_end,label,start_sec,end_sec
0,face9_2,0.12,0.24,relax,12.0,24.0
1,face9_2,0.25,0.27,relax,25.0,27.0
2,face9_2,0.41,0.47,neutral,41.0,47.0
3,face9_2,0.48,1.07,angry,48.0,67.0
4,face9_2,1.08,1.28,relax,68.0,88.0
5,face9_2,1.34,2.0,happy,94.0,120.0
6,face9_2,2.09,2.14,relax,129.0,134.0
7,face9_2,2.15,2.17,happy,135.0,137.0
8,face9_2,2.18,2.22,happy,138.0,142.0
9,face9_2,2.29,2.31,relax,149.0,151.0
10,face9_2,2.32,2.35,happy,152.0,155.0
11,face9_2,2.36,2.38,relax,156.0,158.0
12,face9_2,2.39,2.48,happy,159.0,168.0
13,face9_2,3.08,3.11,relax,188.0,191.0
14,face9_2,3.12,3.43,neutral,192.0,223.0
15,face9_2,3.44,3.45,angry,224.0,225.0
16,face9_2,3.46,3.57,neutral,226.0,237.0
17,face9_2,3.58,4.0,relax,238.0,240.0
18,face9_2,4.07,4.11,neutral,247.0,251.0
19,face9_2,4.23,4.28,relax,263.0,268.0
20,face9_2,4.29,4.32,happy,269.0,272.0
