,video,time_start,time_end,label,start_sec,end_sec
0,face9_5,0.05,0.09,neutral,5.0,9.0
1,face9_5,1.58,1.59,angry,118.0,119.0
2,face9_5,2.0,2.01,neutral,120.0,121.0
3,face9_5,2.02,2.03,relax,122.0,123.0
4,face9_5,2.04,2.05,relax,124.0,125.0
5,face9_5,2.06,2.08,relax,126.0,128.0
6,face9_5,2.09,2.11,neutral,129.0,131.0
7,face9_5,2.12,2.17,relax,132.0,137.0
8,face9_5,2.58,2.59,relax,178.0,179.0
9,face9_5,3.04,3.08,happy,184.0,188.0
10,face9_5,3.12,3.16,relax,192.0,196.0
11,face9_5,3.03,3.31,relax,183.0,211.0
12,face9_5,3.32,3.34,relax,212.0,214.0
13,face9_5,3.39,3.42,neutral,219.0,222.0
14,face9_5,3.46,3.47,happy,226.0,227.0
15,face9_5,3.48,3.49,relax,228.0,229.0
16,face9_5,3.51,4.25,angry,231.0,265.0
17,face9_5,4.29,4.33,relax,269.0,273.0
18,face9_5,4.34,4.38,relax,274.0,278.0
19,face9_5,4.39,4.44,happy,279.0,284.0
20,face9_5,5.07,5.09,happy,307.0,309.0
21,face9_5,5.39,5.41,angry,339.0,341.0
