video_name,tag
face2_02_0_1300_1750_happy.mp4,happy
face2_02_1_1800_1900_relax.mp4,relax
face2_02_2_2150_2650_neutral.mp4,neutral
face2_02_3_2700_2900_happy.mp4,happy
face2_02_4_2950_3150_happy.mp4,happy
face2_02_5_3950_4100_happy.mp4,happy
face2_02_6_4150_3150_stress.mp4,stress
face2_02_7_5200_5450_neutral.mp4,neutral
face2_02_8_5950_6000_happy.mp4,happy
face2_02_9_6150_6400_relax.mp4,relax
face2_02_10_6700_6750_stress.mp4,stress
face2_02_11_6850_6900_happy.mp4,happy
face2_02_12_6950_6100_happy.mp4,happy
face2_02_13_7350_7800_relax.mp4,relax
face2_02_14_7950_8150_happy.mp4,happy
face2_02_15_8350_8550_neutral.mp4,neutral
face2_02_16_8750_8950_neutral.mp4,neutral
face2_02_17_9150_9350_happy.mp4,happy
face2_02_18_9700_9100_neutral.mp4,neutral
face2_02_19_10200_10400_happy.mp4,happy
face2_02_20_10450_10750_stress.mp4,stress
face2_02_21_10800_11100_neutral.mp4,neutral
face2_02_22_11300_9250_neutral.mp4,neutral
face2_02_23_11550_11900_happy.mp4,happy
face2_02_24_11950_12000_stress.mp4,stress
face2_02_25_13150_13250_neutral.mp4,neutral
face2_02_26_13450_12150_relax.mp4,relax
face2_02_27_13550_14150_stress.mp4,stress
face2_02_28_14800_15150_happy.mp4,happy
face2_02_29_15200_15700_neutral.mp4,neutral
face2_02_30_15850_16350_relax.mp4,relax
face2_02_31_16550_17850_neutral.mp4,neutral
face2_02_32_17900_18050_happy.mp4,happy
face2_02_33_18550_19100_happy.mp4,happy
face2_02_34_19150_18200_relax.mp4,relax
face2_02_35_20250_20450_happy.mp4,happy
face2_02_36_18250_20800_relax.mp4,relax
face2_02_37_20850_21050_relax.mp4,relax
face2_02_38_21100_21250_relax.mp4,relax
face2_02_39_21300_21050_neutral.mp4,neutral
face2_02_40_21750_21850_happy.mp4,happy
face2_02_41_22100_22600_relax.mp4,relax
face2_02_42_22800_21200_happy.mp4,happy
face2_02_43_23200_23250_happy.mp4,happy
face2_02_44_23300_23900_happy.mp4,happy
face2_02_45_23950_24550_relax.mp4,relax
face2_02_46_24600_24650_happy.mp4,happy
face2_02_47_24700_25100_neutral.mp4,neutral
face2_02_48_25150_25450_stress.mp4,stress
face2_02_49_24150_26050_stress.mp4,stress
face2_02_50_26200_26400_happy.mp4,happy
face2_02_51_26450_26650_neutral.mp4,neutral
face2_02_52_27050_27150_happy.mp4,happy
face2_02_53_27200_28150_relax.mp4,relax
face2_02_54_27150_28700_happy.mp4,happy
face2_02_55_28750_28950_relax.mp4,relax
face2_02_56_27200_29100_happy.mp4,happy
face2_02_57_29650_29750_happy.mp4,happy
face2_02_58_30050_30200_neutral.mp4,neutral
face2_02_59_30400_30100_neutral.mp4,neutral
face2_02_60_31650_30200_happy.mp4,happy
face2_02_61_32400_32750_stress.mp4,stress
face2_02_62_32800_32850_happy.mp4,happy
face2_02_63_33300_33650_angry.mp4,angry
face2_02_64_33700_33750_happy.mp4,happy
face2_02_65_34050_34250_relax.mp4,relax
face2_02_66_34450_33200_relax.mp4,relax
face2_02_67_35050_35150_happy.mp4,happy
face2_02_68_35300_35750_neutral.mp4,neutral
face2_02_69_35950_36400_happy.mp4,happy
face2_02_70_36450_36600_relax.mp4,relax
face2_02_71_37050_37200_happy.mp4,happy
face2_02_72_34550_35450_happy.mp4,happy
face2_02_73_33250_35600_neutral.mp4,neutral
