video_name,tag
face6_01_0_100_1050_relax.mp4,relax
face6_01_1_1075_1100_happy.mp4,happy
face6_01_2_1125_1150_happy.mp4,happy
face6_01_3_1175_1225_neutral.mp4,neutral
face6_01_4_125_1275_happy.mp4,happy
face6_01_5_1300_1325_happy.mp4,happy
face6_01_6_1350_1375_happy.mp4,happy
face6_01_7_1400_1425_happy.mp4,happy
face6_01_8_1425_1525_happy.mp4,happy
face6_01_9_1650_1675_happy.mp4,happy
face6_01_10_1700_1525_relax.mp4,relax
face6_01_11_1775_1800_neutral.mp4,neutral
face6_01_12_1825_1850_stress.mp4,stress
face6_01_13_1875_1975_neutral.mp4,neutral
face6_01_14_1550_2475_neutral.mp4,neutral
face6_01_15_1600_2625_neutral.mp4,neutral
face6_01_16_2650_2725_happy.mp4,happy
face6_01_17_2800_2825_happy.mp4,happy
face6_01_18_2850_3050_neutral.mp4,neutral
face6_01_19_3025_3050_neutral.mp4,neutral
face6_01_20_3075_3100_neutral.mp4,neutral
face6_01_21_3125_3175_happy.mp4,happy
face6_01_22_3200_3450_stress.mp4,stress
face6_01_23_3450_3475_neutral.mp4,neutral
face6_01_24_3525_3575_neutral.mp4,neutral
face6_01_25_3600_3625_happy.mp4,happy
face6_01_26_3700_3075_happy.mp4,happy
face6_01_27_3775_3850_neutral.mp4,neutral
face6_01_28_3875_4050_stress.mp4,stress
face6_01_29_4075_3125_neutral.mp4,neutral
face6_01_30_4275_4325_stress.mp4,stress
face6_01_31_4350_4625_neutral.mp4,neutral
face6_01_32_4650_4700_stress.mp4,stress
face6_01_33_4725_4875_neutral.mp4,neutral
face6_01_34_4900_4975_relax.mp4,relax
face6_01_35_4550_5100_stress.mp4,stress
face6_01_36_5125_5150_neutral.mp4,neutral
face6_01_37_5175_5200_happy.mp4,happy
face6_01_38_5275_5450_relax.mp4,relax
face6_01_39_5475_5575_sad.mp4,sad
face6_01_40_5600_5650_happy.mp4,happy
face6_01_41_5675_5700_relax.mp4,relax
face6_01_42_5725_4625_happy.mp4,happy
face6_01_43_5775_5800_neutral.mp4,neutral
face6_01_44_5825_6100_relax.mp4,relax
face6_01_45_6125_6025_neutral.mp4,neutral
face6_01_46_6275_6325_relax.mp4,relax
face6_01_47_6350_6400_relax.mp4,relax
face6_01_48_6425_6450_happy.mp4,happy
face6_01_49_6475_6050_neutral.mp4,neutral
face6_01_50_6525_6550_happy.mp4,happy
face6_01_51_6575_6600_angry.mp4,angry
face6_01_52_6625_6675_happy.mp4,happy
face6_01_53_6775_6850_neutral.mp4,neutral
face6_01_54_6950_7125_neutral.mp4,neutral
face6_01_55_7200_7500_neutral.mp4,neutral
face6_01_56_7525_7550_happy.mp4,happy
face6_01_57_7575_7675_stress.mp4,stress
face6_01_58_7700_7725_happy.mp4,happy
face6_01_59_7825_7900_happy.mp4,happy
face6_01_60_7925_8050_neutral.mp4,neutral
face6_01_61_8075_8100_relax.mp4,relax
face6_01_62_8125_8175_angry.mp4,angry
face6_01_63_8200_8225_relax.mp4,relax
face6_01_64_8225_7575_angry.mp4,angry
face6_01_65_8275_8325_happy.mp4,happy
face6_01_66_8325_8400_neutral.mp4,neutral
face6_01_67_8425_7600_stress.mp4,stress
face6_01_68_8525_8550_stress.mp4,stress
face6_01_69_8575_8600_stress.mp4,stress
face6_01_70_8625_8825_stress.mp4,stress
face6_01_71_8625_8650_stress.mp4,stress
face6_01_72_8900_9050_neutral.mp4,neutral
face6_01_73_9075_9150_happy.mp4,happy
face6_01_74_9175_9300_neutral.mp4,neutral
face6_01_75_9325_9375_stress.mp4,stress
face6_01_76_9400_9425_stress.mp4,stress
face6_01_77_9450_9050_stress.mp4,stress
face6_01_78_9525_9075_neutral.mp4,neutral
face6_01_79_9775_9800_happy.mp4,happy
face6_01_80_10150_10200_stress.mp4,stress
face6_01_81_10225_9125_happy.mp4,happy
face6_01_82_10275_10300_relax.mp4,relax
face6_01_83_10325_10350_happy.mp4,happy
face6_01_84_10425_10450_happy.mp4,happy
face6_01_85_10475_10550_relax.mp4,relax
face6_01_86_10575_10600_neutral.mp4,neutral
face6_01_87_10625_10725_happy.mp4,happy
face6_01_88_10525_10900_neutral.mp4,neutral
face6_01_89_10925_11025_relax.mp4,relax
face6_01_90_11050_11600_neutral.mp4,neutral
face6_01_91_11625_10625_relax.mp4,relax
face6_01_92_11775_11875_neutral.mp4,neutral
face6_01_93_12025_12050_happy.mp4,happy
face6_01_94_12075_12175_stress.mp4,stress
face6_01_95_12200_12275_neutral.mp4,neutral
face6_01_96_12425_12825_neutral.mp4,neutral
face6_01_97_12850_12900_sad.mp4,sad
face6_01_98_12925_13025_happy.mp4,happy
face6_01_99_13050_13075_neutral.mp4,neutral
face6_01_100_13100_13375_neutral.mp4,neutral
face6_01_101_13400_13425_neutral.mp4,neutral
face6_01_102_13450_13775_neutral.mp4,neutral
face6_01_103_13800_14050_happy.mp4,happy
face6_01_104_14125_14150_relax.mp4,relax
face6_01_105_14175_14475_neutral.mp4,neutral
face6_01_106_13600_14600_happy.mp4,happy
face6_01_107_14700_14725_happy.mp4,happy
