,video,time_start,time_end,label
0,face2_01,0.01,0.55,neutral
1,face2_01,0.56,1.08,relax
2,face2_01,1.09,1.24,neutral
3,face2_01,1.32,1.36,stress
4,face2_01,1.37,1.41,stress
5,face2_01,1.41,1.44,happy
6,face2_01,1.45,1.57,neutral
7,face2_01,1.58,2.01,stress
8,face2_01,2.02,2.08,neutral
9,face2_01,2.09,2.14,stress
10,face2_01,2.15,2.21,happy
11,face2_01,2.21,2.28,happy
12,face2_01,2.31,2.34,happy
13,face2_01,2.37,2.41,happy
14,face2_01,2.42,2.49,neutral
15,face2_01,3.11,3.13,stress
16,face2_01,3.14,3.19,neutral
17,face2_01,3.02,3.31,stress
18,face2_01,3.32,3.35,sad
19,face2_01,3.36,4.03,sad
20,face2_01,4.04,4.05,sad
21,face2_01,4.06,4.09,angry
22,face2_01,4.01,4.02,stress
23,face2_01,4.21,4.25,neutral
24,face2_01,4.26,4.27,happy
25,face2_01,4.28,4.34,stress
26,face2_01,4.57,5.04,neutral
27,face2_01,5.05,5.06,happy
28,face2_01,5.07,5.08,neutral
29,face2_01,5.17,5.19,stress
30,face2_01,5.02,5.23,happy
31,face2_01,5.24,5.28,stress
32,face2_01,5.36,5.41,neutral
33,face2_01,5.41,5.43,stress
34,face2_01,5.48,5.52,happy
35,face2_01,5.53,5.54,happy
36,face2_01,5.55,5.59,happy
37,face2_01,6.08,6.09,happy
38,face2_01,6.01,6.13,stress
39,face2_01,6.17,6.18,happy
40,face2_01,6.22,6.26,stress
41,face2_01,6.27,6.34,relax
42,face2_01,6.35,6.37,stress
43,face2_01,6.38,6.39,relax
44,face2_01,6.04,6.43,happy
45,face2_01,6.44,6.46,stress
46,face2_01,6.54,6.55,stress
47,face2_01,6.56,6.58,relax
48,face2_01,6.59,7.01,stress
49,face2_01,7.17,7.27,stress
50,face2_01,7.46,7.52,stress
51,face2_01,7.53,8.01,neutral
52,face2_01,8.06,8.11,relax
53,face2_01,8.12,8.14,happy
54,face2_01,8.15,8.31,stress
55,face2_01,8.31,8.33,happy
56,face2_01,8.34,8.45,relax
57,face2_01,8.46,8.53,happy
58,face2_01,8.57,9.01,happy
59,face2_01,9.05,9.13,relax
60,face2_01,9.14,9.18,stress
61,face2_01,9.23,9.33,stress
62,face2_01,9.34,9.36,stress
63,face2_01,9.37,9.41,happy
64,face2_01,9.46,9.48,happy
65,face2_01,9.49,9.53,relax
66,face2_01,9.54,10.06,stress
67,face2_01,10.07,10.11,happy
68,face2_01,10.11,10.21,relax
69,face2_01,10.22,10.26,happy
70,face2_01,10.27,10.31,relax
71,face2_01,10.36,10.51,neutral
72,face2_01,10.51,11.04,stress
73,face2_01,11.11,11.12,stress
74,face2_01,11.25,11.26,stress
75,face2_01,11.27,11.33,stress
76,face2_01,11.34,12.01,relax
77,face2_01,12.02,12.31,relax
78,face2_01,12.36,12.39,angry
79,face2_01,12.58,13.08,neutral
80,face2_01,13.14,13.15,stress
81,face2_01,13.16,13.34,neutral
82,face2_01,13.35,13.36,stress
83,face2_01,13.37,14.12,stress
84,face2_01,14.17,14.22,stress
85,face2_01,14.23,14.25,neutral
86,face2_01,14.03,14.04,neutral
87,face2_01,14.41,14.49,stress
88,face2_01,14.59,15.02,neutral
89,face2_01,15.03,15.09,stress
90,face2_01,15.01,15.36,neutral
91,face2_01,15.42,15.45,stress
92,face2_01,16.06,16.08,happy
93,face2_01,16.14,16.16,relax
94,face2_01,16.02,16.31,neutral
95,face2_01,13.32,16.33,happy
96,face2_01,16.34,16.39,neutral
97,face2_01,16.04,16.43,relax
98,face2_01,16.44,16.55,stress
99,face2_01,16.56,17.0,happy
100,face2_01,17.08,17.16,relax
101,face2_01,17.17,17.32,relax
102,face2_01,17.52,17.53,stress
103,face2_01,17.54,18.01,neutral
104,face2_01,18.02,18.08,sad
105,face2_01,18.09,18.21,relax
106,face2_01,18.21,18.27,neutral
107,face2_01,18.31,18.41,neutral
108,face2_01,18.41,18.45,stress
109,face2_01,19.03,19.21,angry
110,face2_01,19.03,19.08,happy
111,face2_01,19.11,19.13,stress
112,face2_01,19.16,19.27,neutral
113,face2_01,19.28,19.31,happy
114,face2_01,19.31,19.33,neutral
115,face2_01,19.41,19.42,happy
116,face2_01,19.43,19.44,sad
117,face2_01,19.45,19.48,happy
118,face2_01,19.49,20.03,relax
119,face2_01,20.04,20.07,stress
120,face2_01,20.08,20.11,happy
121,face2_01,20.11,20.14,sad
122,face2_01,20.15,20.17,neutral
123,face2_01,20.24,20.33,neutral
124,face2_01,20.34,20.37,neutral
125,face2_01,20.38,20.45,stress
126,face2_01,20.52,20.56,stress
127,face2_01,20.57,21.08,neutral
128,face2_01,21.12,21.21,neutral
129,face2_01,21.29,21.34,stress
130,face2_01,21.35,21.48,neutral
131,face2_01,21.49,21.53,neutral
132,face2_01,22.23,22.36,neutral
133,face2_01,22.49,22.51,neutral
134,face2_01,22.51,23.01,relax
135,face2_01,23.11,23.12,stress
136,face2_01,23.13,23.17,relax
137,face2_01,23.18,23.21,relax
138,face2_01,23.21,23.24,stress
139,face2_01,23.41,23.45,stress
140,face2_01,23.53,24.09,neutral
141,face2_01,24.01,24.13,relax
142,face2_01,24.14,24.22,relax
143,face2_01,24.23,24.33,sad
144,face2_01,24.34,24.36,relax
145,face2_01,24.37,24.41,stress
146,face2_01,24.41,24.45,stress
147,face2_01,24.52,24.58,stress
148,face2_01,25.04,25.05,stress
149,face2_01,25.09,25.14,relax
150,face2_01,25.15,25.21,neutral
151,face2_01,25.37,25.41,happy
