,video,time_start,time_end,label
0,face6_01,0.41,0.42,relax
1,face6_01,0.43,0.44,happy
2,face6_01,0.45,0.46,happy
3,face6_01,0.47,0.49,neutral
4,face6_01,0.05,0.51,happy
5,face6_01,0.52,0.53,happy
6,face6_01,0.54,0.55,happy
7,face6_01,0.56,0.57,happy
8,face6_01,0.57,1.01,happy
9,face6_01,1.06,1.07,happy
10,face6_01,1.08,1.11,relax
11,face6_01,1.11,1.12,neutral
12,face6_01,1.13,1.14,stress
13,face6_01,1.15,1.19,neutral
14,face6_01,1.02,1.39,neutral
15,face6_01,1.04,1.45,neutral
16,face6_01,1.46,1.49,happy
17,face6_01,1.52,1.53,happy
18,face6_01,1.54,2.02,neutral
19,face6_01,2.01,2.02,neutral
20,face6_01,2.03,2.04,neutral
21,face6_01,2.05,2.07,happy
22,face6_01,2.08,2.18,stress
23,face6_01,2.18,2.19,neutral
24,face6_01,2.21,2.23,neutral
25,face6_01,2.24,2.25,happy
26,face6_01,2.28,2.31,happy
27,face6_01,2.31,2.34,neutral
28,face6_01,2.35,2.42,stress
29,face6_01,2.43,2.51,neutral
30,face6_01,2.51,2.53,stress
31,face6_01,2.54,3.05,neutral
32,face6_01,3.06,3.08,stress
33,face6_01,3.09,3.15,neutral
34,face6_01,3.16,3.19,relax
35,face6_01,3.02,3.24,stress
36,face6_01,3.25,3.26,neutral
37,face6_01,3.27,3.28,happy
38,face6_01,3.31,3.38,relax
39,face6_01,3.39,3.43,sad
40,face6_01,3.44,3.46,happy
41,face6_01,3.47,3.48,relax
42,face6_01,3.49,3.51,happy
43,face6_01,3.51,3.52,neutral
44,face6_01,3.53,4.04,relax
45,face6_01,4.05,4.11,neutral
46,face6_01,4.11,4.13,relax
47,face6_01,4.14,4.16,relax
48,face6_01,4.17,4.18,happy
49,face6_01,4.19,4.21,neutral
50,face6_01,4.21,4.22,happy
51,face6_01,4.23,4.24,angry
52,face6_01,4.25,4.27,happy
53,face6_01,4.31,4.34,neutral
54,face6_01,4.38,4.45,neutral
55,face6_01,4.48,5.0,neutral
56,face6_01,5.01,5.02,happy
57,face6_01,5.03,5.07,stress
58,face6_01,5.08,5.09,happy
59,face6_01,5.13,5.16,happy
60,face6_01,5.17,5.22,neutral
61,face6_01,5.23,5.24,relax
62,face6_01,5.25,5.27,angry
63,face6_01,5.28,5.29,relax
64,face6_01,5.29,5.31,angry
65,face6_01,5.31,5.33,happy
66,face6_01,5.33,5.36,neutral
67,face6_01,5.37,5.41,stress
68,face6_01,5.41,5.42,stress
69,face6_01,5.43,5.44,stress
70,face6_01,5.45,5.53,stress
71,face6_01,5.45,5.46,stress
72,face6_01,5.56,6.02,neutral
73,face6_01,6.03,6.06,happy
74,face6_01,6.07,6.12,neutral
75,face6_01,6.13,6.15,stress
76,face6_01,6.16,6.17,stress
77,face6_01,6.18,6.21,stress
78,face6_01,6.21,6.31,neutral
79,face6_01,6.31,6.32,happy
80,face6_01,6.46,6.48,stress
81,face6_01,6.49,6.51,happy
82,face6_01,6.51,6.52,relax
83,face6_01,6.53,6.54,happy
84,face6_01,6.57,6.58,happy
85,face6_01,6.59,7.02,relax
86,face6_01,7.03,7.04,neutral
87,face6_01,7.05,7.09,happy
88,face6_01,7.01,7.16,neutral
89,face6_01,7.17,7.21,relax
90,face6_01,7.22,7.44,neutral
91,face6_01,7.45,7.51,relax
92,face6_01,7.51,7.55,neutral
93,face6_01,8.01,8.02,happy
94,face6_01,8.03,8.07,stress
95,face6_01,8.08,8.11,neutral
96,face6_01,8.17,8.33,neutral
97,face6_01,8.34,8.36,sad
98,face6_01,8.37,8.41,happy
99,face6_01,8.42,8.43,neutral
100,face6_01,8.44,8.55,neutral
101,face6_01,8.56,8.57,neutral
102,face6_01,8.58,9.11,neutral
103,face6_01,9.12,9.22,happy
104,face6_01,9.25,9.26,relax
105,face6_01,9.27,9.39,neutral
106,face6_01,9.04,9.44,happy
107,face6_01,9.48,9.49,happy
