,video,time_start,time_end,label
0,face9_4,0.03,0.06,neutral
1,face9_4,0.18,0.31,neutral
2,face9_4,0.37,0.41,happy
3,face9_4,0.41,0.42,happy
4,face9_4,0.43,0.5,stress
5,face9_4,0.51,0.56,relax
6,face9_4,1.06,1.09,neutral
7,face9_4,1.26,1.28,happy
8,face9_4,1.29,1.31,neutral
9,face9_4,1.32,1.33,neutral
10,face9_4,1.34,1.36,neutral
11,face9_4,1.04,1.48,neutral
12,face9_4,1.51,1.52,neutral
13,face9_4,1.56,1.58,neutral
14,face9_4,1.59,2.0,happy
15,face9_4,2.01,2.04,relax
16,face9_4,2.05,2.07,relax
17,face9_4,2.01,2.15,neutral
18,face9_4,2.18,2.22,neutral
19,face9_4,2.03,2.35,neutral
20,face9_4,2.41,2.44,sad
21,face9_4,2.47,2.51,relax
22,face9_4,2.58,3.05,neutral
23,face9_4,3.06,3.15,neutral
24,face9_4,3.03,3.32,angry
25,face9_4,3.45,3.47,relax
26,face9_4,3.48,3.49,stress
27,face9_4,4.03,4.05,neutral
28,face9_4,4.08,4.09,neutral
29,face9_4,4.01,4.11,neutral
30,face9_4,4.14,4.17,neutral
31,face9_4,4.24,4.25,neutral
32,face9_4,4.26,4.27,relax
33,face9_4,4.28,4.31,angry
34,face9_4,4.34,4.35,sad
35,face9_4,4.36,4.41,neutral
36,face9_4,4.42,4.44,happy
37,face9_4,4.45,4.48,relax
38,face9_4,4.52,4.53,sad
39,face9_4,4.54,5.01,sad
40,face9_4,5.03,5.04,neutral
41,face9_4,5.43,5.55,neutral
42,face9_4,5.56,5.57,stress
43,face9_4,5.58,6.01,neutral
44,face9_4,6.05,6.12,neutral
45,face9_4,6.25,6.26,relax
46,face9_4,6.37,6.44,neutral
47,face9_4,6.45,6.47,relax
48,face9_4,6.59,7.02,happy
49,face9_4,7.03,7.06,neutral
50,face9_4,7.07,7.11,relax
51,face9_4,7.11,7.12,neutral
52,face9_4,7.16,7.18,neutral
53,face9_4,7.21,7.22,angry
54,face9_4,7.23,7.25,angry
55,face9_4,7.26,7.28,angry
56,face9_4,7.29,7.31,neutral
57,face9_4,7.44,7.45,neutral
58,face9_4,7.46,7.48,stress
59,face9_4,7.59,8.0,happy
60,face9_4,8.08,8.13,happy
61,face9_4,8.14,8.15,relax
62,face9_4,8.16,8.21,relax
63,face9_4,8.21,8.23,neutral
64,face9_4,8.24,8.27,happy
65,face9_4,8.29,8.31,happy
66,face9_4,8.31,8.32,stress
67,face9_4,8.33,8.35,relax
68,face9_4,8.57,8.59,angry
69,face9_4,9.0,9.04,neutral
70,face9_4,9.11,9.13,stress
71,face9_4,9.14,9.19,relax
72,face9_4,9.02,9.22,stress
73,face9_4,9.36,9.45,neutral
74,face9_4,9.46,9.51,angry
75,face9_4,9.52,10.11,neutral
76,face9_4,10.23,10.24,stress
77,face9_4,10.25,10.27,neutral
78,face9_4,10.28,10.29,stress
79,face9_4,10.03,10.36,neutral
80,face9_4,10.37,10.44,relax
