,video,time_start,time_end,label
0,face9_5,0.05,0.09,neutral
1,face9_5,1.58,1.59,stress
2,face9_5,2.0,2.01,neutral
3,face9_5,2.02,2.03,relax
4,face9_5,2.04,2.05,relax
5,face9_5,2.06,2.08,relax
6,face9_5,2.09,2.11,neutral
7,face9_5,2.12,2.17,relax
8,face9_5,2.58,2.59,relax
9,face9_5,3.04,3.08,happy
10,face9_5,3.12,3.16,relax
11,face9_5,3.03,3.31,relax
12,face9_5,3.32,3.34,relax
13,face9_5,3.39,3.42,neutral
14,face9_5,3.46,3.47,happy
15,face9_5,3.48,3.49,relax
16,face9_5,3.51,4.25,stress
17,face9_5,4.29,4.33,relax
18,face9_5,4.34,4.38,relax
19,face9_5,4.39,4.44,happy
20,face9_5,5.07,5.09,happy
21,face9_5,5.39,5.41,stress
