,video,time_start,time_end,label
0,face5_01,0.01,0.15,happy
1,face5_01,0.16,0.19,relax
2,face5_01,0.02,0.29,happy
3,face5_01,0.03,0.45,relax
4,face5_01,0.46,0.48,relax
5,face5_01,0.49,1.22,relax
6,face5_01,1.23,1.26,relax
7,face5_01,1.27,1.33,happy
8,face5_01,1.34,1.38,relax
9,face5_01,1.39,1.41,relax
10,face5_01,1.41,1.44,happy
11,face5_01,1.45,1.48,relax
12,face5_01,1.49,1.56,stress
13,face5_01,1.57,1.58,happy
14,face5_01,2.0,2.03,stress
15,face5_01,2.04,2.05,relax
16,face5_01,2.06,2.07,relax
17,face5_01,2.08,2.15,relax
18,face5_01,2.16,2.24,stress
19,face5_01,2.25,2.31,happy
20,face5_01,2.31,2.36,relax
21,face5_01,2.37,2.41,sad
22,face5_01,2.42,2.46,neutral
23,face5_01,2.47,2.49,stress
24,face5_01,2.05,2.51,happy
25,face5_01,2.51,2.59,sad
26,face5_01,3.0,3.04,neutral
27,face5_01,3.09,3.16,happy
28,face5_01,3.17,3.18,neutral
29,face5_01,3.18,3.19,happy
30,face5_01,3.02,3.26,neutral
31,face5_01,3.27,3.28,happy
32,face5_01,3.28,3.35,sad
33,face5_01,3.36,3.41,stress
34,face5_01,3.42,3.45,stress
35,face5_01,3.46,3.49,stress
36,face5_01,3.54,3.59,relax
37,face5_01,4.0,4.01,angry
38,face5_01,4.01,4.13,stress
39,face5_01,4.14,4.23,sad
40,face5_01,4.24,4.25,stress
41,face5_01,4.25,4.26,angry
42,face5_01,4.27,4.29,stress
43,face5_01,4.03,4.32,neutral
44,face5_01,4.33,4.35,neutral
45,face5_01,4.36,4.41,relax
46,face5_01,4.42,4.47,neutral
47,face5_01,4.48,4.51,happy
48,face5_01,4.52,4.55,neutral
49,face5_01,4.56,4.58,relax
50,face5_01,4.59,5.02,neutral
51,face5_01,5.06,5.07,neutral
52,face5_01,5.01,5.11,stress
53,face5_01,5.11,5.15,neutral
54,face5_01,5.16,5.17,neutral
55,face5_01,5.17,5.19,stress
56,face5_01,5.02,5.26,stress
57,face5_01,5.27,5.29,stress
58,face5_01,5.35,5.36,stress
59,face5_01,5.36,5.37,stress
60,face5_01,5.38,5.41,stress
61,face5_01,5.41,5.42,stress
62,face5_01,5.42,5.49,stress
63,face5_01,5.05,6.01,stress
64,face5_01,6.04,6.32,angry
65,face5_01,6.33,6.34,relax
66,face5_01,6.35,6.36,angry
67,face5_01,6.36,6.53,angry
68,face5_01,6.54,7.12,happy
69,face5_01,7.13,7.21,neutral
70,face5_01,7.35,7.37,sad
71,face5_01,7.38,7.39,stress
72,face5_01,7.41,7.42,stress
73,face5_01,7.43,7.45,relax
74,face5_01,7.54,7.56,stress
75,face5_01,7.57,7.58,neutral
76,face5_01,7.59,8.0,neutral
77,face5_01,8.06,8.09,neutral
78,face5_01,8.01,8.11,neutral
79,face5_01,8.12,8.19,neutral
80,face5_01,8.02,8.23,stress
81,face5_01,8.24,8.25,stress
82,face5_01,8.29,8.32,stress
83,face5_01,8.36,8.38,angry
84,face5_01,8.39,8.42,neutral
85,face5_01,8.43,8.44,stress
86,face5_01,8.45,8.46,sad
87,face5_01,8.47,8.51,stress
88,face5_01,8.52,8.58,relax
89,face5_01,8.59,9.01,stress
90,face5_01,9.02,9.09,neutral
91,face5_01,9.01,9.16,relax
92,face5_01,9.17,9.31,stress
93,face5_01,9.32,9.39,neutral
94,face5_01,9.42,9.43,stress
95,face5_01,9.44,9.48,stress
96,face5_01,9.49,9.51,neutral
97,face5_01,9.52,9.56,relax
98,face5_01,9.57,10.07,stress
99,face5_01,10.08,10.11,relax
100,face5_01,10.11,10.13,stress
