,label_data_team,img_url_data_team,label_psy_team,img_url_psy_team,pred
frame_000000.PNG,4,frame_000000.PNG,2,frame_000000.PNG,1
frame_000001.PNG,4,frame_000001.PNG,2,frame_000001.PNG,1
frame_000002.PNG,2,frame_000002.PNG,2,frame_000002.PNG,1
frame_000003.PNG,2,frame_000003.PNG,2,frame_000003.PNG,1
frame_000004.PNG,3,frame_000004.PNG,2,frame_000004.PNG,1
frame_000005.PNG,3,frame_000005.PNG,0,frame_000005.PNG,3
frame_000006.PNG,3,frame_000006.PNG,0,frame_000006.PNG,3
frame_000007.PNG,3,frame_000007.PNG,0,frame_000007.PNG,3
frame_000008.PNG,3,frame_000008.PNG,0,frame_000008.PNG,1
frame_000009.PNG,3,frame_000009.PNG,0,frame_000009.PNG,1
frame_000010.PNG,3,frame_000010.PNG,0,frame_000010.PNG,3
frame_000011.PNG,3,frame_000011.PNG,0,frame_000011.PNG,3
frame_000012.PNG,3,frame_000012.PNG,0,frame_000012.PNG,3
frame_000013.PNG,3,frame_000013.PNG,0,frame_000013.PNG,3
frame_000014.PNG,3,frame_000014.PNG,0,frame_000014.PNG,1
frame_000015.PNG,3,frame_000015.PNG,0,frame_000015.PNG,3
frame_000016.PNG,3,frame_000016.PNG,0,frame_000016.PNG,3
frame_000022.PNG,3,frame_000022.PNG,0,frame_000022.PNG,1
frame_000023.PNG,3,frame_000023.PNG,0,frame_000023.PNG,3
frame_000024.PNG,3,frame_000024.PNG,0,frame_000024.PNG,1
frame_000025.PNG,3,frame_000025.PNG,0,frame_000025.PNG,3
frame_000026.PNG,3,frame_000026.PNG,0,frame_000026.PNG,3
frame_000027.PNG,3,frame_000027.PNG,0,frame_000027.PNG,3
frame_000028.PNG,3,frame_000028.PNG,0,frame_000028.PNG,3
frame_000029.PNG,3,frame_000029.PNG,0,frame_000029.PNG,3
frame_000030.PNG,3,frame_000030.PNG,0,frame_000030.PNG,3
frame_000031.PNG,3,frame_000031.PNG,0,frame_000031.PNG,3
frame_000032.PNG,3,frame_000032.PNG,0,frame_000032.PNG,3
frame_000033.PNG,3,frame_000033.PNG,1,frame_000033.PNG,3
frame_000034.PNG,3,frame_000034.PNG,1,frame_000034.PNG,3
frame_000035.PNG,3,frame_000035.PNG,1,frame_000035.PNG,1
frame_000036.PNG,3,frame_000036.PNG,1,frame_000036.PNG,3
frame_000037.PNG,3,frame_000037.PNG,1,frame_000037.PNG,1
frame_000038.PNG,3,frame_000038.PNG,1,frame_000038.PNG,1
frame_000039.PNG,3,frame_000039.PNG,1,frame_000039.PNG,1
frame_000040.PNG,3,frame_000040.PNG,1,frame_000040.PNG,1
frame_000041.PNG,3,frame_000041.PNG,1,frame_000041.PNG,1
frame_000042.PNG,3,frame_000042.PNG,1,frame_000042.PNG,1
frame_000043.PNG,3,frame_000043.PNG,1,frame_000043.PNG,1
frame_000044.PNG,3,frame_000044.PNG,1,frame_000044.PNG,1
frame_000045.PNG,3,frame_000045.PNG,1,frame_000045.PNG,3
frame_000046.PNG,3,frame_000046.PNG,1,frame_000046.PNG,1
frame_000047.PNG,3,frame_000047.PNG,1,frame_000047.PNG,1
frame_000048.PNG,3,frame_000048.PNG,1,frame_000048.PNG,1
frame_000049.PNG,3,frame_000049.PNG,1,frame_000049.PNG,1
frame_000050.PNG,3,frame_000050.PNG,1,frame_000050.PNG,1
frame_000051.PNG,3,frame_000051.PNG,1,frame_000051.PNG,1
frame_000052.PNG,3,frame_000052.PNG,1,frame_000052.PNG,1
frame_000053.PNG,3,frame_000053.PNG,1,frame_000053.PNG,3
frame_000054.PNG,3,frame_000054.PNG,1,frame_000054.PNG,3
frame_000055.PNG,3,frame_000055.PNG,1,frame_000055.PNG,1
frame_000056.PNG,3,frame_000056.PNG,1,frame_000056.PNG,3
frame_000057.PNG,1,frame_000057.PNG,1,frame_000057.PNG,1
frame_000058.PNG,1,frame_000058.PNG,1,frame_000058.PNG,1
frame_000059.PNG,3,frame_000059.PNG,1,frame_000059.PNG,3
frame_000060.PNG,3,frame_000060.PNG,1,frame_000060.PNG,1
frame_000061.PNG,3,frame_000061.PNG,1,frame_000061.PNG,1
frame_000062.PNG,1,frame_000062.PNG,1,frame_000062.PNG,1
frame_000063.PNG,1,frame_000063.PNG,1,frame_000063.PNG,3
frame_000064.PNG,1,frame_000064.PNG,1,frame_000064.PNG,1
frame_000065.PNG,1,frame_000065.PNG,1,frame_000065.PNG,1
frame_000066.PNG,1,frame_000066.PNG,1,frame_000066.PNG,1
frame_000067.PNG,1,frame_000067.PNG,1,frame_000067.PNG,3
frame_000068.PNG,1,frame_000068.PNG,1,frame_000068.PNG,1
frame_000069.PNG,1,frame_000069.PNG,1,frame_000069.PNG,1
frame_000070.PNG,1,frame_000070.PNG,1,frame_000070.PNG,1
frame_000071.PNG,1,frame_000071.PNG,1,frame_000071.PNG,1
frame_000072.PNG,1,frame_000072.PNG,1,frame_000072.PNG,3
frame_000073.PNG,1,frame_000073.PNG,1,frame_000073.PNG,1
frame_000074.PNG,1,frame_000074.PNG,1,frame_000074.PNG,1
frame_000086.PNG,1,frame_000086.PNG,1,frame_000086.PNG,3
frame_000087.PNG,1,frame_000087.PNG,1,frame_000087.PNG,3
frame_000088.PNG,1,frame_000088.PNG,1,frame_000088.PNG,3
frame_000089.PNG,1,frame_000089.PNG,1,frame_000089.PNG,1
frame_000090.PNG,1,frame_000090.PNG,1,frame_000090.PNG,1
frame_000091.PNG,1,frame_000091.PNG,1,frame_000091.PNG,1
frame_000092.PNG,1,frame_000092.PNG,1,frame_000092.PNG,1
frame_000093.PNG,1,frame_000093.PNG,1,frame_000093.PNG,1
frame_000094.PNG,1,frame_000094.PNG,1,frame_000094.PNG,1
frame_000095.PNG,1,frame_000095.PNG,1,frame_000095.PNG,1
frame_000096.PNG,1,frame_000096.PNG,1,frame_000096.PNG,1
frame_000097.PNG,1,frame_000097.PNG,1,frame_000097.PNG,1
frame_000098.PNG,1,frame_000098.PNG,1,frame_000098.PNG,1
frame_000099.PNG,1,frame_000099.PNG,1,frame_000099.PNG,1
frame_000101.PNG,1,frame_000101.PNG,1,frame_000101.PNG,1
frame_000102.PNG,1,frame_000102.PNG,1,frame_000102.PNG,1
frame_000103.PNG,1,frame_000103.PNG,1,frame_000103.PNG,1
frame_000104.PNG,1,frame_000104.PNG,1,frame_000104.PNG,1
frame_000105.PNG,1,frame_000105.PNG,1,frame_000105.PNG,1
frame_000106.PNG,1,frame_000106.PNG,1,frame_000106.PNG,1
frame_000107.PNG,1,frame_000107.PNG,1,frame_000107.PNG,1
frame_000108.PNG,1,frame_000108.PNG,1,frame_000108.PNG,1
frame_000109.PNG,1,frame_000109.PNG,1,frame_000109.PNG,1
frame_000110.PNG,1,frame_000110.PNG,1,frame_000110.PNG,1
frame_000111.PNG,1,frame_000111.PNG,1,frame_000111.PNG,1
frame_000112.PNG,1,frame_000112.PNG,1,frame_000112.PNG,1
frame_000113.PNG,1,frame_000113.PNG,1,frame_000113.PNG,1
frame_000114.PNG,1,frame_000114.PNG,1,frame_000114.PNG,1
frame_000115.PNG,1,frame_000115.PNG,1,frame_000115.PNG,1
frame_000116.PNG,1,frame_000116.PNG,1,frame_000116.PNG,1
frame_000117.PNG,1,frame_000117.PNG,1,frame_000117.PNG,1
frame_000118.PNG,1,frame_000118.PNG,1,frame_000118.PNG,1
frame_000119.PNG,1,frame_000119.PNG,1,frame_000119.PNG,1
frame_000120.PNG,1,frame_000120.PNG,1,frame_000120.PNG,1
frame_000121.PNG,1,frame_000121.PNG,1,frame_000121.PNG,1
frame_000130.PNG,1,frame_000130.PNG,1,frame_000130.PNG,1
frame_000131.PNG,1,frame_000131.PNG,1,frame_000131.PNG,1
frame_000132.PNG,1,frame_000132.PNG,1,frame_000132.PNG,1
frame_000140.PNG,1,frame_000140.PNG,1,frame_000140.PNG,1
frame_000141.PNG,1,frame_000141.PNG,1,frame_000141.PNG,1
frame_000142.PNG,1,frame_000142.PNG,1,frame_000142.PNG,1
frame_000143.PNG,1,frame_000143.PNG,1,frame_000143.PNG,1
frame_000144.PNG,1,frame_000144.PNG,1,frame_000144.PNG,1
frame_000145.PNG,1,frame_000145.PNG,1,frame_000145.PNG,1
frame_000146.PNG,1,frame_000146.PNG,1,frame_000146.PNG,1
frame_000147.PNG,1,frame_000147.PNG,1,frame_000147.PNG,1
frame_000148.PNG,1,frame_000148.PNG,1,frame_000148.PNG,1
frame_000149.PNG,1,frame_000149.PNG,1,frame_000149.PNG,1
frame_000150.PNG,1,frame_000150.PNG,1,frame_000150.PNG,1
frame_000151.PNG,1,frame_000151.PNG,1,frame_000151.PNG,1
frame_000152.PNG,3,frame_000152.PNG,1,frame_000152.PNG,1
frame_000153.PNG,4,frame_000153.PNG,4,frame_000153.PNG,1
frame_000154.PNG,4,frame_000154.PNG,4,frame_000154.PNG,1
frame_000155.PNG,4,frame_000155.PNG,4,frame_000155.PNG,1
frame_000156.PNG,4,frame_000156.PNG,4,frame_000156.PNG,1
frame_000157.PNG,4,frame_000157.PNG,4,frame_000157.PNG,1
frame_000158.PNG,3,frame_000158.PNG,4,frame_000158.PNG,1
frame_000159.PNG,3,frame_000159.PNG,4,frame_000159.PNG,3
frame_000160.PNG,3,frame_000160.PNG,4,frame_000160.PNG,1
frame_000161.PNG,3,frame_000161.PNG,4,frame_000161.PNG,3
frame_000162.PNG,3,frame_000162.PNG,4,frame_000162.PNG,1
frame_000163.PNG,4,frame_000163.PNG,4,frame_000163.PNG,1
frame_000164.PNG,4,frame_000164.PNG,4,frame_000164.PNG,3
frame_000165.PNG,3,frame_000165.PNG,4,frame_000165.PNG,3
frame_000166.PNG,4,frame_000166.PNG,4,frame_000166.PNG,3
frame_000167.PNG,4,frame_000167.PNG,4,frame_000167.PNG,3
frame_000168.PNG,4,frame_000168.PNG,4,frame_000168.PNG,3
frame_000169.PNG,4,frame_000169.PNG,4,frame_000169.PNG,3
frame_000170.PNG,4,frame_000170.PNG,4,frame_000170.PNG,1
frame_000171.PNG,4,frame_000171.PNG,4,frame_000171.PNG,1
frame_000172.PNG,4,frame_000172.PNG,4,frame_000172.PNG,1
frame_000173.PNG,4,frame_000173.PNG,4,frame_000173.PNG,1
frame_000174.PNG,4,frame_000174.PNG,4,frame_000174.PNG,1
frame_000175.PNG,4,frame_000175.PNG,4,frame_000175.PNG,3
frame_000176.PNG,4,frame_000176.PNG,4,frame_000176.PNG,3
frame_000177.PNG,4,frame_000177.PNG,4,frame_000177.PNG,1
frame_000178.PNG,4,frame_000178.PNG,4,frame_000178.PNG,3
frame_000179.PNG,4,frame_000179.PNG,4,frame_000179.PNG,3
frame_000180.PNG,4,frame_000180.PNG,4,frame_000180.PNG,3
frame_000181.PNG,4,frame_000181.PNG,4,frame_000181.PNG,3
frame_000182.PNG,4,frame_000182.PNG,4,frame_000182.PNG,3
frame_000183.PNG,4,frame_000183.PNG,4,frame_000183.PNG,3
frame_000184.PNG,4,frame_000184.PNG,4,frame_000184.PNG,3
frame_000185.PNG,4,frame_000185.PNG,4,frame_000185.PNG,1
frame_000186.PNG,4,frame_000186.PNG,4,frame_000186.PNG,3
frame_000187.PNG,4,frame_000187.PNG,4,frame_000187.PNG,1
frame_000188.PNG,4,frame_000188.PNG,4,frame_000188.PNG,3
frame_000189.PNG,3,frame_000189.PNG,1,frame_000189.PNG,3
frame_000190.PNG,3,frame_000190.PNG,1,frame_000190.PNG,3
frame_000191.PNG,3,frame_000191.PNG,1,frame_000191.PNG,3
frame_000192.PNG,3,frame_000192.PNG,1,frame_000192.PNG,3
frame_000193.PNG,3,frame_000193.PNG,1,frame_000193.PNG,1
frame_000194.PNG,3,frame_000194.PNG,3,frame_000194.PNG,1
frame_000195.PNG,3,frame_000195.PNG,3,frame_000195.PNG,1
frame_000196.PNG,3,frame_000196.PNG,3,frame_000196.PNG,3
frame_000197.PNG,3,frame_000197.PNG,3,frame_000197.PNG,1
frame_000198.PNG,3,frame_000198.PNG,1,frame_000198.PNG,1
frame_000199.PNG,3,frame_000199.PNG,1,frame_000199.PNG,3
frame_000200.PNG,3,frame_000200.PNG,1,frame_000200.PNG,1
frame_000201.PNG,3,frame_000201.PNG,1,frame_000201.PNG,1
frame_000202.PNG,3,frame_000202.PNG,1,frame_000202.PNG,3
frame_000203.PNG,3,frame_000203.PNG,1,frame_000203.PNG,1
frame_000204.PNG,3,frame_000204.PNG,1,frame_000204.PNG,1
frame_000205.PNG,3,frame_000205.PNG,1,frame_000205.PNG,1
frame_000206.PNG,3,frame_000206.PNG,1,frame_000206.PNG,1
frame_000207.PNG,3,frame_000207.PNG,1,frame_000207.PNG,1
frame_000208.PNG,4,frame_000208.PNG,1,frame_000208.PNG,1
frame_000209.PNG,4,frame_000209.PNG,1,frame_000209.PNG,3
frame_000210.PNG,4,frame_000210.PNG,1,frame_000210.PNG,3
frame_000211.PNG,4,frame_000211.PNG,1,frame_000211.PNG,3
frame_000212.PNG,4,frame_000212.PNG,1,frame_000212.PNG,3
frame_000213.PNG,4,frame_000213.PNG,1,frame_000213.PNG,3
frame_000214.PNG,4,frame_000214.PNG,1,frame_000214.PNG,3
frame_000215.PNG,4,frame_000215.PNG,1,frame_000215.PNG,3
frame_000216.PNG,4,frame_000216.PNG,1,frame_000216.PNG,3
frame_000217.PNG,4,frame_000217.PNG,1,frame_000217.PNG,3
frame_000218.PNG,3,frame_000218.PNG,1,frame_000218.PNG,3
frame_000219.PNG,3,frame_000219.PNG,1,frame_000219.PNG,3
frame_000220.PNG,3,frame_000220.PNG,1,frame_000220.PNG,3
frame_000221.PNG,3,frame_000221.PNG,1,frame_000221.PNG,3
frame_000222.PNG,3,frame_000222.PNG,1,frame_000222.PNG,3
frame_000223.PNG,3,frame_000223.PNG,1,frame_000223.PNG,3
frame_000224.PNG,3,frame_000224.PNG,1,frame_000224.PNG,3
frame_000225.PNG,3,frame_000225.PNG,1,frame_000225.PNG,3
frame_000226.PNG,3,frame_000226.PNG,1,frame_000226.PNG,3
frame_000227.PNG,3,frame_000227.PNG,1,frame_000227.PNG,3
frame_000228.PNG,3,frame_000228.PNG,1,frame_000228.PNG,3
frame_000229.PNG,3,frame_000229.PNG,1,frame_000229.PNG,3
frame_000230.PNG,3,frame_000230.PNG,1,frame_000230.PNG,3
frame_000231.PNG,3,frame_000231.PNG,1,frame_000231.PNG,3
frame_000232.PNG,3,frame_000232.PNG,1,frame_000232.PNG,3
frame_000233.PNG,3,frame_000233.PNG,1,frame_000233.PNG,1
frame_000234.PNG,3,frame_000234.PNG,1,frame_000234.PNG,3
frame_000235.PNG,3,frame_000235.PNG,1,frame_000235.PNG,3
frame_000236.PNG,3,frame_000236.PNG,1,frame_000236.PNG,1
frame_000244.PNG,3,frame_000244.PNG,2,frame_000244.PNG,3
frame_000245.PNG,3,frame_000245.PNG,1,frame_000245.PNG,3
frame_000246.PNG,2,frame_000246.PNG,1,frame_000246.PNG,1
frame_000247.PNG,2,frame_000247.PNG,1,frame_000247.PNG,1
frame_000248.PNG,3,frame_000248.PNG,1,frame_000248.PNG,3
frame_000249.PNG,3,frame_000249.PNG,1,frame_000249.PNG,1
frame_000256.PNG,3,frame_000256.PNG,1,frame_000256.PNG,3
frame_000257.PNG,3,frame_000257.PNG,1,frame_000257.PNG,3
frame_000278.PNG,3,frame_000278.PNG,4,frame_000278.PNG,3
frame_000279.PNG,3,frame_000279.PNG,4,frame_000279.PNG,3
frame_000286.PNG,1,frame_000286.PNG,1,frame_000286.PNG,1
frame_000287.PNG,1,frame_000287.PNG,1,frame_000287.PNG,3
