video,time_start,time_end,label,start_sec,end_sec,start_frame,end_frame
face10_02,0,0.06,happy,0,6,0,179
face10_02,0.09,0.11,happy,9,11,269,329
face10_02,0.11,0.13,happy,11,13,329,389
face10_02,0.25,0.26,neutral,25,26,749,779
face10_02,0.27,0.28,relax,27,28,809,839
face10_02,0.29,0.31,happy,29,31,869,929
face10_02,0.31,0.36,stress,31,36,929,1078
face10_02,0.35,0.36,stress,35,36,1048,1078
face10_02,0.38,0.41,neutral,38,41,1138,1228
face10_02,0.41,0.42,neutral,41,42,1228,1258
face10_02,0.43,0.51,relax,43,51,1288,1528
face10_02,0.51,0.52,happy,51,52,1528,1558
face10_02,0.54,0.56,happy,54,56,1618,1678
face10_02,0.57,1.09,neutral,57,69,1708,2067
face10_02,1.01,1.11,neutral,61,71,1828,2127
face10_02,1.12,1.16,neutral,72,76,2157,2277
face10_02,1.19,1.22,relax,79,82,2367,2457
face10_02,1.23,1.25,happy,83,85,2487,2547
face10_02,1.26,1.32,happy,86,92,2577,2757
face10_02,1.33,1.41,neutral,93,101,2787,3026
face10_02,1.44,1.46,happy,104,106,3116,3176
face10_02,1.05,2.01,happy,65,121,1948,3626
face10_02,2.04,2.05,happy,124,125,3716,3746
face10_02,2.06,2.07,neutral,126,127,3776,3806
face10_02,2.08,2.14,neutral,128,134,3836,4015
face10_02,2.28,2.35,happy,148,155,4435,4645
face10_02,2.36,2.37,happy,156,157,4675,4705
face10_02,2.38,2.41,happy,158,161,4735,4825
face10_02,2.42,2.43,neutral,162,163,4855,4885
face10_02,2.46,2.48,happy,166,168,4975,5034
face10_02,2.49,2.56,neutral,169,176,5064,5274
face10_02,2.57,3.08,relax,177,188,5304,5634
face10_02,3.07,3.09,happy,187,189,5604,5664
face10_02,3.01,3.14,relax,181,194,5424,5814
face10_02,3.15,3.17,relax,195,197,5844,5904
face10_02,3.18,3.19,happy,198,199,5934,5964
face10_02,3.02,3.22,happy,182,202,5454,6053
face10_02,3.23,3.25,happy,203,205,6083,6143
face10_02,3.26,3.28,happy,206,208,6173,6233
face10_02,3.29,3.31,happy,209,211,6263,6323
face10_02,3.33,3.35,neutral,213,215,6383,6443
face10_02,3.04,3.43,stress,184,223,5514,6683
face10_02,3.45,3.49,neutral,225,229,6743,6863
face10_02,3.53,3.59,stress,233,239,6983,7162
face10_02,4,4.01,stress,240,241,7192,7222
face10_02,4.02,4.05,happy,242,245,7252,7342
face10_02,4.06,4.12,angry,246,252,7372,7552
face10_02,4.14,4.23,angry,254,263,7612,7882
face10_02,4.24,4.28,neutral,264,268,7912,8031
face10_02,4.31,4.38,neutral,271,278,8121,8331
face10_02,4.39,4.47,happy,279,287,8361,8601
face10_02,4.48,4.51,happy,288,291,8631,8721
face10_02,4.58,5.01,neutral,298,301,8931,9020
face10_02,5.02,5.16,angry,302,316,9050,9470
face10_02,5.17,5.21,happy,317,321,9500,9620
face10_02,5.21,5.29,neutral,321,329,9620,9860
face10_02,5.03,5.04,happy,303,304,9080,9110
face10_02,5.41,5.52,sad,341,352,10219,10549
face10_02,5.53,5.56,happy,353,356,10579,10669
face10_02,5.57,6.06,happy,357,366,10699,10969
face10_02,6.07,6.11,happy,367,371,10999,11118
