video,time_start,time_end,label,start_sec,end_sec,start_frame,end_frame
face2_01,0.01,0.55,neutral,1,55,59,3296
face2_01,0.56,1.08,relax,56,68,3356,4075
face2_01,1.09,1.24,neutral,69,84,4135,5034
face2_01,1.32,1.36,stress,92,96,5514,5754
face2_01,1.37,1.41,stress,97,101,5814,6053
face2_01,1.41,1.44,happy,101,104,6053,6233
face2_01,1.45,1.57,neutral,105,117,6293,7012
face2_01,1.58,2.01,stress,118,121,7072,7252
face2_01,2.02,2.08,neutral,122,128,7312,7672
face2_01,2.09,2.14,stress,129,134,7732,8031
face2_01,2.15,2.21,happy,135,141,8091,8451
face2_01,2.21,2.28,happy,141,148,8451,8871
face2_01,2.31,2.34,happy,151,154,9050,9230
face2_01,2.37,2.41,happy,157,161,9410,9650
face2_01,2.42,2.49,neutral,162,169,9710,10129
face2_01,3.11,3.13,stress,191,193,11448,11568
face2_01,3.14,3.19,neutral,194,199,11628,11928
face2_01,3.02,3.31,stress,182,211,10909,12647
face2_01,3.32,3.35,sad,212,215,12707,12887
face2_01,3.36,4.03,sad,216,243,12947,14565
face2_01,4.04,4.05,sad,244,245,14625,14685
face2_01,4.06,4.09,angry,246,249,14745,14925
face2_01,4.01,4.02,stress,241,242,14445,14505
face2_01,4.21,4.25,neutral,261,265,15644,15884
face2_01,4.26,4.27,happy,266,267,15944,16003
face2_01,4.28,4.34,stress,268,274,16063,16423
face2_01,4.57,5.04,neutral,297,304,17802,18221
face2_01,5.05,5.06,happy,305,306,18281,18341
face2_01,5.07,5.08,neutral,307,308,18401,18461
face2_01,5.17,5.19,stress,317,319,19000,19120
face2_01,5.02,5.23,happy,302,323,18101,19360
face2_01,5.24,5.28,stress,324,328,19420,19660
face2_01,5.36,5.41,neutral,336,341,20139,20439
face2_01,5.41,5.43,stress,341,343,20439,20559
face2_01,5.48,5.52,happy,348,352,20859,21098
face2_01,5.53,5.54,happy,353,354,21158,21218
face2_01,5.55,5.59,happy,355,359,21278,21518
face2_01,6.08,6.09,happy,368,369,22057,22117
face2_01,6.01,6.13,stress,361,373,21638,22357
face2_01,6.17,6.18,happy,377,378,22597,22657
face2_01,6.22,6.26,stress,382,386,22897,23136
face2_01,6.27,6.34,relax,387,394,23196,23616
face2_01,6.35,6.37,stress,395,397,23676,23796
face2_01,6.38,6.39,relax,398,399,23856,23916
face2_01,6.04,6.43,happy,364,403,21818,24155
face2_01,6.44,6.46,stress,404,406,24215,24335
face2_01,6.54,6.55,stress,414,415,24815,24875
face2_01,6.56,6.58,relax,416,418,24935,25054
face2_01,6.59,7.01,stress,419,421,25114,25234
face2_01,7.17,7.27,stress,437,447,26193,26793
face2_01,7.46,7.52,stress,466,472,27932,28291
face2_01,7.53,8.01,neutral,473,481,28351,28831
face2_01,8.06,8.11,relax,486,491,29130,29430
face2_01,8.12,8.14,happy,492,494,29490,29610
face2_01,8.15,8.31,stress,495,511,29670,30629
face2_01,8.31,8.33,happy,511,513,30629,30749
face2_01,8.34,8.45,relax,514,525,30809,31468
face2_01,8.46,8.53,happy,526,533,31528,31948
face2_01,8.57,9.01,happy,537,541,32187,32427
face2_01,9.05,9.13,relax,545,553,32667,33146
face2_01,9.14,9.18,stress,554,558,33206,33446
face2_01,9.23,9.33,stress,563,573,33746,34345
face2_01,9.34,9.36,stress,574,576,34405,34525
face2_01,9.37,9.41,happy,577,581,34585,34825
face2_01,9.46,9.48,happy,586,588,35124,35244
face2_01,9.49,9.53,relax,589,593,35304,35544
face2_01,9.54,10.06,stress,594,606,35604,36323
face2_01,10.07,10.11,happy,607,611,36383,36623
face2_01,10.11,10.21,relax,611,621,36623,37222
face2_01,10.22,10.26,happy,622,626,37282,37522
face2_01,10.27,10.31,relax,627,631,37582,37822
face2_01,10.36,10.51,neutral,636,651,38121,39020
face2_01,10.51,11.04,stress,651,664,39020,39800
face2_01,11.11,11.12,stress,671,672,40219,40279
face2_01,11.25,11.26,stress,685,686,41058,41118
face2_01,11.27,11.33,stress,687,693,41178,41538
face2_01,11.34,12.01,relax,694,721,41598,43216
face2_01,12.02,12.31,relax,722,751,43276,45014
face2_01,12.36,12.39,angry,756,759,45314,45494
face2_01,12.58,13.08,neutral,778,788,46633,47232
face2_01,13.14,13.15,stress,794,795,47592,47652
face2_01,13.16,13.34,neutral,796,814,47712,48791
face2_01,13.35,13.36,stress,815,816,48851,48911
face2_01,13.37,14.12,stress,817,852,48971,51068
face2_01,14.17,14.22,stress,857,862,51368,51668
face2_01,14.23,14.25,neutral,863,865,51728,51848
face2_01,14.03,14.04,neutral,843,844,50529,50589
face2_01,14.41,14.49,stress,881,889,52807,53286
face2_01,14.59,15.02,neutral,899,902,53886,54065
face2_01,15.03,15.09,stress,903,909,54125,54485
face2_01,15.01,15.36,neutral,901,936,54005,56103
face2_01,15.42,15.45,stress,942,945,56463,56643
face2_01,16.06,16.08,happy,966,968,57902,58021
face2_01,16.14,16.16,relax,974,976,58381,58501
face2_01,16.02,16.31,neutral,962,991,57662,59400
face2_01,13.32,16.33,happy,812,993,48671,59520
face2_01,16.34,16.39,neutral,994,999,59580,59880
face2_01,16.04,16.43,relax,964,1003,57782,60119
face2_01,16.44,16.55,stress,1004,1015,60179,60839
face2_01,16.56,17,happy,1016,1020,60899,61138
face2_01,17.08,17.16,relax,1028,1036,61618,62097
face2_01,17.17,17.32,relax,1037,1052,62157,63056
face2_01,17.52,17.53,stress,1072,1073,64255,64315
face2_01,17.54,18.01,neutral,1074,1081,64375,64795
face2_01,18.02,18.08,sad,1082,1088,64855,65214
face2_01,18.09,18.21,relax,1089,1101,65274,65994
face2_01,18.21,18.27,neutral,1101,1107,65994,66353
face2_01,18.31,18.41,neutral,1111,1121,66593,67192
face2_01,18.41,18.45,stress,1121,1125,67192,67432
face2_01,19.03,19.21,angry,1143,1161,68511,69590
face2_01,19.03,19.08,happy,1143,1148,68511,68811
face2_01,19.11,19.13,stress,1151,1153,68991,69110
face2_01,19.16,19.27,neutral,1156,1167,69290,69950
face2_01,19.28,19.31,happy,1168,1171,70009,70189
face2_01,19.31,19.33,neutral,1171,1173,70189,70309
face2_01,19.41,19.42,happy,1181,1182,70789,70849
face2_01,19.43,19.44,sad,1183,1184,70909,70969
face2_01,19.45,19.48,happy,1185,1188,71028,71208
face2_01,19.49,20.03,relax,1189,1203,71268,72107
face2_01,20.04,20.07,stress,1204,1207,72167,72347
face2_01,20.08,20.11,happy,1208,1211,72407,72587
face2_01,20.11,20.14,sad,1211,1214,72587,72767
face2_01,20.15,20.17,neutral,1215,1217,72827,72947
face2_01,20.24,20.33,neutral,1224,1233,73366,73906
face2_01,20.34,20.37,neutral,1234,1237,73966,74145
face2_01,20.38,20.45,stress,1238,1245,74205,74625
face2_01,20.52,20.56,stress,1252,1256,75044,75284
face2_01,20.57,21.08,neutral,1257,1268,75344,76003
face2_01,21.12,21.21,neutral,1272,1281,76243,76783
face2_01,21.29,21.34,stress,1289,1294,77262,77562
face2_01,21.35,21.48,neutral,1295,1308,77622,78401
face2_01,21.49,21.53,neutral,1309,1313,78461,78701
face2_01,22.23,22.36,neutral,1343,1356,80499,81278
face2_01,22.49,22.51,neutral,1369,1371,82057,82177
face2_01,22.51,23.01,relax,1371,1381,82177,82777
face2_01,23.11,23.12,stress,1391,1392,83376,83436
face2_01,23.13,23.17,relax,1393,1397,83496,83736
face2_01,23.18,23.21,relax,1398,1401,83796,83976
face2_01,23.21,23.24,stress,1401,1404,83976,84155
face2_01,23.41,23.45,stress,1421,1425,85174,85414
face2_01,23.53,24.09,neutral,1433,1449,85894,86853
face2_01,24.01,24.13,relax,1441,1453,86373,87092
face2_01,24.14,24.22,relax,1454,1462,87152,87632
face2_01,24.23,24.33,sad,1463,1473,87692,88291
face2_01,24.34,24.36,relax,1474,1476,88351,88471
face2_01,24.37,24.41,stress,1477,1481,88531,88771
face2_01,24.41,24.45,stress,1481,1485,88771,89010
face2_01,24.52,24.58,stress,1492,1498,89430,89790
face2_01,25.04,25.05,stress,1504,1505,90149,90209
face2_01,25.09,25.14,relax,1509,1514,90449,90749
face2_01,25.15,25.21,neutral,1515,1521,90809,91168
face2_01,25.37,25.41,happy,1537,1541,92127,92367
