video_name,tag
face9_4_0_75_150_neutral.mp4,neutral
face9_4_1_450_775_neutral.mp4,neutral
face9_4_2_925_1025_happy.mp4,happy
face9_4_3_1025_1050_happy.mp4,happy
face9_4_4_1075_1275_stress.mp4,angry
face9_4_5_1275_1400_relax.mp4,relax
face9_4_6_1650_1725_neutral.mp4,neutral
face9_4_7_2150_2200_happy.mp4,happy
face9_4_8_2225_2275_neutral.mp4,neutral
face9_4_9_2300_2325_neutral.mp4,neutral
face9_4_10_2350_2400_neutral.mp4,neutral
face9_4_11_1600_2700_neutral.mp4,neutral
face9_4_12_2775_2800_neutral.mp4,neutral
face9_4_13_2900_2950_neutral.mp4,neutral
face9_4_14_2975_3000_happy.mp4,happy
face9_4_15_3025_3100_relax.mp4,relax
face9_4_16_3125_3175_relax.mp4,relax
face9_4_17_3025_3375_neutral.mp4,neutral
face9_4_18_3450_3550_neutral.mp4,neutral
face9_4_19_3075_3875_neutral.mp4,neutral
face9_4_20_4025_4100_sad.mp4,sad
face9_4_21_4175_4275_relax.mp4,relax
face9_4_22_4450_4625_neutral.mp4,neutral
face9_4_23_4650_4875_neutral.mp4,neutral
face9_4_24_4575_5300_angry.mp4,angry
face9_4_25_5625_5675_relax.mp4,relax
face9_4_26_5700_5725_stress.mp4,angry
face9_4_27_6075_6125_neutral.mp4,neutral
face9_4_28_6200_6225_neutral.mp4,neutral
face9_4_29_6025_6275_neutral.mp4,neutral
face9_4_30_6350_6425_neutral.mp4,neutral
face9_4_31_6600_6625_neutral.mp4,neutral
face9_4_32_6650_6675_relax.mp4,relax
face9_4_33_6700_6775_angry.mp4,angry
face9_4_34_6850_6875_sad.mp4,sad
face9_4_35_6900_7025_neutral.mp4,neutral
face9_4_36_7050_7100_happy.mp4,happy
face9_4_37_7125_7200_relax.mp4,relax
face9_4_38_7300_7325_sad.mp4,sad
face9_4_39_7350_7525_sad.mp4,sad
face9_4_40_7575_7600_neutral.mp4,neutral
face9_4_41_8575_8875_neutral.mp4,neutral
face9_4_42_8900_8925_stress.mp4,angry
face9_4_43_8950_9025_neutral.mp4,neutral
face9_4_44_9125_9300_neutral.mp4,neutral
face9_4_45_9625_9650_relax.mp4,relax
face9_4_46_9925_10100_neutral.mp4,neutral
face9_4_47_10125_10175_relax.mp4,relax
face9_4_48_10475_10550_happy.mp4,happy
face9_4_49_10575_10650_neutral.mp4,neutral
face9_4_50_10675_10775_relax.mp4,relax
face9_4_51_10775_10800_neutral.mp4,neutral
face9_4_52_10900_10950_neutral.mp4,neutral
face9_4_53_11025_11050_angry.mp4,angry
face9_4_54_11075_11125_angry.mp4,angry
face9_4_55_11150_11200_angry.mp4,angry
face9_4_56_11225_11275_neutral.mp4,neutral
face9_4_57_11600_11625_neutral.mp4,neutral
face9_4_58_11650_11700_stress.mp4,angry
face9_4_59_11975_12000_happy.mp4,happy
face9_4_60_12200_12325_happy.mp4,happy
face9_4_61_12350_12375_relax.mp4,relax
face9_4_62_12400_12525_relax.mp4,relax
face9_4_63_12525_12575_neutral.mp4,neutral
face9_4_64_12600_12675_happy.mp4,happy
face9_4_65_12725_12775_happy.mp4,happy
face9_4_66_12775_12800_stress.mp4,angry
face9_4_67_12825_12875_relax.mp4,relax
face9_4_68_13425_13475_angry.mp4,angry
face9_4_69_13500_13600_neutral.mp4,neutral
face9_4_70_13775_13825_stress.mp4,angry
face9_4_71_13850_13975_relax.mp4,relax
face9_4_72_13550_14050_stress.mp4,angry
face9_4_73_14400_14625_neutral.mp4,neutral
face9_4_74_14650_14775_angry.mp4,angry
face9_4_75_14800_15275_neutral.mp4,neutral
face9_4_76_15575_15600_stress.mp4,angry
face9_4_77_15625_15675_neutral.mp4,neutral
face9_4_78_15700_15725_stress.mp4,angry
face9_4_79_15075_15900_neutral.mp4,neutral
face9_4_80_15925_16100_relax.mp4,relax
