,label_data_team,img_url_data_team,label_psy_team,img_url_psy_team
frame_000017.PNG,negative-deactive,frame_000017.PNG,neutral,frame_000017.PNG
frame_000018.PNG,negative-deactive,frame_000018.PNG,neutral,frame_000018.PNG
frame_000019.PNG,negative-deactive,frame_000019.PNG,neutral,frame_000019.PNG
frame_000024.PNG,negative-deactive,frame_000024.PNG,neutral,frame_000024.PNG
frame_000025.PNG,negative-deactive,frame_000025.PNG,neutral,frame_000025.PNG
frame_000026.PNG,negative-deactive,frame_000026.PNG,neutral,frame_000026.PNG
frame_000027.PNG,negative-deactive,frame_000027.PNG,neutral,frame_000027.PNG
frame_000028.PNG,negative-deactive,frame_000028.PNG,neutral,frame_000028.PNG
frame_000029.PNG,negative-deactive,frame_000029.PNG,neutral,frame_000029.PNG
frame_000036.PNG,negative-deactive,frame_000036.PNG,neutral,frame_000036.PNG
frame_000037.PNG,negative-deactive,frame_000037.PNG,neutral,frame_000037.PNG
frame_000038.PNG,negative-deactive,frame_000038.PNG,neutral,frame_000038.PNG
frame_000039.PNG,negative-deactive,frame_000039.PNG,neutral,frame_000039.PNG
frame_000040.PNG,negative-deactive,frame_000040.PNG,neutral,frame_000040.PNG
frame_000041.PNG,negative-deactive,frame_000041.PNG,neutral,frame_000041.PNG
frame_000042.PNG,negative-deactive,frame_000042.PNG,neutral,frame_000042.PNG
frame_000043.PNG,negative-deactive,frame_000043.PNG,neutral,frame_000043.PNG
frame_000044.PNG,negative-deactive,frame_000044.PNG,neutral,frame_000044.PNG
frame_000045.PNG,negative-deactive,frame_000045.PNG,neutral,frame_000045.PNG
frame_000046.PNG,negative-deactive,frame_000046.PNG,neutral,frame_000046.PNG
frame_000047.PNG,negative-deactive,frame_000047.PNG,neutral,frame_000047.PNG
frame_000048.PNG,negative-deactive,frame_000048.PNG,neutral,frame_000048.PNG
frame_000049.PNG,negative-deactive,frame_000049.PNG,neutral,frame_000049.PNG
frame_000050.PNG,negative-deactive,frame_000050.PNG,neutral,frame_000050.PNG
frame_000051.PNG,negative-deactive,frame_000051.PNG,neutral,frame_000051.PNG
frame_000057.PNG,negative-deactive,frame_000057.PNG,neutral,frame_000057.PNG
frame_000058.PNG,negative-deactive,frame_000058.PNG,neutral,frame_000058.PNG
frame_000059.PNG,negative-deactive,frame_000059.PNG,neutral,frame_000059.PNG
frame_000064.PNG,negative-deactive,frame_000064.PNG,negative-deactive,frame_000064.PNG
frame_000065.PNG,negative-deactive,frame_000065.PNG,negative-deactive,frame_000065.PNG
frame_000066.PNG,negative-deactive,frame_000066.PNG,negative-deactive,frame_000066.PNG
frame_000067.PNG,negative-deactive,frame_000067.PNG,negative-deactive,frame_000067.PNG
frame_000068.PNG,negative-deactive,frame_000068.PNG,negative-deactive,frame_000068.PNG
frame_000069.PNG,negative-deactive,frame_000069.PNG,negative-deactive,frame_000069.PNG
frame_000070.PNG,negative-deactive,frame_000070.PNG,negative-deactive,frame_000070.PNG
frame_000081.PNG,negative-deactive,frame_000081.PNG,neutral,frame_000081.PNG
frame_000082.PNG,negative-deactive,frame_000082.PNG,neutral,frame_000082.PNG
frame_000083.PNG,negative-deactive,frame_000083.PNG,neutral,frame_000083.PNG
frame_000084.PNG,negative-deactive,frame_000084.PNG,neutral,frame_000084.PNG
frame_000085.PNG,negative-deactive,frame_000085.PNG,neutral,frame_000085.PNG
frame_000089.PNG,negative-deactive,frame_000089.PNG,negative-deactive,frame_000089.PNG
frame_000090.PNG,negative-deactive,frame_000090.PNG,negative-deactive,frame_000090.PNG
frame_000091.PNG,negative-deactive,frame_000091.PNG,negative-deactive,frame_000091.PNG
frame_000092.PNG,negative-deactive,frame_000092.PNG,negative-deactive,frame_000092.PNG
frame_000093.PNG,negative-deactive,frame_000093.PNG,negative-deactive,frame_000093.PNG
frame_000094.PNG,negative-deactive,frame_000094.PNG,negative-deactive,frame_000094.PNG
frame_000100.PNG,negative-deactive,frame_000100.PNG,neutral,frame_000100.PNG
frame_000101.PNG,negative-deactive,frame_000101.PNG,neutral,frame_000101.PNG
frame_000102.PNG,negative-deactive,frame_000102.PNG,neutral,frame_000102.PNG
frame_000103.PNG,negative-deactive,frame_000103.PNG,neutral,frame_000103.PNG
frame_000104.PNG,negative-deactive,frame_000104.PNG,neutral,frame_000104.PNG
frame_000105.PNG,negative-deactive,frame_000105.PNG,neutral,frame_000105.PNG
frame_000106.PNG,negative-deactive,frame_000106.PNG,neutral,frame_000106.PNG
frame_000107.PNG,negative-deactive,frame_000107.PNG,neutral,frame_000107.PNG
frame_000112.PNG,positive-deactive,frame_000112.PNG,neutral,frame_000112.PNG
frame_000113.PNG,positive-deactive,frame_000113.PNG,neutral,frame_000113.PNG
frame_000114.PNG,positive-deactive,frame_000114.PNG,neutral,frame_000114.PNG
frame_000115.PNG,positive-deactive,frame_000115.PNG,neutral,frame_000115.PNG
frame_000116.PNG,positive-deactive,frame_000116.PNG,neutral,frame_000116.PNG
frame_000117.PNG,positive-deactive,frame_000117.PNG,neutral,frame_000117.PNG
frame_000118.PNG,positive-deactive,frame_000118.PNG,neutral,frame_000118.PNG
frame_000119.PNG,positive-deactive,frame_000119.PNG,neutral,frame_000119.PNG
frame_000120.PNG,positive-deactive,frame_000120.PNG,neutral,frame_000120.PNG
frame_000121.PNG,positive-deactive,frame_000121.PNG,neutral,frame_000121.PNG
frame_000122.PNG,positive-deactive,frame_000122.PNG,neutral,frame_000122.PNG
frame_000123.PNG,positive-deactive,frame_000123.PNG,neutral,frame_000123.PNG
frame_000124.PNG,positive-deactive,frame_000124.PNG,neutral,frame_000124.PNG
frame_000125.PNG,positive-deactive,frame_000125.PNG,neutral,frame_000125.PNG
frame_000126.PNG,positive-deactive,frame_000126.PNG,neutral,frame_000126.PNG
frame_000127.PNG,positive-deactive,frame_000127.PNG,neutral,frame_000127.PNG
frame_000128.PNG,positive-deactive,frame_000128.PNG,neutral,frame_000128.PNG
frame_000129.PNG,positive-deactive,frame_000129.PNG,neutral,frame_000129.PNG
frame_000130.PNG,positive-deactive,frame_000130.PNG,neutral,frame_000130.PNG
frame_000131.PNG,positive-deactive,frame_000131.PNG,neutral,frame_000131.PNG
frame_000132.PNG,positive-deactive,frame_000132.PNG,neutral,frame_000132.PNG
frame_000133.PNG,positive-deactive,frame_000133.PNG,neutral,frame_000133.PNG
frame_000134.PNG,positive-deactive,frame_000134.PNG,neutral,frame_000134.PNG
frame_000135.PNG,positive-deactive,frame_000135.PNG,neutral,frame_000135.PNG
frame_000136.PNG,positive-deactive,frame_000136.PNG,neutral,frame_000136.PNG
frame_000143.PNG,negative-deactive,frame_000143.PNG,neutral,frame_000143.PNG
frame_000144.PNG,negative-deactive,frame_000144.PNG,neutral,frame_000144.PNG
frame_000145.PNG,negative-deactive,frame_000145.PNG,neutral,frame_000145.PNG
frame_000146.PNG,negative-deactive,frame_000146.PNG,neutral,frame_000146.PNG
frame_000147.PNG,negative-deactive,frame_000147.PNG,neutral,frame_000147.PNG
frame_000148.PNG,negative-deactive,frame_000148.PNG,neutral,frame_000148.PNG
frame_000149.PNG,negative-deactive,frame_000149.PNG,neutral,frame_000149.PNG
frame_000150.PNG,negative-deactive,frame_000150.PNG,neutral,frame_000150.PNG
frame_000151.PNG,negative-deactive,frame_000151.PNG,neutral,frame_000151.PNG
frame_000152.PNG,negative-deactive,frame_000152.PNG,neutral,frame_000152.PNG
frame_000153.PNG,negative-deactive,frame_000153.PNG,neutral,frame_000153.PNG
frame_000154.PNG,negative-deactive,frame_000154.PNG,neutral,frame_000154.PNG
frame_000155.PNG,negative-deactive,frame_000155.PNG,neutral,frame_000155.PNG
frame_000156.PNG,negative-deactive,frame_000156.PNG,neutral,frame_000156.PNG
frame_000157.PNG,negative-deactive,frame_000157.PNG,neutral,frame_000157.PNG
frame_000158.PNG,negative-deactive,frame_000158.PNG,neutral,frame_000158.PNG
frame_000159.PNG,negative-deactive,frame_000159.PNG,neutral,frame_000159.PNG
frame_000160.PNG,negative-deactive,frame_000160.PNG,neutral,frame_000160.PNG
frame_000161.PNG,negative-deactive,frame_000161.PNG,neutral,frame_000161.PNG
frame_000162.PNG,negative-deactive,frame_000162.PNG,neutral,frame_000162.PNG
frame_000163.PNG,negative-deactive,frame_000163.PNG,neutral,frame_000163.PNG
frame_000164.PNG,negative-deactive,frame_000164.PNG,neutral,frame_000164.PNG
frame_000165.PNG,negative-deactive,frame_000165.PNG,neutral,frame_000165.PNG
frame_000166.PNG,negative-deactive,frame_000166.PNG,neutral,frame_000166.PNG
frame_000167.PNG,negative-deactive,frame_000167.PNG,neutral,frame_000167.PNG
frame_000176.PNG,negative-deactive,frame_000176.PNG,neutral,frame_000176.PNG
frame_000177.PNG,negative-deactive,frame_000177.PNG,neutral,frame_000177.PNG
frame_000178.PNG,negative-deactive,frame_000178.PNG,neutral,frame_000178.PNG
frame_000179.PNG,negative-deactive,frame_000179.PNG,neutral,frame_000179.PNG
frame_000180.PNG,negative-deactive,frame_000180.PNG,neutral,frame_000180.PNG
frame_000181.PNG,negative-deactive,frame_000181.PNG,neutral,frame_000181.PNG
frame_000182.PNG,positive-deactive,frame_000182.PNG,neutral,frame_000182.PNG
frame_000183.PNG,positive-deactive,frame_000183.PNG,neutral,frame_000183.PNG
frame_000184.PNG,positive-deactive,frame_000184.PNG,neutral,frame_000184.PNG
frame_000185.PNG,positive-deactive,frame_000185.PNG,neutral,frame_000185.PNG
