,data_team,psy_team,pred
frame_000000.PNG,2,2,1
frame_000001.PNG,2,2,1
frame_000002.PNG,2,2,1
frame_000003.PNG,2,2,1
frame_000004.PNG,2,2,1
frame_000005.PNG,2,2,2
frame_000006.PNG,2,2,2
frame_000007.PNG,2,2,2
frame_000008.PNG,2,2,1
frame_000009.PNG,2,2,2
frame_000010.PNG,2,2,1
frame_000011.PNG,2,2,1
frame_000012.PNG,2,2,2
frame_000013.PNG,2,2,1
frame_000014.PNG,2,2,1
frame_000015.PNG,2,2,1
frame_000016.PNG,2,2,2
frame_000017.PNG,2,2,2
frame_000018.PNG,2,2,1
frame_000019.PNG,2,2,1
frame_000020.PNG,2,3,1
frame_000021.PNG,2,3,1
frame_000022.PNG,2,3,1
frame_000023.PNG,2,3,1
frame_000024.PNG,2,3,1
frame_000025.PNG,2,3,1
frame_000026.PNG,1,3,1
frame_000027.PNG,1,3,1
frame_000028.PNG,1,3,1
frame_000029.PNG,1,3,1
frame_000030.PNG,1,3,1
frame_000031.PNG,1,3,1
frame_000032.PNG,1,3,1
frame_000033.PNG,1,3,1
frame_000034.PNG,1,3,1
frame_000035.PNG,1,3,1
frame_000036.PNG,1,3,1
frame_000037.PNG,1,3,1
frame_000038.PNG,1,3,1
frame_000047.PNG,2,2,0
frame_000048.PNG,2,2,0
frame_000049.PNG,2,2,0
frame_000050.PNG,2,2,1
frame_000051.PNG,2,2,1
frame_000052.PNG,2,2,1
frame_000053.PNG,2,2,1
frame_000054.PNG,2,2,1
frame_000055.PNG,2,2,1
frame_000056.PNG,2,2,1
frame_000057.PNG,2,2,1
frame_000058.PNG,2,2,1
frame_000059.PNG,2,2,2
frame_000060.PNG,2,2,1
frame_000061.PNG,2,2,2
frame_000062.PNG,2,2,2
frame_000063.PNG,2,2,2
frame_000064.PNG,2,2,1
frame_000065.PNG,2,2,2
frame_000066.PNG,2,2,2
frame_000067.PNG,2,2,0
frame_000068.PNG,2,2,2
frame_000069.PNG,2,2,2
frame_000070.PNG,2,2,2
frame_000071.PNG,2,2,1
frame_000072.PNG,2,2,1
frame_000073.PNG,2,2,2
frame_000074.PNG,2,2,1
frame_000075.PNG,2,2,1
frame_000076.PNG,2,2,2
frame_000077.PNG,2,2,1
frame_000081.PNG,2,2,1
frame_000082.PNG,2,2,1
frame_000083.PNG,2,2,2
frame_000084.PNG,2,2,1
frame_000085.PNG,2,2,2
frame_000086.PNG,2,2,1
frame_000087.PNG,2,2,2
frame_000088.PNG,2,2,2
frame_000089.PNG,2,2,2
frame_000090.PNG,2,2,1
frame_000091.PNG,2,2,1
frame_000092.PNG,2,2,2
frame_000093.PNG,2,2,1
frame_000094.PNG,2,2,1
frame_000095.PNG,2,2,1
frame_000096.PNG,2,2,1
frame_000097.PNG,2,2,1
frame_000098.PNG,2,2,2
frame_000099.PNG,2,2,2
frame_000100.PNG,2,2,1
frame_000101.PNG,2,2,1
frame_000102.PNG,2,2,2
frame_000103.PNG,2,2,1
frame_000104.PNG,2,2,0
frame_000105.PNG,2,2,0
frame_000106.PNG,2,2,2
frame_000107.PNG,2,2,1
frame_000108.PNG,2,2,1
frame_000109.PNG,2,2,1
frame_000110.PNG,2,2,1
frame_000111.PNG,2,2,2
frame_000112.PNG,2,2,2
frame_000113.PNG,2,2,2
frame_000114.PNG,2,2,2
frame_000115.PNG,2,2,2
frame_000116.PNG,2,2,2
frame_000117.PNG,2,2,2
frame_000118.PNG,2,2,2
frame_000119.PNG,2,2,2
frame_000120.PNG,2,2,2
frame_000121.PNG,2,2,1
frame_000122.PNG,2,2,2
frame_000123.PNG,2,2,2
frame_000124.PNG,2,2,2
frame_000125.PNG,2,2,1
frame_000126.PNG,2,2,1
frame_000127.PNG,2,2,1
frame_000128.PNG,2,2,1
frame_000133.PNG,2,2,1
frame_000134.PNG,2,2,1
frame_000135.PNG,2,2,2
frame_000136.PNG,2,2,2
frame_000137.PNG,2,2,2
frame_000138.PNG,2,2,2
frame_000139.PNG,2,2,2
frame_000140.PNG,2,2,1
frame_000141.PNG,2,2,1
frame_000142.PNG,2,2,2
frame_000143.PNG,2,2,2
frame_000144.PNG,2,2,2
frame_000145.PNG,2,2,1
frame_000146.PNG,2,2,0
frame_000147.PNG,2,2,0
frame_000148.PNG,2,2,1
frame_000149.PNG,2,2,1
frame_000150.PNG,2,2,2
frame_000151.PNG,2,2,2
frame_000152.PNG,2,2,1
frame_000153.PNG,2,2,1
frame_000154.PNG,2,2,1
frame_000155.PNG,2,2,1
frame_000156.PNG,2,2,1
frame_000157.PNG,2,2,0
frame_000158.PNG,2,2,2
frame_000159.PNG,2,2,0
frame_000160.PNG,2,2,2
frame_000163.PNG,2,2,2
frame_000164.PNG,2,2,0
frame_000165.PNG,2,2,2
frame_000166.PNG,2,2,2
frame_000167.PNG,2,2,2
frame_000168.PNG,2,2,1
frame_000169.PNG,2,2,2
frame_000170.PNG,2,2,2
frame_000171.PNG,2,2,1
frame_000172.PNG,2,2,2
frame_000173.PNG,2,2,2
frame_000174.PNG,2,2,0
frame_000175.PNG,2,2,1
frame_000176.PNG,2,2,0
frame_000177.PNG,2,2,0
frame_000178.PNG,2,2,0
frame_000179.PNG,2,2,0
frame_000180.PNG,2,2,2
frame_000181.PNG,2,2,1
frame_000182.PNG,2,2,2
frame_000183.PNG,2,2,2
frame_000184.PNG,2,2,0
frame_000185.PNG,2,2,1
frame_000186.PNG,2,2,1
frame_000192.PNG,2,2,1
frame_000193.PNG,2,2,1
frame_000194.PNG,2,2,1
frame_000195.PNG,2,2,1
frame_000196.PNG,2,2,1
frame_000197.PNG,2,2,1
frame_000198.PNG,2,2,2
frame_000199.PNG,2,2,2
frame_000200.PNG,2,2,2
frame_000201.PNG,2,2,1
frame_000202.PNG,2,2,0
frame_000203.PNG,2,2,0
frame_000204.PNG,2,2,0
frame_000205.PNG,2,2,0
frame_000206.PNG,2,2,0
frame_000207.PNG,2,2,1
frame_000208.PNG,2,2,0
frame_000209.PNG,2,2,1
frame_000210.PNG,2,0,0
frame_000211.PNG,2,0,1
frame_000212.PNG,2,0,1
frame_000213.PNG,2,0,1
frame_000214.PNG,2,0,2
frame_000215.PNG,2,0,2
frame_000216.PNG,2,0,2
frame_000217.PNG,2,0,2
frame_000222.PNG,2,2,2
frame_000223.PNG,4,2,2
frame_000224.PNG,4,2,1
frame_000225.PNG,4,2,1
frame_000226.PNG,4,2,2
frame_000227.PNG,4,2,1
frame_000228.PNG,4,2,2
frame_000229.PNG,4,2,1
frame_000230.PNG,4,2,0
frame_000231.PNG,4,2,2
frame_000232.PNG,4,2,2
frame_000233.PNG,4,2,1
frame_000234.PNG,4,2,2
frame_000235.PNG,4,2,2
frame_000236.PNG,4,2,0
frame_000237.PNG,4,2,2
frame_000238.PNG,4,2,2
frame_000239.PNG,4,2,2
frame_000240.PNG,4,2,2
frame_000241.PNG,4,2,2
frame_000242.PNG,4,2,2
frame_000243.PNG,4,2,2
frame_000244.PNG,4,2,2
frame_000245.PNG,4,2,2
frame_000246.PNG,4,2,2
frame_000247.PNG,4,2,2
frame_000248.PNG,4,2,2
frame_000249.PNG,4,2,2
frame_000250.PNG,4,2,0
frame_000251.PNG,4,2,2
frame_000252.PNG,4,2,0
frame_000253.PNG,4,2,2
frame_000254.PNG,4,2,2
frame_000255.PNG,4,2,2
frame_000256.PNG,4,2,2
frame_000257.PNG,4,2,2
frame_000258.PNG,4,2,0
frame_000259.PNG,4,2,2
frame_000260.PNG,4,2,2
frame_000261.PNG,4,2,2
frame_000262.PNG,4,2,2
frame_000263.PNG,4,2,2
frame_000264.PNG,4,2,2
frame_000265.PNG,4,2,2
