,label_data_team,img_url_data_team,label_psy_team,img_url_psy_team
frame_000042.PNG,neutral,frame_000042.PNG,neutral,frame_000042.PNG
frame_000043.PNG,neutral,frame_000043.PNG,neutral,frame_000043.PNG
frame_000044.PNG,neutral,frame_000044.PNG,neutral,frame_000044.PNG
frame_000045.PNG,neutral,frame_000045.PNG,neutral,frame_000045.PNG
frame_000046.PNG,neutral,frame_000046.PNG,neutral,frame_000046.PNG
frame_000052.PNG,neutral,frame_000052.PNG,neutral,frame_000052.PNG
frame_000053.PNG,neutral,frame_000053.PNG,neutral,frame_000053.PNG
frame_000054.PNG,neutral,frame_000054.PNG,neutral,frame_000054.PNG
frame_000055.PNG,neutral,frame_000055.PNG,neutral,frame_000055.PNG
frame_000056.PNG,neutral,frame_000056.PNG,neutral,frame_000056.PNG
frame_000057.PNG,neutral,frame_000057.PNG,neutral,frame_000057.PNG
frame_000058.PNG,neutral,frame_000058.PNG,neutral,frame_000058.PNG
frame_000059.PNG,neutral,frame_000059.PNG,neutral,frame_000059.PNG
frame_000060.PNG,neutral,frame_000060.PNG,neutral,frame_000060.PNG
frame_000061.PNG,neutral,frame_000061.PNG,neutral,frame_000061.PNG
frame_000062.PNG,neutral,frame_000062.PNG,neutral,frame_000062.PNG
frame_000063.PNG,neutral,frame_000063.PNG,neutral,frame_000063.PNG
frame_000064.PNG,neutral,frame_000064.PNG,neutral,frame_000064.PNG
frame_000065.PNG,neutral,frame_000065.PNG,neutral,frame_000065.PNG
frame_000066.PNG,neutral,frame_000066.PNG,neutral,frame_000066.PNG
frame_000067.PNG,neutral,frame_000067.PNG,neutral,frame_000067.PNG
frame_000068.PNG,neutral,frame_000068.PNG,neutral,frame_000068.PNG
frame_000069.PNG,neutral,frame_000069.PNG,neutral,frame_000069.PNG
frame_000070.PNG,neutral,frame_000070.PNG,neutral,frame_000070.PNG
frame_000071.PNG,neutral,frame_000071.PNG,neutral,frame_000071.PNG
frame_000077.PNG,neutral,frame_000077.PNG,neutral,frame_000077.PNG
frame_000078.PNG,neutral,frame_000078.PNG,neutral,frame_000078.PNG
frame_000079.PNG,neutral,frame_000079.PNG,neutral,frame_000079.PNG
frame_000080.PNG,neutral,frame_000080.PNG,neutral,frame_000080.PNG
frame_000081.PNG,neutral,frame_000081.PNG,neutral,frame_000081.PNG
frame_000082.PNG,neutral,frame_000082.PNG,neutral,frame_000082.PNG
frame_000083.PNG,neutral,frame_000083.PNG,neutral,frame_000083.PNG
frame_000084.PNG,neutral,frame_000084.PNG,neutral,frame_000084.PNG
frame_000085.PNG,neutral,frame_000085.PNG,neutral,frame_000085.PNG
frame_000086.PNG,neutral,frame_000086.PNG,neutral,frame_000086.PNG
frame_000087.PNG,neutral,frame_000087.PNG,neutral,frame_000087.PNG
frame_000088.PNG,neutral,frame_000088.PNG,neutral,frame_000088.PNG
frame_000089.PNG,neutral,frame_000089.PNG,neutral,frame_000089.PNG
frame_000090.PNG,neutral,frame_000090.PNG,neutral,frame_000090.PNG
frame_000091.PNG,neutral,frame_000091.PNG,neutral,frame_000091.PNG
frame_000092.PNG,neutral,frame_000092.PNG,neutral,frame_000092.PNG
frame_000093.PNG,neutral,frame_000093.PNG,neutral,frame_000093.PNG
frame_000094.PNG,neutral,frame_000094.PNG,neutral,frame_000094.PNG
frame_000095.PNG,neutral,frame_000095.PNG,neutral,frame_000095.PNG
frame_000096.PNG,neutral,frame_000096.PNG,neutral,frame_000096.PNG
frame_000097.PNG,neutral,frame_000097.PNG,neutral,frame_000097.PNG
frame_000098.PNG,neutral,frame_000098.PNG,neutral,frame_000098.PNG
frame_000099.PNG,neutral,frame_000099.PNG,neutral,frame_000099.PNG
frame_000100.PNG,neutral,frame_000100.PNG,neutral,frame_000100.PNG
frame_000101.PNG,neutral,frame_000101.PNG,neutral,frame_000101.PNG
frame_000102.PNG,neutral,frame_000102.PNG,neutral,frame_000102.PNG
frame_000103.PNG,neutral,frame_000103.PNG,neutral,frame_000103.PNG
frame_000104.PNG,neutral,frame_000104.PNG,neutral,frame_000104.PNG
frame_000105.PNG,neutral,frame_000105.PNG,neutral,frame_000105.PNG
frame_000106.PNG,neutral,frame_000106.PNG,neutral,frame_000106.PNG
frame_000107.PNG,neutral,frame_000107.PNG,neutral,frame_000107.PNG
frame_000108.PNG,neutral,frame_000108.PNG,neutral,frame_000108.PNG
frame_000109.PNG,neutral,frame_000109.PNG,neutral,frame_000109.PNG
frame_000110.PNG,neutral,frame_000110.PNG,neutral,frame_000110.PNG
frame_000115.PNG,neutral,frame_000115.PNG,neutral,frame_000115.PNG
frame_000116.PNG,neutral,frame_000116.PNG,neutral,frame_000116.PNG
frame_000117.PNG,neutral,frame_000117.PNG,neutral,frame_000117.PNG
frame_000118.PNG,neutral,frame_000118.PNG,neutral,frame_000118.PNG
frame_000119.PNG,neutral,frame_000119.PNG,neutral,frame_000119.PNG
frame_000120.PNG,neutral,frame_000120.PNG,neutral,frame_000120.PNG
frame_000121.PNG,neutral,frame_000121.PNG,neutral,frame_000121.PNG
frame_000122.PNG,neutral,frame_000122.PNG,neutral,frame_000122.PNG
frame_000123.PNG,neutral,frame_000123.PNG,neutral,frame_000123.PNG
frame_000124.PNG,neutral,frame_000124.PNG,neutral,frame_000124.PNG
frame_000125.PNG,neutral,frame_000125.PNG,neutral,frame_000125.PNG
frame_000126.PNG,neutral,frame_000126.PNG,neutral,frame_000126.PNG
frame_000130.PNG,neutral,frame_000130.PNG,neutral,frame_000130.PNG
frame_000131.PNG,neutral,frame_000131.PNG,neutral,frame_000131.PNG
frame_000132.PNG,neutral,frame_000132.PNG,neutral,frame_000132.PNG
frame_000133.PNG,neutral,frame_000133.PNG,neutral,frame_000133.PNG
frame_000134.PNG,neutral,frame_000134.PNG,neutral,frame_000134.PNG
frame_000135.PNG,neutral,frame_000135.PNG,neutral,frame_000135.PNG
frame_000136.PNG,neutral,frame_000136.PNG,neutral,frame_000136.PNG
frame_000137.PNG,neutral,frame_000137.PNG,neutral,frame_000137.PNG
frame_000138.PNG,neutral,frame_000138.PNG,neutral,frame_000138.PNG
frame_000139.PNG,neutral,frame_000139.PNG,neutral,frame_000139.PNG
frame_000140.PNG,neutral,frame_000140.PNG,neutral,frame_000140.PNG
frame_000141.PNG,neutral,frame_000141.PNG,neutral,frame_000141.PNG
frame_000142.PNG,neutral,frame_000142.PNG,neutral,frame_000142.PNG
frame_000143.PNG,neutral,frame_000143.PNG,neutral,frame_000143.PNG
frame_000144.PNG,neutral,frame_000144.PNG,neutral,frame_000144.PNG
frame_000145.PNG,neutral,frame_000145.PNG,neutral,frame_000145.PNG
frame_000146.PNG,neutral,frame_000146.PNG,neutral,frame_000146.PNG
frame_000147.PNG,neutral,frame_000147.PNG,neutral,frame_000147.PNG
frame_000148.PNG,neutral,frame_000148.PNG,neutral,frame_000148.PNG
frame_000149.PNG,neutral,frame_000149.PNG,neutral,frame_000149.PNG
frame_000150.PNG,neutral,frame_000150.PNG,neutral,frame_000150.PNG
frame_000156.PNG,neutral,frame_000156.PNG,neutral,frame_000156.PNG
frame_000157.PNG,neutral,frame_000157.PNG,neutral,frame_000157.PNG
frame_000158.PNG,neutral,frame_000158.PNG,neutral,frame_000158.PNG
frame_000159.PNG,neutral,frame_000159.PNG,neutral,frame_000159.PNG
frame_000160.PNG,neutral,frame_000160.PNG,neutral,frame_000160.PNG
frame_000161.PNG,neutral,frame_000161.PNG,neutral,frame_000161.PNG
frame_000162.PNG,neutral,frame_000162.PNG,neutral,frame_000162.PNG
frame_000163.PNG,neutral,frame_000163.PNG,neutral,frame_000163.PNG
frame_000164.PNG,neutral,frame_000164.PNG,neutral,frame_000164.PNG
frame_000165.PNG,neutral,frame_000165.PNG,neutral,frame_000165.PNG
frame_000166.PNG,neutral,frame_000166.PNG,neutral,frame_000166.PNG
frame_000167.PNG,neutral,frame_000167.PNG,neutral,frame_000167.PNG
frame_000168.PNG,neutral,frame_000168.PNG,neutral,frame_000168.PNG
frame_000169.PNG,neutral,frame_000169.PNG,neutral,frame_000169.PNG
frame_000170.PNG,neutral,frame_000170.PNG,neutral,frame_000170.PNG
frame_000171.PNG,neutral,frame_000171.PNG,neutral,frame_000171.PNG
frame_000172.PNG,neutral,frame_000172.PNG,neutral,frame_000172.PNG
frame_000173.PNG,neutral,frame_000173.PNG,neutral,frame_000173.PNG
frame_000174.PNG,neutral,frame_000174.PNG,neutral,frame_000174.PNG
frame_000175.PNG,neutral,frame_000175.PNG,neutral,frame_000175.PNG
frame_000176.PNG,neutral,frame_000176.PNG,neutral,frame_000176.PNG
frame_000177.PNG,neutral,frame_000177.PNG,neutral,frame_000177.PNG
frame_000183.PNG,neutral,frame_000183.PNG,neutral,frame_000183.PNG
frame_000184.PNG,neutral,frame_000184.PNG,neutral,frame_000184.PNG
frame_000185.PNG,neutral,frame_000185.PNG,neutral,frame_000185.PNG
frame_000186.PNG,neutral,frame_000186.PNG,neutral,frame_000186.PNG
frame_000187.PNG,neutral,frame_000187.PNG,neutral,frame_000187.PNG
frame_000188.PNG,neutral,frame_000188.PNG,neutral,frame_000188.PNG
frame_000189.PNG,neutral,frame_000189.PNG,neutral,frame_000189.PNG
frame_000190.PNG,neutral,frame_000190.PNG,neutral,frame_000190.PNG
frame_000191.PNG,neutral,frame_000191.PNG,neutral,frame_000191.PNG
frame_000192.PNG,neutral,frame_000192.PNG,neutral,frame_000192.PNG
frame_000193.PNG,neutral,frame_000193.PNG,neutral,frame_000193.PNG
frame_000194.PNG,neutral,frame_000194.PNG,neutral,frame_000194.PNG
frame_000195.PNG,neutral,frame_000195.PNG,neutral,frame_000195.PNG
frame_000196.PNG,neutral,frame_000196.PNG,neutral,frame_000196.PNG
frame_000197.PNG,neutral,frame_000197.PNG,neutral,frame_000197.PNG
frame_000198.PNG,neutral,frame_000198.PNG,neutral,frame_000198.PNG
frame_000199.PNG,neutral,frame_000199.PNG,neutral,frame_000199.PNG
frame_000200.PNG,neutral,frame_000200.PNG,neutral,frame_000200.PNG
frame_000201.PNG,neutral,frame_000201.PNG,neutral,frame_000201.PNG
frame_000202.PNG,neutral,frame_000202.PNG,neutral,frame_000202.PNG
frame_000203.PNG,neutral,frame_000203.PNG,neutral,frame_000203.PNG
frame_000204.PNG,neutral,frame_000204.PNG,neutral,frame_000204.PNG
frame_000205.PNG,neutral,frame_000205.PNG,neutral,frame_000205.PNG
frame_000206.PNG,neutral,frame_000206.PNG,neutral,frame_000206.PNG
frame_000207.PNG,neutral,frame_000207.PNG,neutral,frame_000207.PNG
frame_000208.PNG,neutral,frame_000208.PNG,neutral,frame_000208.PNG
frame_000209.PNG,neutral,frame_000209.PNG,neutral,frame_000209.PNG
frame_000210.PNG,neutral,frame_000210.PNG,neutral,frame_000210.PNG
frame_000211.PNG,neutral,frame_000211.PNG,neutral,frame_000211.PNG
frame_000212.PNG,neutral,frame_000212.PNG,neutral,frame_000212.PNG
frame_000213.PNG,neutral,frame_000213.PNG,neutral,frame_000213.PNG
frame_000214.PNG,neutral,frame_000214.PNG,neutral,frame_000214.PNG
frame_000215.PNG,neutral,frame_000215.PNG,neutral,frame_000215.PNG
frame_000216.PNG,neutral,frame_000216.PNG,neutral,frame_000216.PNG
frame_000222.PNG,neutral,frame_000222.PNG,neutral,frame_000222.PNG
frame_000223.PNG,neutral,frame_000223.PNG,neutral,frame_000223.PNG
frame_000224.PNG,neutral,frame_000224.PNG,neutral,frame_000224.PNG
frame_000225.PNG,neutral,frame_000225.PNG,neutral,frame_000225.PNG
frame_000226.PNG,neutral,frame_000226.PNG,neutral,frame_000226.PNG
frame_000227.PNG,neutral,frame_000227.PNG,neutral,frame_000227.PNG
frame_000228.PNG,neutral,frame_000228.PNG,neutral,frame_000228.PNG
frame_000229.PNG,neutral,frame_000229.PNG,neutral,frame_000229.PNG
frame_000230.PNG,neutral,frame_000230.PNG,neutral,frame_000230.PNG
frame_000231.PNG,neutral,frame_000231.PNG,neutral,frame_000231.PNG
frame_000232.PNG,neutral,frame_000232.PNG,neutral,frame_000232.PNG
frame_000233.PNG,neutral,frame_000233.PNG,neutral,frame_000233.PNG
frame_000234.PNG,neutral,frame_000234.PNG,neutral,frame_000234.PNG
frame_000235.PNG,neutral,frame_000235.PNG,neutral,frame_000235.PNG
frame_000236.PNG,neutral,frame_000236.PNG,neutral,frame_000236.PNG
frame_000237.PNG,neutral,frame_000237.PNG,neutral,frame_000237.PNG
frame_000238.PNG,neutral,frame_000238.PNG,neutral,frame_000238.PNG
frame_000242.PNG,neutral,frame_000242.PNG,neutral,frame_000242.PNG
frame_000243.PNG,neutral,frame_000243.PNG,neutral,frame_000243.PNG
frame_000244.PNG,neutral,frame_000244.PNG,neutral,frame_000244.PNG
frame_000245.PNG,neutral,frame_000245.PNG,neutral,frame_000245.PNG
frame_000246.PNG,neutral,frame_000246.PNG,neutral,frame_000246.PNG
frame_000247.PNG,neutral,frame_000247.PNG,neutral,frame_000247.PNG
frame_000248.PNG,neutral,frame_000248.PNG,neutral,frame_000248.PNG
frame_000249.PNG,neutral,frame_000249.PNG,neutral,frame_000249.PNG
frame_000250.PNG,neutral,frame_000250.PNG,neutral,frame_000250.PNG
frame_000251.PNG,neutral,frame_000251.PNG,neutral,frame_000251.PNG
frame_000252.PNG,neutral,frame_000252.PNG,neutral,frame_000252.PNG
frame_000253.PNG,neutral,frame_000253.PNG,neutral,frame_000253.PNG
frame_000254.PNG,neutral,frame_000254.PNG,neutral,frame_000254.PNG
frame_000255.PNG,neutral,frame_000255.PNG,neutral,frame_000255.PNG
frame_000256.PNG,neutral,frame_000256.PNG,neutral,frame_000256.PNG
frame_000257.PNG,neutral,frame_000257.PNG,neutral,frame_000257.PNG
frame_000258.PNG,neutral,frame_000258.PNG,neutral,frame_000258.PNG
frame_000259.PNG,neutral,frame_000259.PNG,neutral,frame_000259.PNG
frame_000260.PNG,neutral,frame_000260.PNG,neutral,frame_000260.PNG
frame_000261.PNG,neutral,frame_000261.PNG,neutral,frame_000261.PNG
frame_000262.PNG,neutral,frame_000262.PNG,neutral,frame_000262.PNG
frame_000263.PNG,neutral,frame_000263.PNG,neutral,frame_000263.PNG
frame_000268.PNG,neutral,frame_000268.PNG,neutral,frame_000268.PNG
frame_000269.PNG,neutral,frame_000269.PNG,neutral,frame_000269.PNG
frame_000270.PNG,neutral,frame_000270.PNG,neutral,frame_000270.PNG
frame_000271.PNG,neutral,frame_000271.PNG,neutral,frame_000271.PNG
frame_000272.PNG,neutral,frame_000272.PNG,neutral,frame_000272.PNG
frame_000273.PNG,neutral,frame_000273.PNG,neutral,frame_000273.PNG
frame_000274.PNG,neutral,frame_000274.PNG,neutral,frame_000274.PNG
frame_000275.PNG,neutral,frame_000275.PNG,neutral,frame_000275.PNG
frame_000276.PNG,neutral,frame_000276.PNG,neutral,frame_000276.PNG
frame_000277.PNG,neutral,frame_000277.PNG,neutral,frame_000277.PNG
frame_000278.PNG,neutral,frame_000278.PNG,neutral,frame_000278.PNG
frame_000279.PNG,neutral,frame_000279.PNG,neutral,frame_000279.PNG
frame_000280.PNG,neutral,frame_000280.PNG,neutral,frame_000280.PNG
frame_000281.PNG,neutral,frame_000281.PNG,neutral,frame_000281.PNG
frame_000282.PNG,neutral,frame_000282.PNG,neutral,frame_000282.PNG
frame_000283.PNG,neutral,frame_000283.PNG,neutral,frame_000283.PNG
frame_000284.PNG,neutral,frame_000284.PNG,neutral,frame_000284.PNG
frame_000285.PNG,neutral,frame_000285.PNG,neutral,frame_000285.PNG
frame_000290.PNG,neutral,frame_000290.PNG,neutral,frame_000290.PNG
frame_000291.PNG,neutral,frame_000291.PNG,neutral,frame_000291.PNG
frame_000292.PNG,neutral,frame_000292.PNG,neutral,frame_000292.PNG
frame_000293.PNG,neutral,frame_000293.PNG,neutral,frame_000293.PNG
frame_000294.PNG,neutral,frame_000294.PNG,neutral,frame_000294.PNG
frame_000295.PNG,neutral,frame_000295.PNG,neutral,frame_000295.PNG
frame_000296.PNG,neutral,frame_000296.PNG,neutral,frame_000296.PNG
